status_id	text_eng	item_id	quality	effect	effect_lv	effect_names	rank
ITEM_STATUS_ITEM_POISON_005_0	Campanula	ITEM_POISON_005	45	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_POISON_005_1	Campanula	ITEM_POISON_005	59	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	D
ITEM_STATUS_ITEM_POISON_005_2	Campanula	ITEM_POISON_005	75	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	C
ITEM_STATUS_ITEM_POISON_005_3	Campanula	ITEM_POISON_005	93	['ITEM_EFF_EFFECT_0338', '', '']	[2, '', '']	['Element Resonance - Air']	B
ITEM_STATUS_ITEM_POISON_005_4	Campanula	ITEM_POISON_005	110	['ITEM_EFF_EFFECT_0338', '', '']	[2, '', '']	['Element Resonance - Air']	A
ITEM_STATUS_ITEM_POISON_005_5	Campanula	ITEM_POISON_005	130	['ITEM_EFF_EFFECT_0338', '', '']	[3, '', '']	['Element Resonance - Air']	S
ITEM_STATUS_ITEM_POISON_006_0	Orb of Lesser Force	ITEM_POISON_006	58	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	E
ITEM_STATUS_ITEM_POISON_006_1	Orb of Lesser Force	ITEM_POISON_006	72	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	D
ITEM_STATUS_ITEM_POISON_006_2	Orb of Lesser Force	ITEM_POISON_006	95	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	C
ITEM_STATUS_ITEM_POISON_006_3	Orb of Lesser Force	ITEM_POISON_006	117	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0307', '']	[4, 1, '']	['Synthesis: Quality Up', 'Increase Resonance Area']	B
ITEM_STATUS_ITEM_POISON_006_4	Orb of Lesser Force	ITEM_POISON_006	132	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0307', '']	[5, 2, '']	['Synthesis: Quality Up', 'Increase Resonance Area']	A
ITEM_STATUS_ITEM_POISON_006_5	Orb of Lesser Force	ITEM_POISON_006	155	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0307', '']	[5, 3, '']	['Synthesis: Quality Up', 'Increase Resonance Area']	S
ITEM_STATUS_ITEM_ELIXIL_001_0	Refreshing Sap	ITEM_ELIXIL_001	53	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_ELIXIL_001_1	Refreshing Sap	ITEM_ELIXIL_001	67	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	D
ITEM_STATUS_ITEM_ELIXIL_001_2	Refreshing Sap	ITEM_ELIXIL_001	90	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	C
ITEM_STATUS_ITEM_ELIXIL_001_3	Refreshing Sap	ITEM_ELIXIL_001	112	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0345', '']	[2, 1, '']	['Synthesis: Quality Up', 'Rebuild Boost - HP']	B
ITEM_STATUS_ITEM_ELIXIL_001_4	Refreshing Sap	ITEM_ELIXIL_001	127	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0345', '']	[2, 2, '']	['Synthesis: Quality Up', 'Rebuild Boost - HP']	A
ITEM_STATUS_ITEM_ELIXIL_001_5	Refreshing Sap	ITEM_ELIXIL_001	150	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0345', '']	[3, 3, '']	['Synthesis: Quality Up', 'Rebuild Boost - HP']	S
ITEM_STATUS_ITEM_ELIXIL_002_0	Rubellum Lily	ITEM_ELIXIL_002	58	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_ELIXIL_002_1	Rubellum Lily	ITEM_ELIXIL_002	72	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	D
ITEM_STATUS_ITEM_ELIXIL_002_2	Rubellum Lily	ITEM_ELIXIL_002	95	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	C
ITEM_STATUS_ITEM_ELIXIL_002_3	Rubellum Lily	ITEM_ELIXIL_002	117	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0317', '']	[1, 1, '']	['Resonance Boost', 'Slot Element Change - Air']	B
ITEM_STATUS_ITEM_ELIXIL_002_4	Rubellum Lily	ITEM_ELIXIL_002	132	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0317', '']	[2, 1, '']	['Resonance Boost', 'Slot Element Change - Air']	A
ITEM_STATUS_ITEM_ELIXIL_002_5	Rubellum Lily	ITEM_ELIXIL_002	155	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0317', '']	[3, 1, '']	['Resonance Boost', 'Slot Element Change - Air']	S
ITEM_STATUS_ITEM_ELIXIL_003_0	Inverse Metal	ITEM_ELIXIL_003	63	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	E
ITEM_STATUS_ITEM_ELIXIL_003_1	Inverse Metal	ITEM_ELIXIL_003	77	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	D
ITEM_STATUS_ITEM_ELIXIL_003_2	Inverse Metal	ITEM_ELIXIL_003	100	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	C
ITEM_STATUS_ITEM_ELIXIL_003_3	Inverse Metal	ITEM_ELIXIL_003	122	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0341', '']	[2, 1, '']	['Synthesis: Quality Up', 'Metals - Quality Boost']	B
ITEM_STATUS_ITEM_ELIXIL_003_4	Inverse Metal	ITEM_ELIXIL_003	137	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0341', '']	[3, 1, '']	['Synthesis: Quality Up', 'Metals - Quality Boost']	A
ITEM_STATUS_ITEM_ELIXIL_003_5	Inverse Metal	ITEM_ELIXIL_003	160	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0341', '']	[4, 2, '']	['Synthesis: Quality Up', 'Metals - Quality Boost']	S
ITEM_STATUS_ITEM_ELIXIL_004_0	Sealed Herb	ITEM_ELIXIL_004	67	['ITEM_EFF_EFFECT_0322', '', '']	[1, '', '']	['Increase Resonance Area - Square']	E
ITEM_STATUS_ITEM_ELIXIL_004_1	Sealed Herb	ITEM_ELIXIL_004	86	['ITEM_EFF_EFFECT_0322', 'ITEM_EFF_EFFECT_0342', '']	[1, 1, '']	['Increase Resonance Area - Square', 'Jewels - Quality Boost']	D
ITEM_STATUS_ITEM_ELIXIL_004_2	Sealed Herb	ITEM_ELIXIL_004	108	['ITEM_EFF_EFFECT_0322', 'ITEM_EFF_EFFECT_0342', '']	[2, 1, '']	['Increase Resonance Area - Square', 'Jewels - Quality Boost']	C
ITEM_STATUS_ITEM_ELIXIL_004_3	Sealed Herb	ITEM_ELIXIL_004	123	['ITEM_EFF_EFFECT_0322', 'ITEM_EFF_EFFECT_0342', '']	[2, 2, '']	['Increase Resonance Area - Square', 'Jewels - Quality Boost']	B
ITEM_STATUS_ITEM_ELIXIL_004_4	Sealed Herb	ITEM_ELIXIL_004	140	['ITEM_EFF_EFFECT_0322', 'ITEM_EFF_EFFECT_0342', '']	[3, 2, '']	['Increase Resonance Area - Square', 'Jewels - Quality Boost']	A
ITEM_STATUS_ITEM_ELIXIL_004_5	Sealed Herb	ITEM_ELIXIL_004	165	['ITEM_EFF_EFFECT_0322', 'ITEM_EFF_EFFECT_0342', '']	[3, 3, '']	['Increase Resonance Area - Square', 'Jewels - Quality Boost']	S
ITEM_STATUS_ITEM_ELIXIL_005_0	Evolved Sacred Silver	ITEM_ELIXIL_005	77	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	E
ITEM_STATUS_ITEM_ELIXIL_005_1	Evolved Sacred Silver	ITEM_ELIXIL_005	96	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[1, 1, '']	['Synthesis: Quality Up', 'Resonance Boost']	D
ITEM_STATUS_ITEM_ELIXIL_005_2	Evolved Sacred Silver	ITEM_ELIXIL_005	118	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[2, 1, '']	['Synthesis: Quality Up', 'Resonance Boost']	C
ITEM_STATUS_ITEM_ELIXIL_005_3	Evolved Sacred Silver	ITEM_ELIXIL_005	133	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[3, 1, '']	['Synthesis: Quality Up', 'Resonance Boost']	B
ITEM_STATUS_ITEM_ELIXIL_005_4	Evolved Sacred Silver	ITEM_ELIXIL_005	150	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[4, 2, '']	['Synthesis: Quality Up', 'Resonance Boost']	A
ITEM_STATUS_ITEM_ELIXIL_005_5	Evolved Sacred Silver	ITEM_ELIXIL_005	175	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[5, 3, '']	['Synthesis: Quality Up', 'Resonance Boost']	S
ITEM_STATUS_ITEM_ELIXIL_006_0	Dunkelheit	ITEM_ELIXIL_006	88	['ITEM_EFF_EFFECT_0334', 'ITEM_EFF_EFFECT_0333', '']	[1, 1, '']	['Omnipotent Flower', 'Omnipotent Drop']	E
ITEM_STATUS_ITEM_ELIXIL_006_1	Dunkelheit	ITEM_ELIXIL_006	102	['ITEM_EFF_EFFECT_0334', 'ITEM_EFF_EFFECT_0333', '']	[1, 1, '']	['Omnipotent Flower', 'Omnipotent Drop']	D
ITEM_STATUS_ITEM_ELIXIL_006_2	Dunkelheit	ITEM_ELIXIL_006	125	['ITEM_EFF_EFFECT_0334', 'ITEM_EFF_EFFECT_0333', '']	[2, 1, '']	['Omnipotent Flower', 'Omnipotent Drop']	C
ITEM_STATUS_ITEM_ELIXIL_006_3	Dunkelheit	ITEM_ELIXIL_006	147	['ITEM_EFF_EFFECT_0334', 'ITEM_EFF_EFFECT_0333', 'ITEM_EFF_EFFECT_0306']	[3, 1, 1]	['Omnipotent Flower', 'Omnipotent Drop', 'Synthesis: Quantity Up']	B
ITEM_STATUS_ITEM_ELIXIL_006_4	Dunkelheit	ITEM_ELIXIL_006	162	['ITEM_EFF_EFFECT_0334', 'ITEM_EFF_EFFECT_0333', 'ITEM_EFF_EFFECT_0306']	[4, 1, 1]	['Omnipotent Flower', 'Omnipotent Drop', 'Synthesis: Quantity Up']	A
ITEM_STATUS_ITEM_ELIXIL_006_5	Dunkelheit	ITEM_ELIXIL_006	200	['ITEM_EFF_EFFECT_0334', 'ITEM_EFF_EFFECT_0333', 'ITEM_EFF_EFFECT_0306']	[5, 1, 1]	['Omnipotent Flower', 'Omnipotent Drop', 'Synthesis: Quantity Up']	S
ITEM_STATUS_ITEM_SAND_001_0	White Sand	ITEM_SAND_001	23	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_SAND_001_1	White Sand	ITEM_SAND_001	37	['', '', '']	['', '', '']	[]	D
ITEM_STATUS_ITEM_SAND_001_2	White Sand	ITEM_SAND_001	60	['', '', '']	['', '', '']	[]	C
ITEM_STATUS_ITEM_SAND_001_3	White Sand	ITEM_SAND_001	82	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_SAND_001_4	White Sand	ITEM_SAND_001	97	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_SAND_001_5	White Sand	ITEM_SAND_001	120	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_SAND_002_0	Black Sand	ITEM_SAND_002	27	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_SAND_002_1	Black Sand	ITEM_SAND_002	43	['ITEM_EFF_EFFECT_0335', '', '']	[1, '', '']	['Element Resonance - Fire']	D
ITEM_STATUS_ITEM_SAND_002_2	Black Sand	ITEM_SAND_002	61	['ITEM_EFF_EFFECT_0335', '', '']	[1, '', '']	['Element Resonance - Fire']	C
ITEM_STATUS_ITEM_SAND_002_3	Black Sand	ITEM_SAND_002	81	['ITEM_EFF_EFFECT_0335', '', '']	[2, '', '']	['Element Resonance - Fire']	B
ITEM_STATUS_ITEM_SAND_002_4	Black Sand	ITEM_SAND_002	100	['ITEM_EFF_EFFECT_0335', '', '']	[2, '', '']	['Element Resonance - Fire']	A
ITEM_STATUS_ITEM_SAND_002_5	Black Sand	ITEM_SAND_002	123	['ITEM_EFF_EFFECT_0335', '', '']	[3, '', '']	['Element Resonance - Fire']	S
ITEM_STATUS_ITEM_SAND_003_0	Emerald Glass	ITEM_SAND_003	32	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_SAND_003_1	Emerald Glass	ITEM_SAND_003	48	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	D
ITEM_STATUS_ITEM_SAND_003_2	Emerald Glass	ITEM_SAND_003	66	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	C
ITEM_STATUS_ITEM_SAND_003_3	Emerald Glass	ITEM_SAND_003	86	['ITEM_EFF_EFFECT_0338', '', '']	[2, '', '']	['Element Resonance - Air']	B
ITEM_STATUS_ITEM_SAND_003_4	Emerald Glass	ITEM_SAND_003	105	['ITEM_EFF_EFFECT_0338', '', '']	[2, '', '']	['Element Resonance - Air']	A
ITEM_STATUS_ITEM_SAND_003_5	Emerald Glass	ITEM_SAND_003	128	['ITEM_EFF_EFFECT_0338', '', '']	[3, '', '']	['Element Resonance - Air']	S
ITEM_STATUS_ITEM_SAND_004_0	Harmonic Sand	ITEM_SAND_004	40	['ITEM_EFF_EFFECT_0323', '', '']	[1, '', '']	['Increase Resonance Area - Star']	E
ITEM_STATUS_ITEM_SAND_004_1	Harmonic Sand	ITEM_SAND_004	54	['ITEM_EFF_EFFECT_0323', '', '']	[1, '', '']	['Increase Resonance Area - Star']	D
ITEM_STATUS_ITEM_SAND_004_2	Harmonic Sand	ITEM_SAND_004	70	['ITEM_EFF_EFFECT_0323', '', '']	[2, '', '']	['Increase Resonance Area - Star']	C
ITEM_STATUS_ITEM_SAND_004_3	Harmonic Sand	ITEM_SAND_004	88	['ITEM_EFF_EFFECT_0323', '', '']	[2, '', '']	['Increase Resonance Area - Star']	B
ITEM_STATUS_ITEM_SAND_004_4	Harmonic Sand	ITEM_SAND_004	105	['ITEM_EFF_EFFECT_0323', '', '']	[3, '', '']	['Increase Resonance Area - Star']	A
ITEM_STATUS_ITEM_SAND_004_5	Harmonic Sand	ITEM_SAND_004	125	['ITEM_EFF_EFFECT_0323', '', '']	[3, '', '']	['Increase Resonance Area - Star']	S
ITEM_STATUS_ITEM_SAND_005_0	Eisenstaub	ITEM_SAND_005	50	['ITEM_EFF_EFFECT_0341', '', '']	[1, '', '']	['Metals - Quality Boost']	E
ITEM_STATUS_ITEM_SAND_005_1	Eisenstaub	ITEM_SAND_005	64	['ITEM_EFF_EFFECT_0341', '', '']	[1, '', '']	['Metals - Quality Boost']	D
ITEM_STATUS_ITEM_SAND_005_2	Eisenstaub	ITEM_SAND_005	80	['ITEM_EFF_EFFECT_0341', '', '']	[2, '', '']	['Metals - Quality Boost']	C
ITEM_STATUS_ITEM_SAND_005_3	Eisenstaub	ITEM_SAND_005	98	['ITEM_EFF_EFFECT_0341', '', '']	[2, '', '']	['Metals - Quality Boost']	B
ITEM_STATUS_ITEM_SAND_005_4	Eisenstaub	ITEM_SAND_005	115	['ITEM_EFF_EFFECT_0341', '', '']	[3, '', '']	['Metals - Quality Boost']	A
ITEM_STATUS_ITEM_SAND_005_5	Eisenstaub	ITEM_SAND_005	135	['ITEM_EFF_EFFECT_0341', '', '']	[3, '', '']	['Metals - Quality Boost']	S
ITEM_STATUS_ITEM_SAND_006_0	Fallen Stardust	ITEM_SAND_006	42	['ITEM_EFF_EFFECT_0323', '', '']	[1, '', '']	['Increase Resonance Area - Star']	E
ITEM_STATUS_ITEM_SAND_006_1	Fallen Stardust	ITEM_SAND_006	61	['ITEM_EFF_EFFECT_0323', 'ITEM_EFF_EFFECT_0326', '']	[1, 1, '']	['Increase Resonance Area - Star', 'Increase Resonance Area - 3rd Stratum']	D
ITEM_STATUS_ITEM_SAND_006_2	Fallen Stardust	ITEM_SAND_006	83	['ITEM_EFF_EFFECT_0323', 'ITEM_EFF_EFFECT_0326', '']	[2, 1, '']	['Increase Resonance Area - Star', 'Increase Resonance Area - 3rd Stratum']	C
ITEM_STATUS_ITEM_SAND_006_3	Fallen Stardust	ITEM_SAND_006	98	['ITEM_EFF_EFFECT_0323', 'ITEM_EFF_EFFECT_0326', '']	[2, 2, '']	['Increase Resonance Area - Star', 'Increase Resonance Area - 3rd Stratum']	B
ITEM_STATUS_ITEM_SAND_006_4	Fallen Stardust	ITEM_SAND_006	115	['ITEM_EFF_EFFECT_0323', 'ITEM_EFF_EFFECT_0326', '']	[3, 2, '']	['Increase Resonance Area - Star', 'Increase Resonance Area - 3rd Stratum']	A
ITEM_STATUS_ITEM_SAND_006_5	Fallen Stardust	ITEM_SAND_006	140	['ITEM_EFF_EFFECT_0323', 'ITEM_EFF_EFFECT_0326', '']	[3, 3, '']	['Increase Resonance Area - Star', 'Increase Resonance Area - 3rd Stratum']	S
ITEM_STATUS_ITEM_STONE_001_0	Stone Fragments	ITEM_STONE_001	15	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_001_1	Stone Fragments	ITEM_STONE_001	29	['', '', '']	['', '', '']	[]	D
ITEM_STATUS_ITEM_STONE_001_2	Stone Fragments	ITEM_STONE_001	45	['', '', '']	['', '', '']	[]	C
ITEM_STATUS_ITEM_STONE_001_3	Stone Fragments	ITEM_STONE_001	63	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_STONE_001_4	Stone Fragments	ITEM_STONE_001	80	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_STONE_001_5	Stone Fragments	ITEM_STONE_001	100	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_STONE_002_0	Waterside Moss Stone	ITEM_STONE_002	27	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_002_1	Waterside Moss Stone	ITEM_STONE_002	43	['ITEM_EFF_EFFECT_0320', '', '']	[1, '', '']	['Increase Resonance Area - Circle']	D
ITEM_STATUS_ITEM_STONE_002_2	Waterside Moss Stone	ITEM_STONE_002	61	['ITEM_EFF_EFFECT_0320', '', '']	[1, '', '']	['Increase Resonance Area - Circle']	C
ITEM_STATUS_ITEM_STONE_002_3	Waterside Moss Stone	ITEM_STONE_002	81	['ITEM_EFF_EFFECT_0320', '', '']	[2, '', '']	['Increase Resonance Area - Circle']	B
ITEM_STATUS_ITEM_STONE_002_4	Waterside Moss Stone	ITEM_STONE_002	100	['ITEM_EFF_EFFECT_0320', '', '']	[2, '', '']	['Increase Resonance Area - Circle']	A
ITEM_STATUS_ITEM_STONE_002_5	Waterside Moss Stone	ITEM_STONE_002	121	['ITEM_EFF_EFFECT_0320', '', '']	[3, '', '']	['Increase Resonance Area - Circle']	S
ITEM_STATUS_ITEM_STONE_003_0	Ethereal Stone	ITEM_STONE_003	32	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_003_1	Ethereal Stone	ITEM_STONE_003	48	['ITEM_EFF_EFFECT_0322', '', '']	[1, '', '']	['Increase Resonance Area - Square']	D
ITEM_STATUS_ITEM_STONE_003_2	Ethereal Stone	ITEM_STONE_003	66	['ITEM_EFF_EFFECT_0322', '', '']	[1, '', '']	['Increase Resonance Area - Square']	C
ITEM_STATUS_ITEM_STONE_003_3	Ethereal Stone	ITEM_STONE_003	86	['ITEM_EFF_EFFECT_0322', '', '']	[2, '', '']	['Increase Resonance Area - Square']	B
ITEM_STATUS_ITEM_STONE_003_4	Ethereal Stone	ITEM_STONE_003	105	['ITEM_EFF_EFFECT_0322', '', '']	[2, '', '']	['Increase Resonance Area - Square']	A
ITEM_STATUS_ITEM_STONE_003_5	Ethereal Stone	ITEM_STONE_003	126	['ITEM_EFF_EFFECT_0322', '', '']	[3, '', '']	['Increase Resonance Area - Square']	S
ITEM_STATUS_ITEM_STONE_004_0	Ancient Fossil	ITEM_STONE_004	38	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_004_1	Ancient Fossil	ITEM_STONE_004	52	['ITEM_EFF_EFFECT_0302', '', '']	[1, '', '']	['Synthesis: DEF Up']	D
ITEM_STATUS_ITEM_STONE_004_2	Ancient Fossil	ITEM_STONE_004	75	['ITEM_EFF_EFFECT_0302', '', '']	[1, '', '']	['Synthesis: DEF Up']	C
ITEM_STATUS_ITEM_STONE_004_3	Ancient Fossil	ITEM_STONE_004	97	['ITEM_EFF_EFFECT_0302', 'ITEM_EFF_EFFECT_0316', '']	[2, 1, '']	['Synthesis: DEF Up', 'Slot Element Change - Bolt']	B
ITEM_STATUS_ITEM_STONE_004_4	Ancient Fossil	ITEM_STONE_004	112	['ITEM_EFF_EFFECT_0302', 'ITEM_EFF_EFFECT_0316', '']	[2, 1, '']	['Synthesis: DEF Up', 'Slot Element Change - Bolt']	A
ITEM_STATUS_ITEM_STONE_004_5	Ancient Fossil	ITEM_STONE_004	134	['ITEM_EFF_EFFECT_0302', 'ITEM_EFF_EFFECT_0316', '']	[3, 1, '']	['Synthesis: DEF Up', 'Slot Element Change - Bolt']	S
ITEM_STATUS_ITEM_STONE_005_0	Breeze Stone	ITEM_STONE_005	42	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_005_1	Breeze Stone	ITEM_STONE_005	61	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	D
ITEM_STATUS_ITEM_STONE_005_2	Breeze Stone	ITEM_STONE_005	83	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	C
ITEM_STATUS_ITEM_STONE_005_3	Breeze Stone	ITEM_STONE_005	98	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0317', '']	[2, 1, '']	['Element Resonance - Air', 'Slot Element Change - Air']	B
ITEM_STATUS_ITEM_STONE_005_4	Breeze Stone	ITEM_STONE_005	115	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0317', '']	[2, 1, '']	['Element Resonance - Air', 'Slot Element Change - Air']	A
ITEM_STATUS_ITEM_STONE_005_5	Breeze Stone	ITEM_STONE_005	137	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0317', '']	[3, 1, '']	['Element Resonance - Air', 'Slot Element Change - Air']	S
ITEM_STATUS_ITEM_STONE_006_0	Ashen Stone	ITEM_STONE_006	42	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_006_1	Ashen Stone	ITEM_STONE_006	58	['ITEM_EFF_EFFECT_0321', '', '']	[1, '', '']	['Increase Resonance Area - Triangle']	D
ITEM_STATUS_ITEM_STONE_006_2	Ashen Stone	ITEM_STONE_006	76	['ITEM_EFF_EFFECT_0321', '', '']	[1, '', '']	['Increase Resonance Area - Triangle']	C
ITEM_STATUS_ITEM_STONE_006_3	Ashen Stone	ITEM_STONE_006	96	['ITEM_EFF_EFFECT_0321', '', '']	[2, '', '']	['Increase Resonance Area - Triangle']	B
ITEM_STATUS_ITEM_STONE_006_4	Ashen Stone	ITEM_STONE_006	115	['ITEM_EFF_EFFECT_0321', '', '']	[2, '', '']	['Increase Resonance Area - Triangle']	A
ITEM_STATUS_ITEM_STONE_006_5	Ashen Stone	ITEM_STONE_006	136	['ITEM_EFF_EFFECT_0321', '', '']	[3, '', '']	['Increase Resonance Area - Triangle']	S
ITEM_STATUS_ITEM_STONE_007_0	Puzzle Stone	ITEM_STONE_007	43	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_007_1	Puzzle Stone	ITEM_STONE_007	57	['ITEM_EFF_EFFECT_0337', '', '']	[1, '', '']	['Element Resonance - Bolt']	D
ITEM_STATUS_ITEM_STONE_007_2	Puzzle Stone	ITEM_STONE_007	80	['ITEM_EFF_EFFECT_0337', '', '']	[1, '', '']	['Element Resonance - Bolt']	C
ITEM_STATUS_ITEM_STONE_007_3	Puzzle Stone	ITEM_STONE_007	102	['ITEM_EFF_EFFECT_0337', '', '']	[2, '', '']	['Element Resonance - Bolt']	B
ITEM_STATUS_ITEM_STONE_007_4	Puzzle Stone	ITEM_STONE_007	117	['ITEM_EFF_EFFECT_0337', '', '']	[2, '', '']	['Element Resonance - Bolt']	A
ITEM_STATUS_ITEM_STONE_007_5	Puzzle Stone	ITEM_STONE_007	139	['ITEM_EFF_EFFECT_0337', '', '']	[3, '', '']	['Element Resonance - Bolt']	S
ITEM_STATUS_ITEM_STONE_008_0	Mobius Stone	ITEM_STONE_008	45	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_STONE_008_1	Mobius Stone	ITEM_STONE_008	59	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	D
ITEM_STATUS_ITEM_STONE_008_2	Mobius Stone	ITEM_STONE_008	75	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	C
ITEM_STATUS_ITEM_STONE_008_3	Mobius Stone	ITEM_STONE_008	93	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0325', '']	[1, 1, '']	['Resonance Boost', 'Increase Resonance Area - 2nd Stratum']	B
ITEM_STATUS_ITEM_STONE_008_4	Mobius Stone	ITEM_STONE_008	110	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0325', '']	[2, 2, '']	['Resonance Boost', 'Increase Resonance Area - 2nd Stratum']	A
ITEM_STATUS_ITEM_STONE_008_5	Mobius Stone	ITEM_STONE_008	130	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0325', '']	[3, 2, '']	['Resonance Boost', 'Increase Resonance Area - 2nd Stratum']	S
ITEM_STATUS_ITEM_STONE_009_0	Cobalt Stone	ITEM_STONE_009	47	['ITEM_EFF_EFFECT_0343', '', '']	[1, '', '']	['Rebuild Boost - Quality']	E
ITEM_STATUS_ITEM_STONE_009_1	Cobalt Stone	ITEM_STONE_009	63	['ITEM_EFF_EFFECT_0343', '', '']	[1, '', '']	['Rebuild Boost - Quality']	D
ITEM_STATUS_ITEM_STONE_009_2	Cobalt Stone	ITEM_STONE_009	81	['ITEM_EFF_EFFECT_0343', '', '']	[2, '', '']	['Rebuild Boost - Quality']	C
ITEM_STATUS_ITEM_STONE_009_3	Cobalt Stone	ITEM_STONE_009	101	['ITEM_EFF_EFFECT_0343', '', '']	[2, '', '']	['Rebuild Boost - Quality']	B
ITEM_STATUS_ITEM_STONE_009_4	Cobalt Stone	ITEM_STONE_009	120	['ITEM_EFF_EFFECT_0343', '', '']	[3, '', '']	['Rebuild Boost - Quality']	A
ITEM_STATUS_ITEM_STONE_009_5	Cobalt Stone	ITEM_STONE_009	141	['ITEM_EFF_EFFECT_0343', '', '']	[3, '', '']	['Rebuild Boost - Quality']	S
