item_tag	make_num	obtain_skill_point	recipe_category	material_tag	text_eng	fire	ice	bolt	air	materials	effects	reward_prm1	get_scenario_flag	unlock_scenario_flag	residue_cost_fire	residue_cost_ice	residue_cost_thunder	residue_cost_air	reward
ITEM_HEAL_010	1	180	MIX_RECIPE_CATEGORY_HEAL	['ITEM_ELIXIL_006', 'ITEM_GEMSTONE_011', 'ITEM_CATEGORY_ELIXIL', '']	Stone of Rebirth	False	True	False	False	['Dunkelheit', 'Ametrite', '(Elixirs)']	"[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0106', 'effect_name': ""Sanctuary's Protection""}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0107', 'effect_name': 'Last Stand'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0108', 'effect_name': 'Cycle of Life'}]"	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 6, 6, 7, 7, 7, 8, 9, 10, 10]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 7, 6, 8, 10, 7, 9, 11, 13, 15]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_BUFF_001	1	45	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_GEMSTONE_003', 'ITEM_ELIXIL_001', 'ITEM_CATEGORY_INSECT', '']	Enhancer Flute	False	False	True	False	['Wald Pearl', 'Refreshing Sap', '(Bugs)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0021', 'effect_name': 'ATK Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0087', 'effect_name': 'Extend Positive Effect Duration'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0007', 'effect_name': 'Stun Recovery'}]	['', 15, 1, 2, 1, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[4, 6, 8, 0, 12, 14, 5, 7, 9, 12]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_BUFF_002	1	75	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_SAND_003', 'ITEM_STONE_006', 'ITEM_CATEGORY_MYSTIC', '']	Eternal Astral Clock	False	True	False	False	['Emerald Glass', 'Ashen Stone', '(Magical)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0023', 'effect_name': 'SPD Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0096', 'effect_name': 'Reduce Cooldown'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0087', 'effect_name': 'Extend Positive Effect Duration'}]	['', 15, 1, 2, 1, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 4, 6, 8, 5, 7]	[3, 4, 5, 6, 7, 4, 5, 6, 5, 5]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_BUFF_003	1	105	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_FUEL_004', 'ITEM_LIQUID_007', 'ITEM_CATEGORY_MYSTIC', '']	Vitality Overdrive	True	False	False	False	['Overblown Battery', 'Aqua Soda', '(Magical)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0110', 'effect_name': 'Full Throttle'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0111', 'effect_name': 'Refreshed Vigor'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0024', 'effect_name': 'Max HP Up'}]	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 10, 13, 10, 13, 16, 11, 14, 17, 22]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_BUFF_004	1	135	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_INSECT_008', 'ITEM_THREAD_004', 'ITEM_CATEGORY_THREAD', '']	Longevity Band	False	False	False	True	['Ladybug Queen', 'Chrome Wire', '(Threads)']	"[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0113', 'effect_name': 'Warding Pearl'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0114', 'effect_name': 'Flowing Spirit'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0115', 'effect_name': ""Jewel's Protection""}]"	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_BUFF_005	1	165	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_MUSHROOM_010', 'ITEM_WOOD_007', 'ITEM_CATEGORY_JEWEL', '']	Merkmal Banner	True	False	False	False	['Golden Crown', 'Prettimber', '(Jewels)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0116', 'effect_name': 'Parallel World'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0117', 'effect_name': 'Protection'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0118', 'effect_name': 'Annihilation'}]	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[7, 9, 8, 10, 12, 9, 11, 13, 15, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 6, 6, 7, 7, 7, 8, 9, 10, 10]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_DEBUFF_001	1	45	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_FLOWER_006', 'ITEM_POISON_002', 'ITEM_CATEGORY_FISH', '']	Sadness Shuttle	False	False	False	True	['Blessing of Delusion', 'Resentful Scream', '(Marine)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0038', 'effect_name': 'DEF Down'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0048', 'effect_name': 'Negative Effect Resistance Down'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0039', 'effect_name': 'SPD Down'}]	['', 15, 1, 2, 1, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[4, 6, 8, 0, 12, 14, 5, 7, 9, 12]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_DEBUFF_002	1	75	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_LIQUID_005', 'ITEM_MUSHROOM_005', 'ITEM_CATEGORY_POISON', '']	Never Open	True	False	False	False	['Black Water', 'Danger Mushroom', '(Poisons)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0008', 'effect_name': 'Inflict Poison'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0009', 'effect_name': 'Inflict Sleep'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0037', 'effect_name': 'ATK Down'}]	['', 15, 1, 2, 1, 1, 3, 1, 5, 30]	-1	-1	[4, 6, 8, 10, 12, 7, 9, 11, 8, 13]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_DEBUFF_003	1	105	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_LIQUID_007', 'ITEM_STONE_009', 'ITEM_CATEGORY_MYSTIC', '']	Enfer Cube	True	False	False	False	['Aqua Soda', 'Cobalt Stone', '(Magical)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0041', 'effect_name': 'All Stats Down'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0048', 'effect_name': 'Negative Effect Resistance Down'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0046', 'effect_name': 'Critical Rate Down'}]	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_DEBUFF_004	1	135	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_STONE_008', 'ITEM_MUSHROOM_007', 'ITEM_CATEGORY_POISON', '']	Disdimension	False	False	True	False	['Mobius Stone', 'Sabersol', '(Poisons)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0120', 'effect_name': 'Blood-Soaked Hex'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0121', 'effect_name': 'Permanent Handwriting'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0122', 'effect_name': 'Verses of Enmity'}]	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_DEBUFF_005	1	165	MIX_RECIPE_CATEGORY_ASSIST	['ITEM_POISON_006', 'ITEM_FOODSTUFF_012', 'ITEM_CATEGORY_POISON', '']	Death Gratia	False	True	False	False	['Orb of Lesser Force', 'Elder Garlic', '(Poisons)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0125', 'effect_name': 'Dark Prison'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0124', 'effect_name': 'Evening Visitor'}, {'max_lv': 3, 'effect_tag': 'ITEM_EFF_EFFECT_0123', 'effect_name': 'Negative Miasma'}]	['', 15, 1, 2, 2, 1, 3, 1, 5, 30]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 8, 9, 11, 13, 10, 12, 14, 16, 21]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Base Resonance Count', 'Quality Up']
ITEM_MIX_001	3	36	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_ORE_003', 'ITEM_CATEGORY_ORE', '', '']	Ingot	False	False	True	False	['Amatite Ore', '(Ore)']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0301', 'effect_name': 'Synthesis: ATK Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0303', 'effect_name': 'Synthesis: SPD Up'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	50	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_002	3	36	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_THREAD_001', 'ITEM_CATEGORY_PLANT', '', '']	Cloth	False	False	True	False	['Cotton Grass', '(Plants)']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0302', 'effect_name': 'Synthesis: DEF Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0304', 'effect_name': 'Synthesis: HP Up'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	50	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_003	3	30	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_BEEHIVE_001', 'ITEM_FOODSTUFF_005', '', '']	Honey	False	False	True	False	['Forest Beehive', 'Honeyed Malum']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0324', 'effect_name': 'Increase Resonance Area - 1st Stratum'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_004	3	27	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_LIQUID_002', 'ITEM_PUNIPUNI_001', '', '']	Distilled Water	False	True	False	False	['Subterranean Water', 'Blue Puniball']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0336', 'effect_name': 'Element Resonance - Ice'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_005	3	24	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_PLANT_002', 'ITEM_CATEGORY_FOODSTUFF', '', '']	Flour	False	False	True	False	['Golden Wheat', '(Edibles)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0337', 'effect_name': 'Element Resonance - Bolt'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_006	3	30	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_FLOWER_001', 'ITEM_CATEGORY_LIQUID', '', '']	Red Neutralizer	True	False	False	False	['Health Flower', '(Water)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0308', 'effect_name': 'Synthesis: Fire Bonus'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0335', 'effect_name': 'Element Resonance - Fire'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	50	-1	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_007	3	30	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_FLOWER_002', 'ITEM_CATEGORY_LIQUID', '', '']	Blue Neutralizer	False	True	False	False	['Northern Wind Flower', '(Water)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0309', 'effect_name': 'Synthesis: Ice Bonus'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0336', 'effect_name': 'Element Resonance - Ice'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	50	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_008	3	30	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_FLOWER_003', 'ITEM_CATEGORY_LIQUID', '', '']	Yellow Neutralizer	False	False	True	False	['Sunny Honey Flower', '(Water)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0310', 'effect_name': 'Synthesis: Bolt Bonus'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0337', 'effect_name': 'Element Resonance - Bolt'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	50	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_009	3	30	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_MEDICAL_001', 'ITEM_CATEGORY_LIQUID', '', '']	Green Neutralizer	False	False	False	True	['Taun', '(Water)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0311', 'effect_name': 'Synthesis: Air Bonus'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0338', 'effect_name': 'Element Resonance - Air'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	50	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 8, 11, 14, 17, 20, 8, 11, 14, 19]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_010	3	39	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_LIQUID_003', 'ITEM_GEMSTONE_001', '', '']	Felsensalz	False	True	False	False	['Saline Water', 'Crystal Shards']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0320', 'effect_name': 'Increase Resonance Area - Circle'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0324', 'effect_name': 'Increase Resonance Area - 1st Stratum'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 4, 6, 8, 10, 12, 3, 6, 7, 9]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_011	3	36	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_THREAD_002', 'ITEM_MUSHROOM_001', '', '']	Spun Thread	True	False	False	False	['Restraint Silk', 'Mushedroom']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0321', 'effect_name': 'Increase Resonance Area - Triangle'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0324', 'effect_name': 'Increase Resonance Area - 1st Stratum'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_012	3	39	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_MEDICAL_002', 'ITEM_ANIMAL_004', '', '']	Essence Powder	False	False	False	True	['Medicinal Moss', 'Salamander Tears']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0322', 'effect_name': 'Increase Resonance Area - Square'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0324', 'effect_name': 'Increase Resonance Area - 1st Stratum'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[4, 6, 8, 0, 12, 14, 5, 7, 9, 12]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_013	3	48	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_GEMSTONE_004', 'ITEM_FLOWER_010', 'ITEM_INSECT_003', '']	Prosperous Spellbook	False	True	False	False	['Dryad Jade', 'Verdant Moonflower', 'Spirit Isopod']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0327', 'effect_name': 'Core Boost - Quality'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0328', 'effect_name': 'Core Boost - HP'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 4, 6, 8, 10, 12, 3, 6, 7, 9]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 6, 8, 0, 12, 14, 5, 7, 9, 12]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_014	3	45	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_ANIMAL_001', 'ITEM_ANIMAL_015', 'ITEM_ANIMAL_007', '']	Primal Remains	True	False	False	False	"['Large Bone', 'Panther Claws', ""Hunter's Eye""]"	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0223', 'effect_name': 'Boost: ATK UP'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0228', 'effect_name': 'Boost: Critical Rate Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0229', 'effect_name': 'Boost: Critical Damage Up'}]	['', 15, 2, 2, 1, 2, 3, 1, 1, 3]	-1	-1	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_015	3	48	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_WOOD_003', 'ITEM_PLANT_004', 'ITEM_FOODSTUFF_003', '']	Lucky Leaf Bell	False	False	False	True	['Forest Feeling', 'Whatchamacallit', 'Moonlit Berry']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0323', 'effect_name': 'Increase Resonance Area - Star'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0338', 'effect_name': 'Element Resonance - Air'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 8, 11, 14, 17, 20, 8, 11, 14, 19]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
