monster_id	text_eng	desc_eng	text_jpn	desc_jpn	text_chs	desc_chs	text_cht	desc_cht	text_deu	desc_deu	text_fra	desc_fra	text_kor	desc_kor	text_rus	desc_rus	text_spa	desc_spa	img_no	race	break_symbol	break_weak_phys	fire	ice	bolt	air	star_hp	star_atk	star_def	star_spd	status_resist	disp_flag	rate	drop	rare_rate	rare_drop	trait	trait_rate	piece	piece_rate	table_id	drop_tag	rare_drop_tag	trait_id
MONSTER_ROCKBEAST_01	Skirmisher	A monster that makes its home in forests. Their green scales blend in with the trees, allowing them to easily vanish from sight. They are adept at lying in wait for prey, perfectly camouflaged until they strike.	スカーミッシャー	森の中を中心に活動する魔物。木々に紛れて目立たない緑色の外皮を持ち、じっと動かず獲物を待ち構えて襲撃するのを得意とする	丛林盗龙	主要活动在森林内部的魔物。有着与树林相融，毫不起眼的绿色外皮，擅长一动不动地等待猎物再发动袭击。	叢林盜龍	以森林內部為主要活動範圍的魔物。有著與樹林相融、毫不起眼的綠色外皮，擅長聞風不動地等待獵物再發動襲擊。	Derwisch	Ein Monster, das in Wäldern sein Zuhause hat. Seine grünen Schuppen verschmelzen mit den Bäumen und ermöglichen es ihm, leicht aus dem Blickfeld zu verschwinden. Es ist geschickt darin, perfekt getarnt seiner Beute aufzulauern und dann plötzlich zuzuschlagen.	Tirailleur	Un monstre qui vit dans les forêts. Ses écailles vertes se fondent avec les arbres et lui permettent de disparaître. Il guette ses proies, parfaitement camouflé, avant d'attaquer.	스카미셔	숲속을 중심으로 활동하는 몬스터. 나무에 섞여도 눈에 띄지 않는 녹색 외피를 지녔으며, 가만히 움직이지 않고 사냥감을 기다렸다 습격하는 것이 특징이다	Крушилозавр	Эти чудовища обитают в лесах. Легко сливаются с листвой благодаря своей зеленой чешуе. Перед тем как напасть на добычу, могут часами выжидать в засаде.	Escaramusgo	Un monstruo que vive en los bosques. Sus escamas verdes se mimetizan con el entorno y le permiten desaparecer fácilmente. Es experto en acechar a sus víctimas, camuflado hasta que decide que es momento de atacar.	65	Rock Raptor	5	False	RESIST	WEAK			2	2	1	2	[0, 0, 0, 50, 0, 0, 0, 0, 50, 0]	1	30	Rock Raptor Scales	100	Amatite Ore	Rock Raptor Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_011	ITEM_ORE_003	ITEM_TRAIT_TRAIT_059
MONSTER_ROCKBEAST_02	Glacial Reaper	This monster's body temperature is so cold that being in close proximity to it is enough to bring on a chill. Their scales are perpetually covered in frost. They are constantly on the move, but whether or not that is to keep themselves from freezing on the spot is unknown.	グレイシャルリーパー	近くにいるだけで強烈な冷気を感じるほど、体温が低い魔物。体温が下がり過ぎないためかどうかは謎だが割とうろついていることが多い	冰河死神	体温极低的魔物。光是待在其附近就会感受到刺骨的寒气。不知是否是为了防止体温过低，经常漫无目的地四处游荡。	冰河死神	體溫極低的魔物。光是待在其附近就會感受到刺骨的寒氣。不知是否是為了防止體溫過低，經常漫無目的地四處遊蕩。	Gletschermetzler	Die Körpertemperatur dieses Monsters ist so kalt, dass schon die Nähe zu ihm ausreicht, um zu frösteln. Seine Schuppen sind ständig mit Frost bedeckt. Es ist ständig in Bewegung, aber ob es das tut, um nicht an Ort und Stelle zu erfrieren, ist unklar.	Faucheur glacial	La température corporelle de ce monstre est si basse qu'il suffit de s'en approcher pour commencer à grelotter. Ses écailles sont recouvertes de givre en permanence. Il est constamment en mouvement, mais on ne sait pas si c'est pour éviter de geler sur place.	글레이셜 리퍼	가까이 있는 것만으로도 강렬한 냉기가 느껴질 정도로 체온이 낮은 몬스터. 체온을 너무 떨어트리지 않게 하기 위해서인지는 모르겠으나, 비교적 서성거리는 경우가 많다	Ледораптор	У этого чудовища настолько низкая температура тела, что рядом с ним начинаешь трястись от холода. Чешуя вечно покрыта инеем. Постоянно двигается — возможно, чтобы согреться, кто знает.	Glaciocida	La temperatura corporal de este monstruo es tan baja que acercarse a uno provoca escalofríos. Sus escamas están cubiertas de escarcha y, como se mueve sin parar, se conjetura si lo hace para no congelarse.	66	Rock Raptor	5	False	WEAK	RESIST			2	3	2	2	[0, 0, 0, 0, 50, 0, 0, 0, 50, 0]	1	30	Rock Raptor Scales	100	Mordenite	Rock Raptor Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_011	ITEM_ORE_004	ITEM_TRAIT_TRAIT_059
MONSTER_ROCKBEAST_03	Lava Breaker	A monster with an incredibly high body temperature. Their boulder-like scales are always red-hot and can cause severe burns when touched. They also seem to have a strong sense of camaraderie, choosing to call their fellows when they spot prey instead of hunting solo.	ラヴァブレイカー	恐ろしく体温が高く、岩のような外皮は常に熱で真っ赤になっているため触れれば大やけどでは済まされない。仲間意識が高いのか、獲物を見つけると仲間に呼びかけてから追う習性を持つ	熔岩破坏者	体温高得惊人的魔物。宛如岩石的外皮总是因高温而显得通红，不小心触碰到可不是重度烧伤就能了事。或许是因为团体意识强烈，具有发现猎物后会呼叫伙伴再追上去的习性。	熔岩破壞者	體溫高得可怕的魔物。宛如岩石的外皮總是因高溫而顯得紅通通的，觸碰到的話可不是嚴重的燙傷就能了事。或許是因為團體意識強烈，具有發現獵物後會呼叫夥伴再追上去的習性。	Lavabrecher	Ein Monster mit einer unglaublich hohen Körpertemperatur. Seine blockartigen Schuppen glühen ständig und können bei Berührung schwere Verbrennungen verursachen. Es verfügt auch über einen ausgeprägten Sinn für Kameradschaft und ruft lieber seine Artgenossen, wenn es Beute sieht, als allein zu jagen.	Briseur de lave	Un monstre à la température corporelle élevée. Ses écailles rocheuses sont toujours rouges et peuvent causer de graves brûlures. Il semble avoir un fort sens de la camaraderie et préfère appeler ses semblables lorsqu'il aperçoit une proie plutôt que de chasser seul.	라바 브레이커	체온이 매우 높고, 바위 같은 외피는 늘 열 때문에 새빨간 탓에 만지면 화상으로는 끝나지 않는다. 동료 의식이 높은 것인지, 사냥감을 발견하면 동료를 불러 쫓는 습성이 있다	Лавараптор	Чудовище с невероятно высокой температурой тела. Его каменная чешуя раскалена докрасна и при прикосновении может вызвать серьезные ожоги. Заметив добычу, оно не нападает на нее в одиночку, а зовет сородичей.	Magmarruptor	Un monstruo con una temperatura corporal increíblemente alta. Sus escamas, duras como una roca, siempre están al rojo vivo y causan graves quemaduras al tocarlas. Prefiere llamar a sus compañeros cuando detecta a una presa en lugar de cazarla sin ayuda.	67	Rock Raptor	5	False	RESIST	WEAK			2	3	2	3	[0, 0, 0, 50, 0, 0, 0, 0, 50, 0]	1	30	Rock Raptor Scales	100	Damascal Stone	Rock Raptor Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_011	ITEM_ORE_006	ITEM_TRAIT_TRAIT_059
MONSTER_ROCKBEAST_04	Boulder Smasher	This monster has the hardest hide among members of its species. When in a pack, these easy-going monsters like to snuggle up and sleep nestled together. Anyone foolish enough to intrude on their rest will soon be racing away from a group of very awake and very annoyed creatures.	ボルダースマッシャー	種族の中で、最も硬い外皮を持つ種類。群れでいる時は仲間たちと寄り添って眠るのを好む、のんびり屋な性格。その時間を邪魔するものが近寄ると、すぐに目を覚まし、群れで追いかけてくる	巨石粉碎者	在该种族里属于外皮最坚硬的种类。集体行动时喜欢和伙伴们互相依偎而眠，个性悠哉。假如有人靠过去妨碍这段悠闲的时光，它们就会立刻醒来并集体追赶对方。	巨石粉碎者	在該種族中外皮最為堅硬的種類。集體行動時喜歡和夥伴們互相依偎而眠，個性悠哉。假如有人靠過去妨礙這段悠閒的時光，牠們就會立刻醒來並集體追趕對方。	Felsbrockenbrecher	Dieses Monster hat das härteste Panzerkleid unter seinen Artgenossen. Im Rudel kuscheln sich diese unbekümmerten Monster gerne aneinander und schlafen dicht beisammen. Wer töricht genug ist, ihre Ruhe zu stören, wird bald von einer Gruppe sehr wacher und sehr verärgerter Kreaturen davongejagt.	Briseur de rochers	Ce monstre possède la peau la plus dure parmi les membres de son espèce. En meute, ces créatures faciles à vivre aiment se blottir les unes contre les autres et dormir ensemble. Quiconque serait assez stupide pour déranger leur sommeil se verra pourchassé par un groupe de créatures très réveillées et très énervées.	볼더 스매셔	종족 중 가장 단단한 외피를 가진 종.무리 지어 있을 때는 동료들과 달라붙어 자는 것을 좋아하는 느긋한 성격. 그 시간을 방해하는 것이 다가오면 바로 눈을 떠 무리 지어 쫓아온다	Валунобойщик	Обладатель самой прочной шкуры среди представителей своего вида. В стае эти добродушные существа любят спать, тесно прижавшись друг к другу. Но если кто-то посмеет помешать их отдыху, то тут же поплатится за свою глупость.	Petructor	Dentro de su especie, la piel de este monstruo es la más dura. Son despreocupados y les gusta acurrucarse para dormir cuando están en manada. Cualquier incauto que se atreva a interrumpir el sueño de estas bestias se verá huyendo de un grupo demasiado despierto y enfadado.	68	Rock Raptor	5	False	RESIST	WEAK			3	3	2	3	[0, 0, 0, 50, 0, 0, 0, 0, 50, 0]	1	30	Rock Raptor Scales	100	Damascal Stone	Rock Raptor Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_011	ITEM_ORE_006	ITEM_TRAIT_TRAIT_059
MONSTER_ROCKBEAST_05	Obsidian Claw	These aggressive monsters have talons and tails that can slice through boulders. While they are often seen leading packs (and are therefore considered to be the highest-ranking subspecies), they prefer to act alone.	オブシディアンクロウ	岩すら切り裂く鋭い爪と尻尾を持つ、攻撃的な性格の魔物。群れを率いて行動している姿が目撃されるためか、種族の長として見られているが、実際は単独行動を好むらしい	黑曜岩利爪	攻击性极强的魔物，其利爪与尾巴连岩石都能撕裂。或许是因为曾被人目击到率领族群行动，而被视为该种族的首领。实际上似乎喜欢单独行动。	黑曜岩利爪	攻擊性強烈的魔物。其利爪與尾巴連岩石都能撕裂。或許是因為其被人目擊到會率領族群行動，而被視為該種族的首領。實際上似乎喜歡單獨行動。	Obsidiankralle	Diese aggressiven Monster haben Klauen und Schwänze, mit denen sie Felsen durchtrennen können. Obwohl sie oft als Rudelführer gesehen werden (und daher als die ranghöchste Untergattung gelten), agieren sie lieber allein.	Griffe d'obsidienne	Ces monstres agressifs possèdent des serres et une queue qui peuvent trancher la roche. Même si on les voit souvent mener des hordes (c'est pour cela qu'ils sont considérés comme la sous-espèce de plus haut rang), ils préfèrent agir seuls.	옵시디언 클로	바위조차 가르는 날카로운 발톱과 꼬리를 가진 공격적인 몬스터. 무리를 이끌고 행동하고 있는 모습으로 인해 종족의 우두머리로 여겨지지만, 실제로는 단독 행동을 좋아하는 것 같다	Обсидианодон	Эти агрессивные чудовища своими когтями и хвостами способны разрезать огромные валуны. Часто бывают вожаками стаи (и поэтому считаются подвидом самого высокого ранга), но предпочитают действовать в одиночку.	Obsigarra	Estos monstruos agresivos tienen garras y colas que pueden cortar hasta las rocas. Aunque suelen liderar sus manadas (y, por ello, se les considera la subespecie de mayor rango), prefieren actuar en solitario.	69	Rock Raptor	5	False	RESIST	WEAK			3	4	2	4	[0, 0, 0, 50, 0, 0, 0, 0, 50, 0]	1	30	Rock Raptor Scales	100	Damascal Stone	Rock Raptor Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_011	ITEM_ORE_006	ITEM_TRAIT_TRAIT_059
MONSTER_ROCKBEAST_06	Predator	A glutton that devours all manner of things, other monsters being no exception. It is a common sight to even see it turning on its friends. Escaping from it is extremely difficult once it catches sight of you, so exercise the utmost caution.	プレデター	悪食であらゆる物を食べ尽くしてしまう。もちろん、魔物も例外ではなく、仲間割れする姿を見るほど。一度目に入ったら最後、逃げ切るのは難しいため、慎重に行動する必要がある	掠食者	无所不吃，会将一切吞噬殆尽。吞噬的目标当然也包含魔物，有时甚至能看到它们同类相残。一旦进入其视野便很难逃掉，因此需要慎重行事。	掠食者	無所不吃，會將一切吞噬殆盡。吞噬的目標當然也包含魔物，有時甚至能看見牠們同類相殘。一旦進入其視野便很難逃掉，因此需要慎重行事。	Raubwesen	Ein Vielfraß, der alles Mögliche verschlingt, auch andere Monster. Häufig sieht man, wie er sich sogar gegen seine Freunde wendet. Es ist äußerst schwierig, ihm zu entkommen, wenn er dich erst einmal entdeckt hat, also sei äußerst vorsichtig.	Prédateur	Un glouton qui dévore tout sur son passage, y compris les autres monstres. On le voit même souvent s'en prendre à ses congénères. Une fois qu'il vous a repéré, lui échapper est très difficile. Alors faites preuve de la plus grande prudence.	프레데터	온갖 것을 먹어치우는 악식.물론, 몬스터도 예외가 아니어서 분열이 일어나는 모습을 볼 정도이다.한 번 눈에 띄면 끝, 도망치는 것은 어렵기 때문에 신중하게 행동해야 한다	Хищник	Это ненасытное чудовище пожирает все на своем пути, в том числе других чудовищ. Нередко оно нападает и на собратьев. Если оно вас заметит, сбежать от него будет очень сложно, так что будьте крайне осторожны.	Depredador	Bestia insaciable que devora toda clase de cosas, incluso otros monstruos. Es muy habitual que se vuelva contra sus aliados. En cuanto entras en su campo de visión, es casi imposible huir de ella, por lo que se aconseja extremar las precauciones.	70	Rock Raptor	30	False	RESIST	WEAK			4	5	2	4	[0, 0, 0, 50, 0, 0, 0, 0, 50, 0]	1	30	Bejeweled Rock Raptor Scale	100	Pentanite	Block Burns	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_MAT_243	ITEM_ORE_005	ITEM_TRAIT_TRAIT_069
MONSTER_JELLYFISH_00	Blue Tentacle	A monster that gently hovers in midair. While they do not seem to possess much in the way of consciousness, they will chase after any living creature that invades what they consider to be their personal space.	ブルーテンタクル	空中をふわふわと漂う魔物。一定の距離まで近づくと追いかけてくる。しかしこの魔物には自我がないらしく、自分の一定距離に入った生物に反応して行動しているだけらしい	幽蓝触手	在空中飘荡的魔物，靠近到一定的距离就会追过来。不过这种魔物似乎没有自我意识，只会对离自身一定距离内的生物产生反应并采取行动。	幽藍觸手	在空中飄蕩的魔物。靠近到一定的距離就會追過來。不過這種魔物似乎沒有自我意識，只會對離自身一定距離內的生物產生反應並採取行動。	Blauer Tentakel	Ein Monster, das sanft in der Luft schwebt. Obwohl es kein Bewusstsein zu haben scheint, jagt es jedem Lebewesen hinterher, das in seinen persönlichen Bereich eindringt.	Tentacule bleu	Un monstre qui flotte doucement dans l'air. Bien que cette créature ne semble pas avoir de conscience, elle pourchassera quiconque envahira ce qu'elle considère comme son espace personnel.	블루 텐타클	공중을 둥실둥실 떠다니는 몬스터. 일정 거리까지 다가가면 쫓아온다. 그러나 이 몬스터에게는 자아가 없는 듯, 자신의 일정 거리에 들어온 생물에 반응해 행동하고 있을 뿐인 듯하다	Голубая медуза	Чудовище, мягко парящее в воздухе. Кажется не слишком разумным, но будет преследовать любое живое существо, которое, по его мнению, нарушило его личное пространство.	Tentaceleste	Un monstruo que flota suavemente en el aire. Aunque no parecen animales conscientes, persiguen a cualquier ser vivo que invada su espacio vital.	71	Jellyfish	5	True		WEAK	RESIST		3	2	2	1	[100, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Jelly Cube	100	Alluring Dew	Jellyfish Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_012	ITEM_MEDICAL_005	ITEM_TRAIT_TRAIT_060
MONSTER_JELLYFISH_01	Soaring Vine	This monster is as slow as other members of its species and quite easy to run from. However, they have evolved a blue color that makes them hard to spot in the sky, so there are several accounts of adventurers accidentally walking into them.	スカイウィード	基本的に他の同族同様に移動も遅いため、容易に逃げられる。ただし、空の色と同化して視認し難いため、気づいたら目の前にいたり、歩いていたらぶつかったという事例がある	青空野草	基本上和其他同族一样，行动缓慢的魔物。虽然能轻易逃离其追捕，但由于其会与天空的颜色同化而难以用肉眼来辨认，因此曾发生过回过神时它已近在眼前，或是走着走着就撞到它的案例。	青空野草	基本上和其他同族一樣，行動緩慢的魔物。雖然能輕易逃離其追捕，但由於其會與天空的顏色同化而難以用肉眼來辨認，因此曾發生過回過神時牠已近在眼前，或是走著走著就撞到牠的案例。	Rasante Rebe	Dieses Monster ist genauso langsam wie andere Mitglieder seiner Gattung und es ist recht einfach, vor ihm zu fliehen. Allerdings hat es eine blaue Farbe entwickelt, die es schwer macht, es am Himmel zu erkennen, weshalb es mehrere Berichte über Abenteurer gibt, die versehentlich auf eines gestoßen sind.	Liane volante	Ce monstre est aussi lent que les autres membres de son espèce et plutôt simple à fuir. Cependant, l'évolution lui a accordé une couleur bleue qui le rend difficile à repérer dans le ciel. De nombreux aventuriers ont croisé accidentellement son chemin.	스카이 위드	기본적으로 같은 종족과 마찬가지로 움직임이 느려 쉽게 도망칠 수 있다. 단, 하늘색과 동화되어 확인이 어렵기 때문에 깨달았을 때는 이미 눈앞에 있거나, 걷다가 부딪쳤다는 사례가 있다	Травяная медуза	От этого медленного чудовища легко убежать. Однако благодаря голубому окрасу его довольно трудно заметить в воздухе, поэтому известно, что некоторые искатели приключений случайно на него натыкались.	Hiedron	Es fácil huir de este monstruo tan lento como otros miembros de su especie; sin embargo, ha desarrollado un color azul que lo hace difícil de percibir en el cielo, por lo que varios aventureros cuentan haberse topado con uno accidentalmente.	72	Jellyfish	5	True		WEAK	RESIST		3	2	2	2	[100, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Jelly Cube	100	Alluring Dew	Jellyfish Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_012	ITEM_MEDICAL_005	ITEM_TRAIT_TRAIT_060
MONSTER_JELLYFISH_02	Violet Lotus	A purple monster that resembles a flower. In fact, there are many accounts of them being approached because of that resemblance from afar. People are rarely afraid of them, even while being chased, due to their pleasant appearance.	バイオレットロータス	紫色の花を思わせる見た目をしている。遠くからだと特にそう見えるらしく、間違えて近寄る事例が多い。見た目がいいせいか、追いかけられてもあまり悪い気はしないらしい	深紫莲花	外表令人联想到紫色花朵的魔物。似乎因为从远处看去特别像花，经常有人会因误会而靠近它。或许是因为外表很好看，即使被它追赶也不太觉得讨厌。	深紫蓮花	外表令人聯想到紫色花朵的魔物。似乎因為從遠處看去特別像花，經常有人會因誤會而靠近牠。或許是因為外表很好看，即使被牠追趕也沒什麼討厭的感覺。	Veilchenlotus	Ein violettes Monster, das einer Blume ähnelt. Es gibt sogar viele Berichte darüber, dass man sich ihnen gerne nähert, da sie von weitem so aussehen. Aufgrund ihres angenehmen Aussehens haben die Menschen selten Angst vor ihnen, selbst wenn sie von ihnen gejagt werden.	Lotus violet	Un monstre violet qui ressemble à une fleur. Beaucoup de ces créatures sont approchées à cause de cette ressemblance. Les gens n'ont pas peur d'elles, même lorsqu'elles les poursuivent, car leur apparence est agréable.	바이올렛 로터스	보라색 꽃을 연상시키는 모습을 하고 있다. 멀리서 보면 특히 그렇게 보이는 듯, 실수로 다가가는 사례가 많다. 모습이 좋아서 그런지, 쫓겨도 별로 나쁜 생각은 들지 않는 듯하다	Пурпурная медуза	Фиолетовое существо, к которому часто приближаются, по ошибке приняв за цветок. Из-за милого вида люди обычно его не боятся, даже если чудовище за ними погонится.	Purpureon	Un monstruo morado que parece una flor. De hecho, hay muchos relatos de personas que se han acercado por haberlo confundido de lejos. Debido a su agradable apariencia, la gente rara vez les teme, incluso cuando uno les persigue.	73	Jellyfish	5	True		WEAK	RESIST		4	3	2	2	[100, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Jelly Cube	100	Alluring Dew	Jellyfish Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_012	ITEM_MEDICAL_005	ITEM_TRAIT_TRAIT_060
MONSTER_JELLYFISH_03	Ogre Face	This monster's bright red color and horns often make people think of red ogres, hence its name. While not as overwhelmingly powerful as its namesake, the sight of one descending from the sky is rather frightening.	オーガフェイス	全身が真っ赤で、尚且つ角を持つ見た目が赤鬼を想像させるためこの名がつけられた。恐ろしく強いというわけではないが、上空から降りてくる様は恐怖を煽る	赤鬼之颜	全身鲜红还长着尖角的魔物。因其外观令人联想到红鬼而得名。虽然不具备强大到可怕的实力，从天而降的模样却会引起人们的恐惧。	赤鬼之顏	全身鮮紅還長著尖角的魔物。由於外觀令人聯想到紅鬼而得名。雖然不具備強大到可怕的實力，從天而降的模樣卻會引起人們的恐懼。	Ogergesicht	Die leuchtend rote Farbe und die Hörner dieses Monsters lassen die Menschen oft an rote Oger denken, daher sein Name. Obwohl es nicht so überwältigend mächtig ist wie sein Namensvetter, ist der Anblick eines solchen Monsters, das vom Himmel herabsteigt, ziemlich beängstigend.	Tête ogresque	La couleur rouge vif de ce monstre et ses cornes font penser aux ogres rouges, d'où son nom. Bien qu'il ne soit pas aussi puissant que son homonyme, en voir un descendre du ciel est plutôt effrayant.	오거 페이스	온몸이 새빨갛고 뿔을 가진 외형이 붉은 귀신을 상상하게 만들기 때문에 이런 이름이 붙여졌다. 매우 강하지는 않지만, 하늘에서 내려오는 모습은 공포를 유발시킨다	Алая медуза	Благодаря алому окрасу и рогам это чудовище похоже на красного огра. Хотя оно и не такое сильное, как огр, но, спускаясь с неба, выглядит довольно устрашающе.	Gorgon	El color rojo de este monstruo y sus cuernos hacen que la gente lo asocie con un gran ogro. A pesar de que no tiene tanta fuerza como este monstruo semejante, ver a uno descendiendo del cielo es una visión aterradora.	74	Jellyfish	5	True		WEAK	RESIST		4	3	3	2	[100, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Jelly Cube	100	Alluring Dew	Jellyfish Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_012	ITEM_MEDICAL_005	ITEM_TRAIT_TRAIT_060
MONSTER_JELLYFISH_04	Mud Cluster	This variety is the most ferocious of its species. Once it has spotted prey, it swoops down from above to attack it. Compared to the others, these jellyfish are considerably more assertive hunters.	マッドクラスター	同族の中で最も凶暴な種類。狙いを付けた獲物に対して、上空から飛び掛かるように降って襲い掛かる。他のくらげに比べると積極的に獲物を攻撃する様子がうかがえる	疯狂聚合体	在同族中最凶暴的魔物。一旦锁定目标，便会如饿虎扑羊般，自空中向猎物俯冲。从其身上能观察到比其他水母更为积极地攻击猎物的模样。	瘋狂聚合體	在同族中最凶暴的魔物。一旦鎖定目標，便會如餓虎撲羊般，自空中向獵物俯衝。從其身上能觀察到比其他水母更為積極地攻擊獵物的模樣。	Schlammgruppe	Diese Art ist die grausamste ihrer Gattung. Sobald es seine Beute erspäht hat, stürzt es sich von oben herab, um sie anzugreifen. Im Vergleich zu den anderen Quallen sind diese Quallen wesentlich durchsetzungsfähigere Jäger.	Tas de boue	Cette variété est la plus féroce de son espèce. Quand elle aperçoit une proie, elle plonge depuis les airs pour l'attaquer. Comparée aux autres, cette méduse est une chasseuse habile.	매드 클러스터	같은 종족 중에서 가장 흉포한 종. 사냥감을 노리고 하늘에서 덤벼들듯이 내려와 습격한다. 다른 해파리에 비해 적극적으로 사냥감을 공격하는 모습을 볼 수 있다	Иловая медуза	Самый свирепый представитель своего вида. Заметив добычу, пикирует сверху, чтобы атаковать ее. По сравнению с другими медузами, эти куда более напористые охотники.	Fangopus	Esta variedad es la más feroz de su especie. Cuando ha detectado a su presa, se abalanza en picado para atacarla. En comparación con las demás, estas medusas son cazadoras implacables.	75	Jellyfish	5	True		WEAK	RESIST		4	3	3	3	[100, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Jelly Cube	100	Alluring Dew	Jellyfish Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_012	ITEM_MEDICAL_005	ITEM_TRAIT_TRAIT_060
MONSTER_JELLYFISH_05	Alpha Synapse	A monster with a beautiful transparent appearance. They stockpile massive amounts of electricity within their bodies, which they will not hesitate to use against those that approach them. They glow in the dark and produce enough light to serve as replacements for lanterns.	アルファシナプス	透き通った美しい見た目を持つ魔物。体内に大量の電気を溜め込んでおり、近づくものにはその電気を容赦なく放つ。暗闇で光るため明かりの代わりにもなる	初始突触	外表清澈透亮的美丽魔物。体内积蓄着大量的电流，会毫不留情地向企图靠近自己的敌人释放电流。在黑暗中会发光，因此也能用来代替照明。	初始突觸	外表清澈透明的美麗魔物。體內積蓄有大量的電流，會毫不留情地朝靠近牠的對象釋放出來。在黑暗中會發光，因此也能用來代替照明。	Alphasynapse	Ein Monster mit einem schönen, durchsichtigen Aussehen. Es speichert riesige Mengen an Elektrizität in seinem Körper, die es ohne zu zögern gegen diejenigen einsetzt, die sich ihm nähern. Es leuchtet im Dunkeln und erzeugt so viel Licht, dass es als Ersatz für Laternen dienen kann.	Synapse alpha	Un monstre à la magnifique apparence transparente. Il accumule d'énormes quantités d'énergie dans son corps qu'il n'hésitera pas à utiliser contre ceux qui s'approchent trop près. Il brille dans le noir et produit assez de lumière pour remplacer les lanternes.	알파 시냅스	맑고 아름다운 생김새의 몬스터. 체내에 대량의 전기를 축적하고 있으며, 다가오는 것에게는 가차없이 전기를 내뿜는다. 어둠 속에서 빛나기 때문에 등불을 대신할 수도 있다	Жемчужная медуза	Красивые полупрозрачные медузы. Накапливают в своем теле огромное количество электричества, которое без колебаний используют против тех, кто к ним приближается. Так ярко светят в темноте, что их можно использовать вместо лампы.	Alfanéuron	Un monstruo con un hermoso aspecto transparente. Acumula grandes cantidades de electricidad en su cuerpo que no dudará en utilizar contra quienes se aproximen. Brilla en la oscuridad, donde sirve como fuente de luz.	76	Jellyfish	5	True		WEAK	RESIST		4	4	3	3	[100, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Jelly Cube	100	Alluring Dew	Jellyfish Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_012	ITEM_MEDICAL_005	ITEM_TRAIT_TRAIT_060
