item_id	text_eng	desc_eng	text_jpn	desc_jpn	text_chs	desc_chs	text_cht	desc_cht	text_deu	desc_deu	text_fra	desc_fra	text_kor	desc_kor	text_rus	desc_rus	text_spa	desc_spa	imgNo	multiImgNo	lv	duplicate_cost	range	fire	ice	bolt	air	category	material	convert_material_num	exchange_rate	disp_flag	atk	def	spd	use_num	mana	cool_time	target_type	aoe
ITEM_MIX_037	Bismuthene	An ingot made from Bismuth Crystal. Thanks to having been reshaped into a form that is easier to use, its usefulness has increased exponentially.	ビスマステン	ビスマスクリスタルから作ったインゴット。使いやすいように形を加工した程度だが、格段に使用用途は増えるだろう	铋矿块	由铋矿水晶加工而成的金属块。虽然只是加工成容易使用的形状，但用途应该会大幅增加。	鉍礦塊	由鉍礦水晶加工而成的金屬塊。雖然只是加工成容易使用的形狀，但用途應該會大幅增加。	Bismuten	Ein Barren aus Bismutkristall. Da der Kristall in eine viel praktischere Form gebracht wurde, lässt er sich nun viel leichter verwenden.	Bismuthine	Un lingot de cristal de bismuth. Sous cette forme beaucoup plus simple d'utilisation, l'intérêt de ce cristal est décuplé.	비스무트텐	비스무트 크리스털로 만든 잉곳. 사용하기 쉽게 형태를 가공한 정도지만, 사용 용도가 매우 늘어날 것이다	Висмутин	Слиток, сделанный из кристалла висмута. Благодаря тому, что ему придали удобную для использования форму, его полезность невероятно возросла.	Bismuteno	Un lingote de cristal de bismuto. Gracias a que se le ha dado una forma más fácil de manipular, su utilidad ha aumentado exponencialmente.	351	-1	35	15	7	False	True	False	False	['(Ingots)', '(Metal)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_038	Metal Parts	Metal parts made from Steeleaf. The resulting pieces are so stunningly solid, it's hard to believe that they were made from plant material.	メタルパーツ	メタリーフを加工して作った金属部品。植物から作られているとは思えないくらい、見事な金属部品に仕上がっている	金属零件	加工金属叶子而成的金属零件。制作出来的金属零件非常完美，令人难以相信是用植物制作而成的。	金屬零件	加工金屬葉子而成的金屬零件。製作出來的金屬零件非常完美，令人難以相信是用植物製作而成的。	Metallteile	Metallteile, hergestellt aus Metallaub. Die Verarbeitung resultiert in einem derart robusten Material, dass es kaum zu glauben ist, dass es aus einer Pflanze gewonnen wurde.	Morceaux de métal	Des pièces en métalofeuille. Aussi incroyable que cela puisse paraître, ces éléments extrêmement solides sont composés de matière végétale.	메탈 파츠	금속잎을 가공해 만든 금속 부품. 식물로 만들었다고는 생각하지 못할 정도로 훌륭한 금속 부품으로 완성되었다	Металлические детали	Металлические детали, изготовленные из стального листа. Получившиеся изделия настолько прочны, что трудно поверить, что они сделаны из растительного материала.	Piezas metálicas	Piezas metálicas hechas de hojacero. El resultado es tan sólido que cuesta creer que se haya fabricado con un material de origen vegetal.	352	-1	35	15	7	False	False	True	False	['(Enhancement Parts)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_039	Bismuth Crystal	An octahedral crystal of bismuth. It's very pretty, but there's something mysterious about it. It makes you want to waste an entire day just staring at it.	ビスマスクリスタル	表面がカクついた正八面体のビスマス結晶。きれいであることは間違いないのだが、１日中眺めていたいと本気で思わせる神秘的な雰囲気を漂わせている	铋矿水晶	表面凹凸不平的正八面体铋矿结晶。毫无疑问非常漂亮，还散发着一股神秘气息，让人真心想一整天盯着它看。	鉍礦水晶	表面凹凸不平的正八面體鉍礦結晶。毫無疑問非常漂亮，還散發著一股神祕氛圍，讓人真心想一整天盯著它看。	Bismutkristall	Ein achtseitiger Kristall aus Bismut. Dieser schöne Stein beherbergt eine gewisse Rätselhaftigkeit. Es kann schon mal vorkommen, dass man ihn tagelang aufgrund seiner Schönheit betrachten möchte.	Cristal de bismuth	Un cristal de bismuth en forme d'octaèdre particulièrement sublime qui dégage quelque chose de mystérieux. On aurait envie de le contempler toute la journée.	비스무트 크리스털	표면이 각진 정팔면체의 비스무트 결정. 무척이나 아름다운 탓에 진심으로 하루 종일 보고 싶다는 생각이 들게 하는 신비로운 분위기를 풍기고 있다	Кристалл висмута	Восьмигранный кристалл висмута. Он очень красивый, и в нем есть что-то загадочное, так что хочется весь день провести, просто глядя на него.	Cristal de bismuto	Un octaedro de cristal de bismuto. Es muy bonito, pero desprende un aura misteriosa. Dan ganas de pasarse el día mirándolo.	353	-1	36	15	8	False	True	False	True	['(Magical)', '(Ore)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_040	Protectite	A sturdy precious stone in the shape of a shield. It has such a beautifully clear, light blue color that it becomes completely invisible when placed in water.	プロテクタイト	盾のような形状と硬さを持つ宝石。その見た目は、水の中に入れると完全に見えなくなってしまうほどに透き通った美しい水色をしている	严密守护	形状与硬度宛如盾牌的宝石。其外观呈美丽的水蓝色，晶莹剔透到一放入水中就会完全隐形的程度。	嚴密守護	形狀與硬度宛如盾牌的寶石。有著美麗的水藍色外觀，晶瑩剔透到放入水中就會完全隱形的程度。	Protektit	Ein robuster, wertvoller Stein in der Form eines Schildes. Er hat eine solch klare, hellblaue Farbe, dass er vollkommen unsichtbar wird, sollte man ihn ins Wasser legen.	Protectite	Une pierre précieuse solide en forme de bouclier. Sa surface bleu ciel est si limpide qu'elle devient complètement invisible lorsqu'on l'immerge dans l'eau.	프로텍타이트	방패 같은 형태와 단단함을 가진 보석. 그 생김새는 물속에 넣으면 완전히 보이지 않게 되어 버릴 정도로 맑고 투명한 하늘색을 띠고 있다	Протектит	Твердый драгоценный камень в форме щита. У него такой удивительно чистый светло-голубой цвет, что камень становится совершенно невидимым, если погрузить его в воду.	Protectita	Una resistente piedra preciosa con forma de escudo. Su color azul es tan claro que se vuelve totalmente invisible al sumergirla en el agua.	354	-1	42	15	9	False	True	True	False	['(Jewels)', '(Water)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_041	Ancient Peril	A hazardous substance from long ago that was so dangerous it was lost to time. Hopefully reviving this in the modern age doesn't prove to be a terrible mistake ...	古代の劇物	あまりにも危険過ぎるため、歴史から忘れ去られていた古代人が生み出した劇物。再び歴史の表舞台に蘇らせてしまったことで良からぬことにならなければよいのだが……	古代剧毒	古代人制造的剧毒，因为太过危险而被历史遗忘。但愿不会因为让它重新站上历史的舞台而发生坏事……	古代劇毒	古代人製造的劇毒。因為太過危險而被歷史中遺忘。但願不會因為讓它重新站上歷史的舞台而發生壞事……	Altertümliche Tücke	Eine gefährliche Substanz aus dem Altertum, die im Laufe der Zeit aufgrund ihrer großen Gefahr in Vergessenheit geraten war. Es bleibt nur zu hoffen, dass die Wiederentdeckung dieses Giftes in der Moderne sich nicht als ein schrecklicher Fehler entpuppt.	Péril antique	Une substance ancienne si dangereuse qu'elle a été oubliée dans les couloirs du temps. Espérons que lui donner une deuxième vie ne s'avérera pas être une erreur fatale...	고대의 독극물	굉장히 위험하기 때문에 역사 속에서 잊혀졌던 고대인이 만든 독극물. 다시 현대에 되살린 탓에 안 좋은 일이 일어나지 않으면 좋으련만…	Древняя погибель	Опасное вещество из далеких времен — оно было настолько ужасным, что память о нем затерялась в веках. Будем надеяться, его возрождение в современности не окажется страшной ошибкой...	Riesgo arcaico	Una sustancia peligrosa de hace muchos años. Era tan amenazadora que se perdió en el tiempo. Esperemos que recuperarla en la edad moderna no acabe siendo un grave error...	355	-1	36	15	7	False	False	False	True	['(Poisons)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_042	Coiled Clover	A coil arranged into the shape of a clover. It may look like the coils are merely stuck together, but this design was meticulously fine-tuned to produce dramatically more power than four coils used normally.	コイルクローバー	クローバーのような形に配列されたコイル。並べただけのように見えるが、発電効率を緻密に練った結果であり、普通にコイルを４つ使うよりも格段に高い効率を生み出すことに成功した	四叶草线圈	排列成四叶草形状的线圈。虽然看起来只是单纯地排列在一起，却是将发电效率精密调整后的结果，并成功创造出远比单纯使用四个线圈还要高的效率。	四葉草線圈	排列成四葉草形狀的線圈。雖然看起來只是單純地排列在一起，卻是將發電效率精密調整後的結果，並成功創造出遠比單純使用四個線圈還要高的效率。	Kleespule	Eine Spule in der Form von Klee. Es scheint, als wären die Spulen ineinander verhakt, aber dieses gut durchdachte Design produziert tatsächlich mehr Energie als es vier Spulen üblicherweise täten.	Trèfle spiralé	Une bobine disposée en forme de trèfle. On pourrait croire que chaque élément est simplement collé aux autres, mais cet assemblage a été optimisé pour produire plus de puissance que quatre bobines ordinaires.	코일 클로버	클로버처럼 배열된 코일. 그저 나열한 것처럼 보이지만 발전 효율을 치밀하게 짠 결과이며, 일반 코일을 4개 사용하는 것보다 월등히 높은 효율을 만드는 데 성공했다	Спиральный клевер	Катушки, расположенные в форме клевера. Может показаться, будто они просто скреплены вместе, но вся конструкция тщательно отлажена, и ее мощность значительно больше, чем у четырех обычных катушек.	Trébol helicoidal	Una hélice en forma de trébol. Aunque parezca que están unidas sin más, este diseño se ajustó meticulosamente para producir mucho más poder del que liberarían cuatro hélices normales y corrientes.	356	-1	33	15	7	False	False	True	False	['(Metal)', '(Fuel)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_043	Handmade Black Hole	A black hole created using alchemy. Even its creator doesn't know what happens to things that get sucked into it. It's probably best not to think about how sturdy the bottle holding the black hole is.	お手製ブラックホール	錬金術により生み出されたブラックホール。吸い込まれたらどうなるかについては、作成者すら知る由もない。これを封じている瓶が吸い込まれないのかについては、深く考えない方が幸せだろう	人造黑洞	通过炼金术打造出的黑洞。连制作者都无从得知被吸进去后会怎么样。至于封存黑洞的瓶子会不会被吸进去？或许还是不要想太多会比较幸福。	手工黑洞	通過鍊金術打造出的黑洞。連製作者都無從得知被吸進去後會怎麼樣。至於封存黑洞的瓶子會不會被吸進去？或許還是不要想太多比較幸福。	Von Hand gefertigtes schwarzes Loch	Ein schwarzes Loch, das durch Alchemie hergestellt wurde. Selbst sein Erschaffer ist sich nicht sicher, was mit den Dingen passiert, die es einsaugt. Man sollte besser nicht darüber nachdenken, wie stabil die Flasche ist, in der das schwarze Loch aufbewahrt wird.	Trou noir artisanal	Un trou noir créé par alchimie. Même son créateur ignore ce qu'il advient des objets qu'il aspire. Mieux vaut éviter de songer à la solidité du flacon qui contient ce trou noir...	인공 블랙홀	연금술로 생겨난 블랙홀. 빨려 들어가면 어떻게 되는지는 제작자조차 알 수 없다. 이것을 봉인한 병이 빨려 들어가지 않는 이유에 대해서는 깊게 생각하지 않는 편이 좋을 것이다	Рукотворная черная дыра	Черная дыра, созданная с помощью алхимии. Даже ее создатель не знает, что происходит с предметами, которые туда засасывает. Наверное, лучше даже не думать, насколько прочна бутылка, в которой хранится черная дыра.	Agujero negro artesanal	Un agujero negro fabricado mediante alquimia. Ni siquiera su creador sabe qué le ocurre a todo lo que absorbe. Mejor no darle vueltas a lo resistente que es la botella que lo contiene.	357	-1	40	15	9	True	False	False	False	['(Elixirs)']	[]	['', '']	[32, 38, 48, 64, 80, 96]	1								
ITEM_MIX_044	Assist Afford	A potion packed full of condensed mana. Although it's highly poisonous for human beings, scattering this liquid over arid land revitalizes it, making it capable of supporting plant life once more.	アシスアフォード	凝縮されたマナが詰められたポーション。人体には強過ぎて毒だが、砂漠や枯れた大地にこれを撒くと、大地が活性化して再び植物の育つ大地になる	绿洲甘泉	装满浓缩玛那的药水。对人体来说是药效过强的毒药，但喷洒在沙漠或枯竭的大地上，反而能让大地恢复生机，再次变成绿意盎然的大地。	綠洲甘泉	裝滿濃縮瑪那的藥水。對人體來說是藥效過強的毒藥，但灑在沙漠或枯竭的大地上，反而能讓大地恢復生機，再次成為綠意盎然的大地。	Ermöglichungsbeistand	Ein Trank, reich an kondensiertem Mana. Der Kontakt mit dieser Flüssigkeit ist für den Menschen zwar hochgiftig, doch verdorrter Boden wird dadurch wieder fruchtbar.	Potion fertilisatrice	Une potion gorgée de mana condensé. Hautement toxique pour les êtres humains, cette substance revitalise les terres arides et leur permet d'accueillir à nouveau de la végétation.	어시스 어포드	응축된 마나가 담긴 포션.인체에는 치명적인 독이지만, 사막이나 시든 대지에 뿌리면 활성화되어 다시 식물이 자라나는 대지가 된다	Помощь с оазисом	Зелье из концентрированной маны. Будучи чрезвычайно ядовитой для человека, распыленная на засушливой земле жидкость питает ее, возвращая почве плодородие для роста растений.	Flor del oasis	Una poción de maná condensado. Aunque es muy venenosa para los humanos, esparcir este líquido sobre la tierra árida la revitaliza y hace que sea capaz de sustentar de nuevo la vegetación.	358	-1	40	15	8	False	False	True	True	['(Plants)', '(Water)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_045	Trillion Locket	A chain of three lockets, each containing jewels. As they are rather fragile, they were cast smaller and joined together in an attempt to make them more durable. This makes the piece look larger, too.	トリリオンロケット	宝石の入ったロケットが３つ連なったもの。とても割れやすいため、少しでも割れにくくするために小さくし、それを連ねることで大きく見せている	万亿项链坠	由三个装着宝石的相框坠连接而成。非常易碎，因此制作成小巧的模样，尽量使其不易受损，并通过相连的设计来增大其体积。	萬億相框墜	由三個裝著寶石的相框墜連接而成。非常易碎，因此製作成小巧的模樣，盡量使其不易受損，並透過相連的設計來增大其體積。	Billionen-Medaillon	Eine Kette mit drei Fassungen, in die Juwelen eingearbeitet sind. Da sie selbst sehr zerbrechlich sind, wurden sie verkleinert und in die Kette gefasst, in der Hoffnung, dass sie so widerstandsfähiger seien. Als Ergebnis wirken die Juwelen so auch etwas größer.	Médaillon à trillions	Une chaîne sur laquelle se trouvent trois médaillons contenant tous un joyau. Comme ils sont plutôt fragiles, ils ont été façonnés et soudés ensemble dans l'espoir de les rendre plus solides. Cela donne également un aspect plus imposant à l'ensemble.	트릴리언 로켓	보석이 담긴 로켓이 3개 이어진 것.몹시 깨지기 쉬우므로 조금이라도 깨지지 않게 작게 만들어, 이를 이어 크기를 보완했다	Кулон-триллион	Цепочка с тремя кулонами с драгоценными камнями в каждом. Они довольно хрупкие, так что изготовлены в меньшем размере и соединены вместе ради большей прочности. А еще благодаря этому изделие выглядит объемнее.	Relicario trillonario	Una cadena de tres relicarios que portan joyas. Como son frágiles, se fundieron con un molde más pequeño y se unieron en un intento de prolongar su durabilidad. Así consiguieron que este objeto parezca más grande.	359	-1	49	15	9	False	True	True	True	['(Jewels)', '(Metal)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_046	Hypercell	Lightning stored within a transparent container. While it might look beautiful, there is an obscene amount of energy concealed within the bolt. Should the container break, it would be released in an instant. Handle with the utmost care.	ハイパーセル	透明の容器に収納された雷。見ている分にはとてもきれいだが、この雷はとてつもないエネルギーを秘めているため、容器が割れれば一気に溢れることになる。取り扱いには注意が必要	究极电池	收纳于透明容器中的紫色雷电。虽然外观美轮美奂，但由于蕴含极为强大的能量，一旦容器破裂就会一口气喷发出来。使用时需要多加小心。	究極電池	收納於透明容器中的紫色雷電。雖然看起來非常漂亮，但由於蘊含著極為強大的能量，一旦容器破裂便會一口氣噴發出來。使用時需要多加小心。	Hyperzelle	Blitze, die in einem transparenten Behälter aufbewahrt werden. Zwar handelt es sich um ein äußerst schönes Objekt, in dem Blitz ist jedoch eine unglaublich starke Energie gespeichert. Bricht der Behälter, wird diese unmittelbar freigesetzt. Nur mit äußerster Vorsicht zu handhaben.	Hypercellule	Un éclair stocké dans un réceptacle transparent. Cet objet est magnifique, mais il se distingue surtout par sa puissance incommensurable. Si le réceptacle venait à se briser, l'éclair serait libéré en une fraction de seconde. À manipuler avec la plus grande précaution.	하이퍼 셀	투명한 용기에 수납된 번개.보기에는 매우 아름답지만, 이 번개는 터무니없는 에너지를 지니고 있기 때문에 용기가 깨지면 단숨에 넘쳐흐르게 된다. 취급에는 주의가 필요하다	Гиперклетка	Молния, заключенная в прозрачную емкость. Выглядит чарующе прекрасно, однако в ней таится огромная энергия, которая мгновенно освободится, если разбить емкость. Обращайтесь максимально осторожно.	Hipercélula	Un rayo atrapado en un recipiente transparente. Es muy bonito, pero contiene una cantidad desmesurada de energía. Si se rompiera, se liberaría toda en un instante, así que debe manipularse con sumo cuidado.	360	-1	45	15	8	False	False	True	False	['(Gases)', '(Sand)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_047	Royal Rampart	A genuine piece of stone from a castle rampart. It was made to be quite sturdy—likely with potential assaults on the structure in mind.	王国の城壁	実際に城壁として使用された石材。城を攻められた時のことを考えてか、とても頑丈に作られている	王国的城墙	曾经实际砌为城墙的石材。或许是因为考虑到了遭到攻城的可能性，而被打造得非常坚固。	王國的城牆	曾經實際砌為城牆的石材。或許是因為考量到了遭遇攻城的可能性，而被打造得非常堅固。	Königlicher Wall	Steinbrocken eines Festungswalls. Er ist äußerst solide. Vermutlich wurde er unter Berücksichtigung potentieller Angriffe auf das Bauwerk ausgewählt.	Rempart royal	Un authentique fragment de pierre issu d'un rempart de château. Ce matériau a été conçu pour être le plus robuste possible, sans doute dans le but de résister à d'éventuels assauts.	왕국의 성벽	실제로 성벽으로 사용된 석재.성이 공격받았을 때를 생각했기 때문인지, 아주 튼튼하게 만들어져 있다	Королевский оплот	Кусок камня из крепостной стены. Довольно прочный, вероятно на случай возможных нападений.	Baluarte real	Un trozo auténtico de la muralla de un castillo. Se manufacturó para ser resistente, probablemente pensando en posibles asaltos a la construcción.	361	-1	48	15	8	True	False	False	False	['(Stone)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_048	Flexible Lumber	Made from multiple kinds of timber that have been stacked together, this lumber is both durable and able to adapt to all sorts of situations.	フレキシブルランバー	数種類の木材を交互に重ねることにより、強度はもちろん、どんな環境にも順応する状態になると言われている	泛用木材	据说由数种木材交叠而成的木板。强度自不用说，还能用于任何环境。	泛用木材	據說由數種木材交互相疊而成的木板。強度自不用說，還能運用於任何環境。	Biegsame Holzreste	Hergestellt aus verschiedenen Arten Holz, das zusammengesteckt wurde. Dieses Holz ist sehr beständig und kann sich allen möglichen Situationen anpassen.	Bois de charpente flexible	Conçu à partir de plusieurs morceaux empilés, ce bois de charpente est à la fois robuste et versatile.	플렉시블 럼버	여러 종류의 목재를 교대로 겹쳤기 때문에, 강도는 물론 어떤 환경에도 순응하는 상태가 된다고 알려져 있다	Гибкая древесина	Созданный из слоев нескольких пород древесины, этот материал прочен и адаптируется к любым условиям.	Madera flexible	Este tablón, fabricado a partir de varios tipos de madera apilados, es duro y capaz de adaptarse a todo tipo de situaciones.	362	-1	48	15	8	False	False	True	False	['(Lumber)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_049	Wisdom Component	A strange part made from an assortment of gears. It has all kinds of potential to unlock, but it's up to the crafter to use it in a way that will do so.	ウィズダムパーツ	複数のギアが組み合わさったことにより構成されている不思議なパーツ。さまざまな可能性を秘めており、使い方次第でそれを引き出すことができる	智慧零件	以复数齿轮组合而成的神奇零件。蕴含着各种各样的可能性。能根据不同的用法发挥其潜能。	智慧零件	以複數齒輪組合而成的神奇零件。蘊含著各式各樣的可能性。能根據不同的用法發揮其潛能。	Komponente der Weisheit	Ein seltsames Teil, hergestellt aus mehreren Zahnrädern. In ihm schlummern allerlei Kräfte, doch es liegt an dem Verwender, sie auch richtig einzusetzen.	Composant de sagesse	Une pièce étrange fabriquée à partir de plusieurs engrenages. Ses possibilités sont illimitées, mais c'est à l'artisan de les découvrir.	위즈덤 파츠	다수의 기어가 결합되어 조립된 신기한 파츠.여러 가능성을 내포하고 있으며, 사용법에 따라 이를 끌어낼 수 있다	Компонент мудрости	Необычная деталь, состоящая из множества шестеренок. У нее большой потенциал, все упирается в выбор мастера, который будет ее использовать.	Componente del saber	Una extraña pieza compuesta de un surtido de engranajes. Tiene la capacidad de desbloquear cualquier cosa, pero que sea así depende de la persona que la haya creado.	363	-1	50	15	8	False	False	True	False	['(Enhancement Parts)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_050	Immortal Bloom	A mystical flower that has been placed inside a vessel. Said to be able to maintain its current state for an eternity, it glows with a pale light.	イモータルブルーム	容器に入った神秘的な花。放置していても永遠に枯れることがないと言われており、微かに発光している	不朽绽花	装在容器里的神秘花朵。散发着微光，据说放着不管也永远不会枯萎。	不朽綻花	裝在容器裡的神祕花朵。散發著微光，據說放著不管也永遠不會枯萎。	Blüte der Unsterblichkeit	Eine mystische Blüte, die in ein Gefäß gelegt wurde. Die Blüte schimmert in einem sanften Licht und man sagt, sie könne eine Ewigkeit in diesem Zustand verweilen.	Fleur immortelle	Une fleur mystique placée à l'intérieur d'un réceptacle. D'après la légende, elle pourrait conserver son état actuel et sa pâle lueur pour l'éternité.	이모털 블룸	용기에 담긴 신비로운 꽃.내버려두어도 영원히 시드는 일이 없다고 알려져 있으며, 희미하게 빛을 내고 있다	Бессмертный цветок	Таинственный цветок в сосуде, излучающий слабое свечение. Говорят, он может находиться в таком состоянии целую вечность.	Florecimiento inmortal	Una flor mística dentro de un recipiente que la protege. Se dice que se conserva inmutable por toda la eternidad sin dejar de brillar con una luz pálida.	364	-1	52	15	9	True	True	False	False	['(Flowers)', '(Elixirs)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_051	Heavenly Thread	Strands so beautiful, they may well have drifted down from the heavens. The clear blue threads shimmer in a way that makes it look like stars are held inside them.	天糸	天の川から流れ落ち、そのまま糸になったと思われるほどにきれいな糸。透き通った青色の中に、星を思わせる輝きが見える	天丝	美丽的丝线。美丽到让人以为是由流入尘间的银河直接转化而成。在晶莹剔透的蓝色中，能看见仿若星辰的光芒。	天絲	美麗的絲線。美麗到讓人以為是由流入塵間的銀河直接轉化而成。在晶瑩剔透的藍色中，能看見彷若星辰的光芒。	Himmelsgarn	Dieses Garn ist derart bezaubernd, dass man meinen könnte, es wäre direkt dem Himmel entnommen. Die strahlend blauen Fäden glitzern in einer Weise, die den Anschein erweckt, kleine Sterne wären darin gefangen.	Fil céleste	Des fils si magnifiques qu'ils semblent tout droit tombés du ciel. Lorsque leur couleur azur reflète la lumière, on a l'impression qu'ils renferment des étoiles scintillantes.	하늘의 실	은하수에서 흘러내려 그대로 실이 되었다는 생각이 들 정도로 아름다운 실. 투명한 푸른색 속에 별을 연상시키는 광채가 돋보인다	Небесная нить	Невероятной красоты нити, будто бы сошедшие к нам с небес. Прозрачные голубые волокна переливаются так, словно в них запутались сами звезды.	Hilo celestial	Hilos de un nítido color azul tan bonitos que podrían haber caído del cielo. Brillan de tal forma que parece que contienen estrellas en su interior.	365	-1	49	15	8	False	True	False	True	['(Threads)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_052	Rainbow Neutralizer	Neutralizers are fundamental chemicals frequently used in alchemy. Some refinements have resulted in this all-purpose one, which can be used with any and all potential ingredients.	中和剤・虹	錬金術で頻繁に使用する基本的な薬剤。それを改良し、あらゆる素材と相性が良くなるよう作られた万能中和剤	中和剂·七彩	频繁用于炼金术的基础药剂。经过改良后，成了与任何素材均可高度契合的万能中和剂。	中和劑‧七彩	頻繁用於鍊金術的基礎藥劑。經過改良後，成了與任何素材都能高度契合的萬能中和劑。	Regenbogen-Neutralisator	Neutralisatoren sind bedeutsame Chemikalien, die häufig Anwendung in der Alchemie finden. Einige Anpassungen haben zu diesem Allzweckmittel geführt, das mit allen möglichen Zutaten verwendet werden kann.	Neutralisant arc-en-ciel	Les neutralisants sont des produits chimiques fondamentaux fréquemment utilisés en alchimie. Cette substance spécifique a été raffinée pour accroître sa polyvalence. On peut l'utiliser avec absolument tous les ingrédients.	중화제 홍	연금술에서 자주 사용되는 기본적인 약제. 이를 개량해 모든 소재와 상성이 잘 통하도록 만들어진 만능 중화제	Радужный нейтрализатор	Нейтрализаторы — базовые химические вещества, широко применяемые в алхимии. После нескольких улучшений получилось универсальное средство, совместимое с любыми возможными ингредиентами.	Neutralizador arcoíris	Los neutralizadores son productos químicos básicos que se utilizan en la alquimia. Tras un proceso de refinado, se ha obtenido este neutralizador multiusos que se puede incorporar a casi todos los ingredientes posibles.	366	-1	50	15	9	True	True	True	True	['(Neutralizers)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_053	Spring Scenery	Liquid medicine extracted from various plants and flowers. The bottle contains a herbarium comprised of the plants and flowers the medicine was extracted from.	春景色	さまざまな花や植物から抽出した薬効成分から作り出した薬液。薬液で満たされた瓶の内部は、使用した植物が咲き乱れる花畑のハーバリウムとなっている	烂漫春景	药液。从各种花卉与植物萃取具有药效的成分制成。装满药液的瓶子里盛开着作为其材料的植物，俨然一座花田的标本。	爛漫春景	藥液。從各種花卉與植物萃取具有藥效的成分製成。裝滿藥液的瓶子裡盛開著作為其材料的植物，儼然一座花田的標本。	Frühlingsszenerie	Ein flüssiges Medikament, das aus verschiedenen Pflanzen und Blumen extrahiert wurde. Die Flasche enthält ein Herbarium aus den Pflanzen und Blumen, aus denen die Medizin gewonnen wurde.	Paysage de printemps	Un remède liquide extrait de diverses plantes et fleurs. Le flacon renferme un herbier des espèces utilisées dans sa conception.	봄의 풍경	다양한 꽃과 식물에서 추출한 약효 성분으로 만든 약물. 약물로 채워진 병의 내부는 사용된 식물이 흐드러지게 피어, 마치 식물 표본처럼 되어 있다	Весенний пейзаж	Жидкое целебное снадобье, приготовленное из различных трав и цветов. На флаконе есть список всех растений, экстракты из которых вошли в это зелье.	Paisaje primaveral	Medicina líquida extraída de varias plantas y flores. La botella contiene un herbolario de las plantas y flores de las que se ha extraído la medicina.	367	-1	48	15	8	False	False	True	True	['(Medicinal)', '(Flowers)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
ITEM_MIX_054	Malicious Chain	A sturdy chain with sharp spikes. It has many uses, but it's as dangerous as it looks, even for the user. Its aggressive appearance has led people to believe it was created for nefarious purposes.	マリシャスチェーン	鋭いトゲを持つ頑丈な鎖。使用用途はさまざまだが、見た目のとおり扱う方も使われる方もかなり危険。あまりにも攻撃的なその見た目から、悪意から生み出されたものと言われている	恶意之链	长着尖刺的坚固锁链。有各式各样的用途，但正如它的外型，对于使用者与使用对象都很危险。由于外型充满攻击性，被认为是抱着恶意制造出来的。	惡意之鏈	長著尖刺的堅固鎖鍊。有各式各樣的用途，但正如它的外型，對於使用者與使用對象都很危險。由於外型充滿攻擊性，被認為是抱著惡意製造出來的。	Bösartige Kette	Eine stabile Kette mit spitzen Stacheln. Sie findet allerlei Verwendungsmöglichkeiten, doch auch der Anwender sollte sich ihrer Gefahr stets bewusst sein. Ihr unheimliches Aussehen lässt vermuten, dass sie einst für allerhand schändliche Taten erschaffen wurde.	Chaîne hérissée	Une chaîne solide couverte de pointes acérées. Elle possède de nombreux usages, mais elle est aussi dangereuse qu'elle en l'air, même pour l'utilisateur. Son apparence agressive prête à penser qu'il s'agit d'un outil du mal.	멀리셔스 체인	뾰족한 가시가 박힌 튼튼한 쇠사슬. 용도는 다양하지만 보다시피 다루는 사람도, 당하는 사람도 매우 위험. 무척 공격적인 외형 때문에 악의적으로 생긴 것으로 알려져 있다	Зловредная цепь	Прочная цепь с острыми шипами. У нее множество применений, но она действительно настолько опасна, насколько и выглядит, даже для своего хозяина. По ее агрессивному облику понятно, что создана она была в неблаговидных целях.	Cadena maliciosa	Una cadena resistente con pinchos afilados. Se le puede dar varios usos, pero al ser tan peligrosa, podría herir hasta al portador. Su aspecto amenazante ha llevado a pensar que fue creada con fines malvados.	368	-1	50	15	8	True	True	False	False	['(Magical)', '(Poisons)']	[]	['', '']	[40, 48, 60, 80, 100, 120]	1								
