fieldmap_location_id	text_eng	text_jpn	text_chs	text_cht	text_deu	text_fra	text_kor	text_rus	text_spa
FIELDMAP_LOCATION_220	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_221	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_222	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_223	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_224	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_225	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_226	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_227	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_228	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_229	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_230	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_231	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_232	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_233	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_234	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_235	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_236	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_237	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_238	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_239	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_240	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_241	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_242	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_243	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_244	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_245	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_246	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_247	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_248	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_249	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_250	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_251	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_252	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_253	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_254	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_255	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_256	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_257	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_258	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_259	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_260	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_261	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_262	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_263	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_264	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_265	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_266	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_267	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_268	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_269	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_270	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_271	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_272	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_273	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_274	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_275	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_276	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_277	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_278	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_279	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_280	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_281	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_282	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_283	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_284	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_285	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_286	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_287	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_288	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_289	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_290	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_291	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_292	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_293	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_294	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_295	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_296	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_297	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_298	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_299	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_300	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_301	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_302	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_303	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_304	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_305	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_306	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_307	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_308	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_309	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_310	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_311	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_312	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_313	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_314	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_315	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_316	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_317	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_318	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_319	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_320	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_321	<STR0> Habitat	<STR0>の生息地	<STR0>栖息地	<STR0>棲息地	<STR0>-Lebensraum	Habitat <STR0>	<STR0>의 서식지	<STR0>: место обитания	Hábitat de <STR0>
FIELDMAP_LOCATION_322	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_323	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_324	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_325	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_326	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_327	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_328	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_329	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_330	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_331	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_332	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_333	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_334	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_335	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_336	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_337	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_338	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_339	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_340	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_341	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_342	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_343	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_344	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_345	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_346	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_347	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_348	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_349	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_350	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_351	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_352	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_353	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_354	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_355	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_356	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_357	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_358	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_359	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_360	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
FIELDMAP_LOCATION_361	Cave	洞窟	洞窟	洞窟	Höhle	Grotte	동굴	Пещера	Cueva
