mix_skill_id	karma	name	desc
MIX_SKILL__61	0	{'text_eng': 'Duplication Method+', 'text_jpn': '複製法＋', 'text_chs': '复制法+', 'text_cht': '複製法+', 'text_deu': 'Duplizier-Methode +', 'text_fra': 'Méthode de duplication+', 'text_kor': '복제법＋', 'text_rus': 'Метод удвоения+', 'text_spa': 'Método de duplicación +'}	{'text_eng': 'Increases quantity by <NUM0>.', 'text_jpn': '作成個数＋<NUM0>', 'text_chs': '制作个数+<NUM0>', 'text_cht': '製作個數+<NUM0>', 'text_deu': 'Erhöht Menge um <NUM0>.', 'text_fra': 'Augmente la quantité de <NUM0>.', 'text_kor': '제작개수＋<NUM0>', 'text_rus': 'Увеличивает количество на <NUM0>.', 'text_spa': 'Aumenta la cantidad en <NUM0>.'}
MIX_SKILL__62	0	{'text_eng': 'HP Multiplier+', 'text_jpn': 'HP補正＋', 'text_chs': 'HP调整+', 'text_cht': 'HP調整+', 'text_deu': 'LP-Erhöhung +', 'text_fra': 'Multiplicateur PV+', 'text_kor': 'HP 보정＋', 'text_rus': 'Множитель ОЗ+', 'text_spa': 'Multiplicador de PS +'}	"{'text_eng': 'Boosts equipment HP by <NUM0>%.', 'text_jpn': '装備品のHP＋<NUM0>％', 'text_chs': '装备的HP+<NUM0>%', 'text_cht': '裝備的HP+<NUM0>%', 'text_deu': 'Verbessert LP um <NUM0> %.', 'text_fra': ""Augmente les PV de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 HP＋<NUM0>%', 'text_rus': 'Повышает ОЗ на <NUM0>%.', 'text_spa': 'Potencia los PS un <NUM0>\xa0%.'}"
MIX_SKILL__63	0	{'text_eng': 'ATK Multiplier+', 'text_jpn': '攻撃力補正＋', 'text_chs': '攻击力调整+', 'text_cht': '攻擊力調整+', 'text_deu': 'ANG-Erhöhung +', 'text_fra': 'Multiplicateur ATQ+', 'text_kor': '공격력 보정＋', 'text_rus': 'Множитель АТК+', 'text_spa': 'Multiplicador de ATQ +'}	"{'text_eng': 'Boosts equipment ATK by <NUM0>%.', 'text_jpn': '装備品の攻撃力＋<NUM0>％', 'text_chs': '装备的攻击力+<NUM0>%', 'text_cht': '裝備的攻擊力+<NUM0>%', 'text_deu': 'Erhöht Ausrüstungs-ANG um <NUM0> %.', 'text_fra': ""Augmente l'ATQ de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 공격력＋<NUM0>%', 'text_rus': 'Повышает АТК снаряжения на <NUM0>%.', 'text_spa': 'Potencia un <NUM0>\xa0% el ATQ del equipo.'}"
MIX_SKILL__64	0	{'text_eng': 'DEF Multiplier+', 'text_jpn': '防御力補正＋', 'text_chs': '防御力调整+', 'text_cht': '防禦力調整+', 'text_deu': 'VRT-Erhöhung +', 'text_fra': 'Multiplicateur DÉF+', 'text_kor': '방어력 보정＋', 'text_rus': 'Множитель ЗЩТ+', 'text_spa': 'Multiplicador de DEF +'}	"{'text_eng': 'Boosts equipment DEF by <NUM0>%.', 'text_jpn': '装備品の防御力＋<NUM0>％', 'text_chs': '装备的防御力+<NUM0>%', 'text_cht': '裝備的防禦力+<NUM0>%', 'text_deu': 'Erhöht Ausrüstungs-VRT um <NUM0> %.', 'text_fra': ""Augmente la DÉF de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 방어력＋<NUM0>%', 'text_rus': 'Повышает ЗЩТ снаряжения на <NUM0>%.', 'text_spa': 'Potencia un <NUM0>\xa0% la DEF del equipo.'}"
MIX_SKILL__65	0	{'text_eng': 'SPD Multiplier+', 'text_jpn': '素早さ補正＋', 'text_chs': '敏捷调整+', 'text_cht': '敏捷調整+', 'text_deu': 'TMP-Erhöhung +', 'text_fra': 'Multiplicateur VIT+', 'text_kor': '민첩성 보정＋', 'text_rus': 'Множитель СКР+', 'text_spa': 'Multiplicador de VEL +'}	"{'text_eng': 'Boosts equipment SPD by <NUM0>%.', 'text_jpn': '装備品の素早さ＋<NUM0>％', 'text_chs': '装备的敏捷+<NUM0>%', 'text_cht': '裝備的敏捷+<NUM0>%', 'text_deu': 'Erhöht Ausrüstungs-TMP um <NUM0> %.', 'text_fra': ""Améliore la VIT de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 민첩성＋<NUM0>%', 'text_rus': 'Повышает СКР снаряжения на <NUM0>%.', 'text_spa': 'Potencia un <NUM0>\xa0% la VEL del equipo.'}"
MIX_SKILL__66	0	{'text_eng': 'Fast Buildup', 'text_jpn': '高速展開', 'text_chs': '高速展开', 'text_cht': '高速展開', 'text_deu': 'Abklingzeit', 'text_fra': 'Recharge rapide', 'text_kor': '고속 전개', 'text_rus': 'Быстрый темп', 'text_spa': 'Reutilización veloz'}	"{'text_eng': 'Reduces item cooldown by <NUM0> second(s).', 'text_jpn': 'アイテムのクールタイム－<NUM0>秒', 'text_chs': '道具的冷却时间-<NUM0>秒。', 'text_cht': '道具的冷卻時間-<NUM0>秒。', 'text_deu': 'Reduziert die Abklingzeit von Gegenständen um <NUM0> Sek.', 'text_fra': ""Réduit le TdR de l'objet de <NUM0>\xa0seconde(s)."", 'text_kor': '아이템의 쿨타임－<NUM0>초', 'text_rus': 'Сокращает перезарядку предмета на <NUM0>\xa0сек.', 'text_spa': 'Reduce la reutilización de objetos en <NUM0> segundo(s).'}"
MIX_SKILL__67	0	{'text_eng': 'Uses Up', 'text_jpn': '回数増加', 'text_chs': '次数增加', 'text_cht': '次數增加', 'text_deu': 'Haltbarkeit', 'text_fra': 'Utilisations augmentées', 'text_kor': '횟수 증가', 'text_rus': 'Долгое применение', 'text_spa': 'Más usos'}	"{'text_eng': 'Increases item uses by <NUM0>.', 'text_jpn': 'アイテムの使用回数＋<NUM0>回', 'text_chs': '道具的使用次数+<NUM0>次。', 'text_cht': '道具的使用次數+<NUM0>次。', 'text_deu': 'Erhöht die Nutzung von Gegenständen um <NUM0>.', 'text_fra': ""Augmente le nombre d'utilisations de l'objet de <NUM0>."", 'text_kor': '아이템의 사용횟수＋<NUM0>회', 'text_rus': 'Увеличивает число использований предмета на <NUM0>.', 'text_spa': 'Aumenta los usos de un objeto en <NUM0>.'}"
MIX_SKILL__68	-10	{'text_eng': 'Boost Quality', 'text_jpn': '質を高める', 'text_chs': '提升品质', 'text_cht': '提升品質', 'text_deu': 'Qualität verbessern', 'text_fra': 'Qualité augmentée', 'text_kor': '품질 향상', 'text_rus': 'Повышение качества', 'text_spa': 'Potenciar calidad'}	{'text_eng': 'Boosts quality by <NUM0>%.', 'text_jpn': '品質を<NUM0>％上昇させる', 'text_chs': '使品质提升<NUM0>%。', 'text_cht': '使品質上升<NUM0>%。', 'text_deu': 'Verbessert die Qualität um <NUM0> %.', 'text_fra': 'Augmente la qualité de <NUM0>\xa0%.', 'text_kor': '품질을 <NUM0>% 상승시킨다', 'text_rus': 'Повышает качество на <NUM0>%.', 'text_spa': 'Potencia la calidad un <NUM0>\xa0%.'}
MIX_SKILL__69	-10	{'text_eng': 'Custom Attack', 'text_jpn': '攻撃カスタム', 'text_chs': '自定义攻击', 'text_cht': '自訂攻擊', 'text_deu': 'Rasanter Angriff', 'text_fra': 'Attaque personnalisée', 'text_kor': '공격 커스텀', 'text_rus': 'Своя атака', 'text_spa': 'Ataque a medida'}	"{'text_eng': 'Boosts equipment ATK & SPD by <NUM0>.', 'text_jpn': '装備品の攻撃力、素早さ＋<NUM0>', 'text_chs': '装备的攻击力和敏捷+<NUM0>。', 'text_cht': '裝備的攻擊力、敏捷+<NUM0>。', 'text_deu': 'Verbessert Ausrüstungs-ANG und TMP um <NUM0>.', 'text_fra': ""Augmente l'ATQ et la VIT de l'équipement de <NUM0>."", 'text_kor': '장비품의 공격력, 민첩성＋<NUM0>', 'text_rus': 'Повышает АТК и СКР снаряжения на <NUM0>.', 'text_spa': 'Potencia el ATQ y la VEL del equipo en <NUM0>.'}"
MIX_SKILL__70	-10	{'text_eng': 'Custom Defense', 'text_jpn': '防御カスタム', 'text_chs': '自定义防御', 'text_cht': '自訂防禦', 'text_deu': 'Robuste Verteidigung', 'text_fra': 'Défense personnalisée', 'text_kor': '방어 커스텀', 'text_rus': 'Своя защита', 'text_spa': 'Defensa a medida'}	"{'text_eng': 'Boosts equipment HP & DEF by <NUM0>.', 'text_jpn': '装備品のHP、防御力＋<NUM0>', 'text_chs': '装备的HP和防御力+<NUM0>。', 'text_cht': '裝備的HP、防禦力+<NUM0>。', 'text_deu': 'Verbessert Ausrüstungs-LP und VRT um <NUM0>.', 'text_fra': ""Augmente les PV et la DÉF de l'équipement de <NUM0>."", 'text_kor': '장비품의 HP, 방어력＋<NUM0>', 'text_rus': 'Повышает ОЗ и ЗЩТ снаряжения на <NUM0>.', 'text_spa': 'Potencia los PS y la DEF del equipo en <NUM0>.'}"
MIX_SKILL__71	-10	{'text_eng': 'Enhance Stockpiles', 'text_jpn': '連撃強化', 'text_chs': '连击强化', 'text_cht': '連擊強化', 'text_deu': 'Langlebigkeit', 'text_fra': 'Amélioration des réserves', 'text_kor': '연격 강화', 'text_rus': 'Большие запасы', 'text_spa': 'Mejorar arsenal'}	"{'text_eng': 'Increases item uses by <NUM0>.', 'text_jpn': 'アイテムの使用回数＋<NUM0>回', 'text_chs': '道具的使用次数+<NUM0>次。', 'text_cht': '道具的使用次數+<NUM0>次。', 'text_deu': 'Erhöht die Nutzung von Gegenständen um <NUM0>.', 'text_fra': ""Augmente le nombre d'utilisations de l'objet de <NUM0>."", 'text_kor': '아이템의 사용횟수＋<NUM0>회', 'text_rus': 'Увеличивает число использований предмета на <NUM0>.', 'text_spa': 'Aumenta los usos de un objeto en <NUM0>.'}"
MIX_SKILL__73	-10	{'text_eng': 'Enhance Area of Resonance', 'text_jpn': '共鳴範囲強化', 'text_chs': '共鸣范围强化', 'text_cht': '共鳴範圍強化', 'text_deu': 'Resonanzbereich erweitern', 'text_fra': 'Augmentation de la zone de résonance', 'text_kor': '공명범위 강화', 'text_rus': 'Увеличение области воздействия', 'text_spa': 'Mejorar el área de efecto'}	"{'text_eng': ""Increases the synthesized item's resonance area by <NUM0>."", 'text_jpn': '完成品の共鳴範囲＋<NUM0>', 'text_chs': '完成品的共鸣范围+<NUM0>。', 'text_cht': '完成品的共鳴範圍+<NUM0>。', 'text_deu': 'Erhöht den Resonanzbereich des synthetisierten Gegenstands um <NUM0>.', 'text_fra': ""Augmente la zone de résonance de l'objet synthétisé de <NUM0>."", 'text_kor': '완성품의 공명범위＋<NUM0>', 'text_rus': 'Расширяет область резонанса синтезированного предмета на <NUM0>.', 'text_spa': 'Aumenta el área de resonancia del objeto sintetizado en <NUM0>.'}"
MIX_SKILL__74	10	"{'text_eng': 'Unlock Slots', 'text_jpn': 'スロット開放', 'text_chs': '解锁特性结晶槽', 'text_cht': '解鎖特性結晶槽', 'text_deu': 'Plätze freischalten', 'text_fra': ""Déverrouillage d'emplacements"", 'text_kor': '슬롯 개방', 'text_rus': 'Открыть ячейки', 'text_spa': 'Desbloquear ranuras'}"	{'text_eng': 'Unlocks all trait crystal slots.', 'text_jpn': '特性結晶スロットを全て開放する', 'text_chs': '解锁所有特性结晶槽。', 'text_cht': '解鎖所有特性結晶槽。', 'text_deu': 'Schaltet alle Plätze für Eigenschaftenkristalle frei.', 'text_fra': 'Déverrouille tous les emplacements de cristaux de caractéristique.', 'text_kor': '특성결정 슬롯을 모두 개방한다', 'text_rus': 'Открывает все ячейки кристалла черты.', 'text_spa': 'Desbloquea todas las ranuras de cristal de atributo.'}
MIX_SKILL__76	10	{'text_eng': 'Cloning Technique', 'text_jpn': 'クローン技術', 'text_chs': '复制技术', 'text_cht': '複製技術', 'text_deu': 'Replikationstechnik', 'text_fra': 'Technique de clonage', 'text_kor': '클론 기술', 'text_rus': 'Приумножение', 'text_spa': 'Técnica de clonación'}	{'text_eng': 'Increases quantity by <NUM0>.', 'text_jpn': '作成個数を<NUM0>増やす', 'text_chs': '制作个数增加<NUM0>个。', 'text_cht': '製作個數增加<NUM0>個。', 'text_deu': 'Erhöht Menge um <NUM0>.', 'text_fra': 'Augmente la quantité de <NUM0>.', 'text_kor': '제작개수를 <NUM0>개 늘린다', 'text_rus': 'Увеличивает количество на <NUM0>.', 'text_spa': 'Aumenta la cantidad en <NUM0>.'}
MIX_SKILL__77	10	{'text_eng': 'Intensify Abilities', 'text_jpn': '能力ドーピング', 'text_chs': '能力禁药', 'text_cht': '能力禁藥', 'text_deu': 'Fähigkeiten verschärfen', 'text_fra': 'Augmentation des aptitudes', 'text_kor': '능력 도핑', 'text_rus': 'Усиление способностей', 'text_spa': 'Reforzar talentos'}	"{'text_eng': 'Boosts equipment HP, ATK, DEF, and SPD by <NUM0>.', 'text_jpn': '装備品のHP・攻撃力・防御力・素早さのステータス＋<NUM0>', 'text_chs': '装备的HP、攻击力、防御力、敏捷+<NUM0>。', 'text_cht': '裝備的HP、攻擊力、防禦力、敏捷+<NUM0>。', 'text_deu': 'Verbessert LP, ANG, VRT und TMP um <NUM0>.', 'text_fra': ""Augmente les PV, l'ATQ, la DÉF et la VIT de l'équipement de <NUM0>."", 'text_kor': '장비품의 HP, 공격력, 방어력, 민첩성의스테이터스＋<NUM0>', 'text_rus': 'Повышает ОЗ, АТК, ЗЩТ и СКР на <NUM0>.', 'text_spa': 'Aumenta los PS, el ATQ, la DEF y la VEL en <NUM0>.'}"
