RecipeId	Index	Quantity	Uses	Flag	ItemName	IngredientName1	IngredientName2	IngredientName3	IngredientName4	Category1	Category2	Category3	ItemId	IngredientId1	IngredientId2	IngredientId3	IngredientId4	DlcId
150479882	244	1	0	1	Angel Ribbon	Moffcloth	Lucky Clover	Mana Petal		(Magical)	(Flowers)	(Metal)	823033536	1365773232	397281673	1748601842	0	0
1846446668	245	1	0	1	Godspeed Boots	Traveler's Shoes	Giant Bird Feather	Devil's Soul		(Cloth)	(Gases)	(Animal Mat.)	1475924218	1492091826	312039597	1736712702	0	0
21915683	246	1	0	1	Snow Boots	Traveler's Shoes	Heavenly String	Fine Pelt	Sunbeam Powder	(Food)	(Animal Mat.)	(Cloth)	951595669	1492091826	1888697275	2062748672	1080036459	0
1886945044	247	1	0	1	Phantom Scarf	Flügel	Heavenly String	Eternal Breeze		(Gases)	(Dragon Mat.)	(Cloth)	1234052514	2028095357	1888697275	978862733	0	0
261480465	248	1	0	1	Lanterna Earrings	Flügel	Celestial Silver Stone	Lanterna Blossoms		(Misc.)	(Flowers)	(Food)	912505511	2028095357	1970930026	1093890593	0	0
1768115797	249	1	0	1	Hallfein Pendant	Ōkeagyrn	Everlasting Saft	Eternal Crystal		(Neutralizers)	(Metal)	(Magical)	1351947491	1179128739	1889313019	2105727464	0	0
1636426184	250	1	0	1	Spirit Beast's Tail	Geranóvirgen	Mythical Hide	Water Beast Fossil	Stretchy Band	(Animal Mat.)	(Cloth)	(Threads)	1484766066	921957720	728189870	1631991673	102597514	0
378458450	251	1	0	1	Spirit Belt	Geranóvirgen	Snowflake Crystal	Dragon Meat	Frost-Speckled Wood	(Cloth)	(Dragon Mat.)	(Magical)	796429288	921957720	1661495002	1643172121	400222564	0
1089527127	260	1	0	0	Dark Virid Pearl	Dark Virid Pearl	Dark Virid Pearl	Dark Virid Pearl	Dark Virid Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1363239453	1363239453	1363239453	1363239453	1363239453	0
938995137	261	1	0	0	Crimson Virid Pearl	Crimson Virid Pearl	Crimson Virid Pearl	Crimson Virid Pearl	Crimson Virid Pearl	(Starpearls)	(Starpearls)	(Starpearls)	642142859	642142859	642142859	642142859	642142859	0
1359037317	262	1	0	0	Azure Virid Pearl	Azure Virid Pearl	Azure Virid Pearl	Azure Virid Pearl	Azure Virid Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1085340879	1085340879	1085340879	1085340879	1085340879	0
1677546019	263	1	0	0	Dark Abyss Pearl	Dark Abyss Pearl	Dark Abyss Pearl	Dark Abyss Pearl	Dark Abyss Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1356895242	1356895242	1356895242	1356895242	1356895242	0
351953589	264	1	0	0	Crimson Abyss Pearl	Crimson Abyss Pearl	Crimson Abyss Pearl	Crimson Abyss Pearl	Crimson Abyss Pearl	(Starpearls)	(Starpearls)	(Starpearls)	669492384	669492384	669492384	669492384	669492384	0
1913441521	265	1	0	0	Azure Abyss Pearl	Azure Abyss Pearl	Azure Abyss Pearl	Azure Abyss Pearl	Azure Abyss Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1091635930	1091635930	1091635930	1091635930	1091635930	0
1865762490	266	1	0	0	Dark Bone Pearl	Dark Bone Pearl	Dark Bone Pearl	Dark Bone Pearl	Dark Bone Pearl	(Starpearls)	(Starpearls)	(Starpearls)	2122643954	2122643954	2122643954	2122643954	2122643954	0
405960236	267	1	0	0	Crimson Bone Pearl	Crimson Bone Pearl	Crimson Bone Pearl	Crimson Bone Pearl	Crimson Bone Pearl	(Starpearls)	(Starpearls)	(Starpearls)	159631720	159631720	159631720	159631720	159631720	0
2126829674	268	1	0	0	Azure Bone Pearl	Azure Bone Pearl	Azure Bone Pearl	Azure Bone Pearl	Azure Bone Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1869965090	1869965090	1869965090	1869965090	1869965090	0
577094256	269	1	0	0	Dark Fyr Pearl	Dark Fyr Pearl	Dark Fyr Pearl	Dark Fyr Pearl	Dark Fyr Pearl	(Starpearls)	(Starpearls)	(Starpearls)	869563684	869563684	869563684	869563684	869563684	0
1432548090	270	1	0	0	Crimson Fyr Pearl	Crimson Fyr Pearl	Crimson Fyr Pearl	Crimson Fyr Pearl	Crimson Fyr Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1154698674	1154698674	1154698674	1154698674	1154698674	0
865361084	271	1	0	0	Azure Fyr Pearl	Azure Fyr Pearl	Azure Fyr Pearl	Azure Fyr Pearl	Azure Fyr Pearl	(Starpearls)	(Starpearls)	(Starpearls)	572908536	572908536	572908536	572908536	572908536	0
1768232829	272	1	0	0	Dark Frost Pearl	Dark Frost Pearl	Dark Frost Pearl	Dark Frost Pearl	Dark Frost Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1745456233	1745456233	1745456233	1745456233	1745456233	0
509749227	273	1	0	0	Crimson Frost Pearl	Crimson Frost Pearl	Crimson Frost Pearl	Crimson Frost Pearl	Crimson Frost Pearl	(Starpearls)	(Starpearls)	(Starpearls)	521059583	521059583	521059583	521059583	521059583	0
2023000495	274	1	0	0	Azure Frost Pearl	Azure Frost Pearl	Azure Frost Pearl	Azure Frost Pearl	Azure Frost Pearl	(Starpearls)	(Starpearls)	(Starpearls)	2046300859	2046300859	2046300859	2046300859	2046300859	0
1017796414	275	1	0	0	Dark Shine Pearl	Dark Shine Pearl	Dark Shine Pearl	Dark Shine Pearl	Dark Shine Pearl	(Starpearls)	(Starpearls)	(Starpearls)	263688471	263688471	263688471	263688471	263688471	0
1269655468	276	1	0	0	Crimson Shine Pearl	Crimson Shine Pearl	Crimson Shine Pearl	Crimson Shine Pearl	Crimson Shine Pearl	(Starpearls)	(Starpearls)	(Starpearls)	2024841601	2024841601	2024841601	2024841601	2024841601	0
760990190	277	1	0	0	Azure Shine Pearl	Azure Shine Pearl	Azure Shine Pearl	Azure Shine Pearl	Azure Shine Pearl	(Starpearls)	(Starpearls)	(Starpearls)	507908037	507908037	507908037	507908037	507908037	0
769553880	300	1	0	1	Woodcutter's Axe	Tough Bone	Tough Bone	Rouge Gemstone		(Gemstones)	(Sand)	(Uni)	378208873	929672413	929672413	1673446482	0	0
1524188482	301	1	0	1	Gold Axe	Woodcutter's Axe	Rusted Sword	Goldinite		(Animal Mat.)	(Metal)	(Ore)	1636578047	378208873	1606996164	174236913	0	0
1009773316	302	1	0	1	Starlight Axe	Gold Axe	Beast Shell	Tíkometal	Hainelight	(Metal)	(Lumber)	(Beehives)	125476027	1636578047	1860622521	1340797831	1482100967	0
2053619237	303	1	0	1	Grass Sickle​	Sharp Claws	Sharp Claws	Blue Gemstone		(Uni)	(Metal)	(Plants)	832175709	225276371	225276371	1571003278	0	0
224431795	304	1	0	1	Golden Sickle	Grass Sickle​	Rusted Sword	Goldinite		(Sand)	(Metal)	(Fruit)	1184812747	832175709	1606996164	174236913	0	0
1805000951	305	1	0	1	Luminous Sickle	Golden Sickle	Tíkometal	Ancient Sword	Hainelight	(Metal)	(Lumber)	(Plants)	543711375	1184812747	1340797831	1938765783	1482100967	0
962505290	306	1	0	1	Bug Net	Silver Web	Silver Web	Eiche		(Bugs)	(Threads)	(Lumber)	34332151	1901592439	1901592439	453458891	0	0
1314495200	307	1	0	1	Gold Bug Net	Bug Net	Gold Steel Web	Goldinite		(Lumber)	(Threads)	(Bugs)	1963781473	34332151	1621516709	174236913	0	0
682570906	308	1	0	1	Moonlight Bug Net	Gold Bug Net	Strong Alchemy Fibers	Ancient Sword	Hainelight	(Threads)	(Fruit)	(Bugs)	335168293	1963781473	310070576	1938765783	1482100967	0
1391342158	320	1	0	1	Traveler's Shoes	Fluffy Wool	Cloth	Blessed Feather		(Bugs)	(Threads)	(Animal Mat.)	1492091826	568788969	1879695076	922905939	0	0
80868501	321	1	0	1	Victor's Charm	Guardian Armor	Mine Ant	Alchemy Fibers	Sharp Claws	(Bugs)	(Marine)	(Medicinal)	248530281	127808194	744769546	1955455862	225276371	0
1283424920	322	1	0	1	Training Charm	Seele Pilós	Baby Menace	Stretchy Band	Spiral Bone	(Animal Mat.)	(Ore)	(Threads)	125944558	281089758	227038212	102597514	1095053287	0
2082833480	323	1	0	1	Vitality Charm	Moffcloth	Elder Garlic	Baby Menace	Guardian Armor	(Ore)	(Fruit)	(Medicine)	1982084540	1365773232	534185689	227038212	127808194	0
1433831758	324	1	0	1	Assault Bangle	Beast Meat	Beast Shell	Demon Uni	Sharp Claws	(Gemstones)	(Bugs)	(Uni)	512280888	1912684169	1860622521	494157157	225276371	0
1026084450	330	1	0	1	Geist Core - Purple	Broken Geist Core	Tears of the Fallen Star	Fortima Ore		(Ore)	(Poisons)	(Bugs)	2119170799	1986077821	1688546280	1326849943	0	0
1092091148	331	1	0	1	Bungee Gem - Green	Bungee Gem - Blue	Schwertite	Arbor Ivy		(Gemstones)	(Plants)	(Flowers)	580437356	243810590	953504459	1649970805	0	0
427948887	332	1	0	1	Bungee Gem - Red	Bungee Gem - Green	Schwertite	Goldinite		(Gemstones)	(Gunpowder)	(Metal)	67672928	580437356	953504459	174236913	0	0
1361664193	333	1	0	1	Bungee Gem - Gold	Bungee Gem - Red	Schwertite	Ancient Sword		(Gemstones)	(Mushrooms)	(Misc.)	686319877	67672928	953504459	1938765783	0	0
1199182842	334	1	0	1	Dimensional Gate	Dimensional Wedge	Dark Dew	Lunastone		(Metal)	(Water)	(Dragon Mat.)	1499519005	539450216	815571532	1340712083	0	0
212824756	335	1	0	1	Ring of Souls	Cradle's Wing	Vajra Wire	Mysterious Metal Shard		(Threads)	(Metal)	(Misc.)	722578387	1730167594	1090139267	612791486	0	0
1589537821	26	2	0	0	Dragon's Tear	Ancient Blue Water	Dragon Meat	Dragon Eye		(Medicinal)	(Fruit)	(Neutralizers)	1813148685	385395481	1643172121	879017728	0	1274983891
944292441	46	2	0	0	Time Control Hourglass	Orange Glass	Diamant Gemstone	Dragon Hourglass		(Gases)	(Misc.)	(Gunpowder)	182770249	305037626	638721037	938219941	0	1274983891
1330639567	25	2	0	0	Medicinal Sap	Spirit Dew	Diaphane	Shepherdflower		(Sand)	(Marine)	(Beehives)	2112088799	1077131905	1184139538	1830153363	0	1274983891
785684626	42	2	0	0	Mini Volcano	Sunbeam Powder	Zafloa Oil	Rouge Gemstone		(Neutralizers)	(Water)	(Sand)	477659268	1080036459	438774936	1673446482	0	1274983891
1507043332	58	2	0	0	Toxilixir	Purple Neutralizer	Multicolor Dye	Dark Dew		(Gemstones)	(Medicine)	(Bugs)	1803530262	1555963338	2003793884	815571532	0	1274983891
1059391042	47	2	0	0	Blue Flame Ember	Zapping Water	Eternal Crystal	Flame Emperor Dust		(Elixirs)	(Gases)	(Misc.)	227090000	1360721953	2105727464	1254474818	0	1274983891
1210201816	17	2	0	0	Rainbow Veil	Gold Steel Web	Rainbow Neutralizer	Blessed Feather		(Flowers)	(Animal Mat.)	(Gases)	2056138438	1621516709	1002960756	922905939	0	1274983891
660788409	51	2	0	0	Lunar Drop	Tall Taun	Torch Grass	Heilige Blume		(Threads)	(Neutralizers)	(Animal Mat.)	365874345	502860880	927778175	889118699	0	1274983891
296651093	123	1	3	0	Puni Matter	Devil's Soul	Gold Puniball	Silver Puniball		(Puni)	(Magical)	(Gunpowder)	405058249	1736712702	1729414894	202537561	0	1274983891
2002265873	124	1	3	0	Elemental Sword	Rusted Sword	Ancient Sword	Daydream Crystal		(Ingots)	(Metal)	(Dragon Mat.)	2127699085	1606996164	1938765783	622999379	0	1274983891
1736304462	148	1	3	0	Bluten Veil	Diaphane	Lanterna Shell	Spirit Tears	Pretty Shells	(Water)	(Sand)	(Marine)	1861737680	1184139538	63817874	241122386	1087583981	725171254
895243703	149	1	3	0	Aries Candy	Gold Beehive	Superpowder	Umbrella Tree Strawberry	Sparkling Sand	(Food)	(Gemstones)	(Edibles)	104960926	1012836089	269000885	61356949	1979772462	1274983891
1414420993	165	1	3	0	Viel Einfugen	Fresh Meat	Mushroom Colony	Superpowder	Nectar Fruit	(Animal Mat.)	(Edibles)	(Plants)	1573151133	1497826300	598069781	269000885	1094510958	725171254
100466138	166	1	3	0	Friendship Brush	Rainbow Coral Fragment	Jellyfish Larvae	Blue Flame Riverstone		(Misc.)	(Water)	(Neutralizers)	920730609	645736256	1617692500	1764635465	0	1274983891
1294878720	175	1	3	0	Absolute Pain	Golem Core	Black Agujero	Black Volcanic Ore		(Magical)	(Gunpowder)	(Gemstones)	295423408	67038407	1802916448	758740077	0	1274983891
735635898	176	1	3	0	Convenient Broom	Cotton Grass	Alchemist's Broom	Langwolke		(Ore)	(Cloth)	(Misc.)	2003657718	513455225	904424455	1941503559	0	1274983891
1581857958	210	1	0	0	Stellar Futuro	Silvalia	Torch Grass	Unknown Gemstone		(Gemstones)	(Ingots)	(Puni)	510174376	1805598216	927778175	1256813448	0	725171254
952079072	211	1	0	0	Anfang Suchen	Gold Eisen	Ancient Sword	Fairystone Fragment		(Ore)	(Ingots)	(Stone)	2023623394	1653445612	1938765783	1753176835	0	725171254
595794337	232	1	0	0	Celestial Dress	Geranóvirgen	Lumiere Potpourri	Heilige Blume		(Flowers)	(Threads)	(Cloth)	1671594403	921957720	401460900	889118699	0	1274983891
1165342693	233	1	0	0	Black Dragon Coat	Geranóvirgen	Monster Poison Organ	Fine Pelt		(Cloth)	(Dragon Mat.)	(Metal)	89403367	921957720	765271129	2062748672	0	1274983891
846366579	234	1	0	0	Golden Mail	Geranóvirgen	Gold Eisen	Guardian Armor		(Water)	(Metal)	(Stone)	1918050161	921957720	1653445612	127808194	0	1274983891
1407839534	235	1	0	0	Stark Cologne	Geranóvirgen	Tíkometal	Snowflake Crystal		(Cloth)	(Threads)	(Neutralizers)	331904300	921957720	1340797831	1661495002	0	1274983891
2113639216	309	1	0	0	Decoy Doll	Chainweb	Klavier Band	Tail Fern		(Animal Mat.)	(Cloth)	(Dragon Mat.)	1953605806	396448051	1933797735	1310382082	0	1274983891
453852534	252	1	0	0	Dragon Scale Necklace	Inverted Scale	Vajra Wire	Seele Pilós		(Magical)	(Metal)	(Misc.)	310839016	1978014181	1090139267	281089758	0	1274983891
1812598244	253	1	0	0	Old Dragon's Claw	Sturdy Claws	Demon Claws	Holy Crystal Weight		(Animal Mat.)	(Ore)	(Metal)	1702901374	1486125131	1956188286	1460589967	0	1274983891
637956883	278	1	0	0	Silver Virid Pearl	Silver Virid Pearl	Silver Virid Pearl	Silver Virid Pearl	Silver Virid Pearl	(Starpearls)	(Starpearls)	(Starpearls)	934792281	934792281	934792281	934792281	934792281	1022985541
1201477968	279	1	0	0	Gold Virid Pearl	Gold Virid Pearl	Gold Virid Pearl	Gold Virid Pearl	Gold Virid Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1445766660	1445766660	1445766660	1445766660	1445766660	1022985541
84671591	280	1	0	0	Silver Abyss Pearl	Silver Abyss Pearl	Silver Abyss Pearl	Silver Abyss Pearl	Silver Abyss Pearl	(Starpearls)	(Starpearls)	(Starpearls)	907426380	907426380	907426380	907426380	907426380	1022985541
1687197242	281	1	0	0	Gold Abyss Pearl	Gold Abyss Pearl	Gold Abyss Pearl	Gold Abyss Pearl	Gold Abyss Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1468878865	1468878865	1468878865	1468878865	1468878865	1022985541
163834112	282	1	0	0	Silver Bone Pearl	Silver Bone Pearl	Silver Bone Pearl	Silver Bone Pearl	Silver Bone Pearl	(Starpearls)	(Starpearls)	(Starpearls)	410146740	410146740	410146740	410146740	410146740	1022985541
1750631075	283	1	0	0	Gold Bone Pearl	Gold Bone Pearl	Gold Bone Pearl	Gold Bone Pearl	Gold Bone Pearl	(Starpearls)	(Starpearls)	(Starpearls)	2045328873	2045328873	2045328873	2045328873	2045328873	1022985541
1150512170	284	1	0	0	Silver Fyr Pearl	Silver Fyr Pearl	Silver Fyr Pearl	Silver Fyr Pearl	Silver Fyr Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1428345698	1428345698	1428345698	1428345698	1428345698	1022985541
621282935	285	1	0	0	Gold Fyr Pearl	Gold Fyr Pearl	Gold Fyr Pearl	Gold Fyr Pearl	Gold Fyr Pearl	(Starpearls)	(Starpearls)	(Starpearls)	884586813	884586813	884586813	884586813	884586813	1022985541
261339449	286	1	0	0	Silver Frost Pearl	Silver Frost Pearl	Silver Frost Pearl	Silver Frost Pearl	Silver Frost Pearl	(Starpearls)	(Starpearls)	(Starpearls)	251601453	251601453	251601453	251601453	251601453	1022985541
1846072166	287	1	0	0	Gold Frost Pearl	Gold Frost Pearl	Gold Frost Pearl	Gold Frost Pearl	Gold Frost Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1868843120	1868843120	1868843120	1868843120	1868843120	1022985541
1516042616	288	1	0	0	Silver Shine Pearl	Silver Shine Pearl	Silver Shine Pearl	Silver Shine Pearl	Silver Shine Pearl	(Starpearls)	(Starpearls)	(Starpearls)	1765883731	1765883731	1765883731	1765883731	1765883731	1022985541
1002935077	289	1	0	0	Golden Shine Pearl	Golden Shine Pearl	Golden Shine Pearl	Golden Shine Pearl	Golden Shine Pearl	(Starpearls)	(Starpearls)	(Starpearls)	148526350	148526350	148526350	148526350	148526350	1022985541
