Index	Area	EnemyName1	EnemyName2	EnemyName3	EnemyName4	EnemyName5	Floors
-2	Dripcrystal Cave	Rock Golem					[5, 8]
-2	Dripcrystal Cave	Scion of the Sands					[5, 8]
-2	Dripcrystal Cave	Rock Golem					[9, 12]
-2	Dripcrystal Cave	Scion of the Sands					[9, 12]
-2	Dripcrystal Cave	Silver Puni					[1, 4]
-2	Dripcrystal Cave	Gold Puni					[1, 4]
-2	Dripcrystal Cave	Silver Puni	Gold Puni				[1, 4]
-2	Dripcrystal Cave	Silver Puni					[1, 4]
-2	Dripcrystal Cave	Gold Puni					[1, 4]
-2	Dripcrystal Cave	Silver Puni	Gold Puni				[1, 4]
-2	Dripcrystal Cave	Silver Puni					[5, 8]
-2	Dripcrystal Cave	Gold Puni					[5, 8]
-2	Dripcrystal Cave	Silver Puni	Gold Puni				[5, 8]
-2	Dripcrystal Cave	Silver Puni					[5, 8]
-2	Dripcrystal Cave	Gold Puni					[5, 8]
-2	Dripcrystal Cave	Silver Puni	Gold Puni				[5, 8]
-2	Dripcrystal Cave	Silver Puni					[9, 12]
-2	Dripcrystal Cave	Gold Puni					[9, 12]
-2	Dripcrystal Cave	Silver Puni	Gold Puni				[9, 12]
-2	Dripcrystal Cave	Precious Puni					[9, 12]
-2	Dripcrystal Cave	Shining Puni					[9, 12]
-2	Dripcrystal Cave	Precious Puni	Shining Puni				[9, 12]
-2	Dripcrystal Cave	Silver Puni					[9, 12]
-2	Dripcrystal Cave	Gold Puni					[9, 12]
-2	Dripcrystal Cave	Silver Puni	Gold Puni				[9, 12]
-2	Dripcrystal Cave	Precious Puni					[9, 12]
-2	Dripcrystal Cave	Shining Puni					[9, 12]
-2	Dripcrystal Cave	Precious Puni	Shining Puni				[9, 12]
-3	Mt. Bone-Eater	Green Puni	Wolf	Spore Dog	Blue Puppet	Sprinting Bird	[1, 5]
-3	Mt. Bone-Eater	Green Puni	Mini Wyvern	Fanged Bat	Living Armor	Gargoyle	[1, 5]
-3	Mt. Bone-Eater	Zephyr Feather	Jagd Wolf	Magician's Hat	Green Puppet	Wild Crest	[6, 10]
-3	Mt. Bone-Eater	Flower Puni	Large Fang	Immortal Knight	Tricker		[6, 10]
-3	Mt. Bone-Eater	Red Puni	Elder Fang	Magician's Hat	Yellow Puppet		[11, 15]
-3	Mt. Bone-Eater	Red Puni	Devil Horn	Blade Fang	Yellow Puppet		[11, 15]
-3	Mt. Bone-Eater	Stout Drake	Devil Horn	Blade Fang	Massive Beak	Giant Sheep	[11, 15]
-3	Mt. Bone-Eater	Demon of Betrayal					[1, 5]
-3	Mt. Bone-Eater	Moldruff					[1, 5]
-3	Mt. Bone-Eater	Demon of Betrayal					[6, 10]
-3	Mt. Bone-Eater	Moldruff					[6, 10]
-3	Mt. Bone-Eater	Greedy Drake					[6, 10]
-3	Mt. Bone-Eater	Moldruff					[11, 15]
-3	Mt. Bone-Eater	Greedy Drake					[11, 15]
-3	Mt. Bone-Eater	Silver Puni					[1, 5]
-3	Mt. Bone-Eater	Gold Puni					[1, 5]
-3	Mt. Bone-Eater	Silver Puni	Gold Puni				[1, 5]
-3	Mt. Bone-Eater	Silver Puni					[1, 5]
-3	Mt. Bone-Eater	Gold Puni					[1, 5]
-3	Mt. Bone-Eater	Silver Puni	Gold Puni				[1, 5]
-3	Mt. Bone-Eater	Silver Puni					[6, 10]
-3	Mt. Bone-Eater	Gold Puni					[6, 10]
-3	Mt. Bone-Eater	Silver Puni	Gold Puni				[6, 10]
-3	Mt. Bone-Eater	Silver Puni					[6, 10]
-3	Mt. Bone-Eater	Gold Puni					[6, 10]
-3	Mt. Bone-Eater	Silver Puni	Gold Puni				[6, 10]
-3	Mt. Bone-Eater	Silver Puni					[11, 15]
-3	Mt. Bone-Eater	Gold Puni					[11, 15]
-3	Mt. Bone-Eater	Silver Puni	Gold Puni				[11, 15]
-3	Mt. Bone-Eater	Precious Puni					[11, 15]
-3	Mt. Bone-Eater	Shining Puni					[11, 15]
-3	Mt. Bone-Eater	Precious Puni	Shining Puni				[11, 15]
-3	Mt. Bone-Eater	Silver Puni					[11, 15]
-3	Mt. Bone-Eater	Gold Puni					[11, 15]
-3	Mt. Bone-Eater	Silver Puni	Gold Puni				[11, 15]
-3	Mt. Bone-Eater	Precious Puni					[11, 15]
-3	Mt. Bone-Eater	Shining Puni					[11, 15]
-3	Mt. Bone-Eater	Precious Puni	Shining Puni				[11, 15]
-4	Loiky Lava Cave	Red Puppet	Rock Puppet	Desert Turtle	Carrier	Chaos Blossom	[1, 5]
-4	Loiky Lava Cave	Red Puppet	Tricker	Apostle	Immortal Knight	Zephyr Feather	[1, 5]
-4	Loiky Lava Cave	Fairystone Puppet	Desert Turtle	Carrier	Chaos Blossom	Zephyr Feather	[6, 10]
-4	Loiky Lava Cave	Red Puppet	Fairystone Puppet	Devil Horn	Apostle	Immortal Knight	[6, 10]
-4	Loiky Lava Cave	Yellow Puppet	Metal Golem	Prism Shell	Burning Rose	Devil Horn	[11, 15]
-4	Loiky Lava Cave	Yellow Puppet	Devil Horn	Thoth	Burning Rose	Prism Shell	[11, 15]
-4	Loiky Lava Cave	Yellow Puppet	Devil Horn	Dinosaur	Giant Sheep	Draconic Lord	[11, 15]
-4	Loiky Lava Cave	Mighty Hauler					[1, 5]
-4	Loiky Lava Cave	Jewel Walker					[1, 5]
-4	Loiky Lava Cave	Mighty Hauler					[6, 10]
-4	Loiky Lava Cave	Jewel Walker					[6, 10]
-4	Loiky Lava Cave	Titanic Puppet					[6, 10]
-4	Loiky Lava Cave	Jewel Walker					[11, 15]
-4	Loiky Lava Cave	Titanic Puppet					[11, 15]
-4	Loiky Lava Cave	Silver Puni					[1, 5]
-4	Loiky Lava Cave	Gold Puni					[1, 5]
-4	Loiky Lava Cave	Silver Puni	Gold Puni				[1, 5]
-4	Loiky Lava Cave	Silver Puni					[1, 5]
-4	Loiky Lava Cave	Gold Puni					[1, 5]
-4	Loiky Lava Cave	Silver Puni	Gold Puni				[1, 5]
-4	Loiky Lava Cave	Silver Puni					[6, 10]
-4	Loiky Lava Cave	Gold Puni					[6, 10]
-4	Loiky Lava Cave	Silver Puni	Gold Puni				[6, 10]
-4	Loiky Lava Cave	Silver Puni					[6, 10]
-4	Loiky Lava Cave	Gold Puni					[6, 10]
-4	Loiky Lava Cave	Silver Puni	Gold Puni				[6, 10]
-4	Loiky Lava Cave	Silver Puni					[11, 15]
-4	Loiky Lava Cave	Gold Puni					[11, 15]
-4	Loiky Lava Cave	Silver Puni	Gold Puni				[11, 15]
-4	Loiky Lava Cave	Precious Puni					[11, 15]
-4	Loiky Lava Cave	Shining Puni					[11, 15]
-4	Loiky Lava Cave	Precious Puni	Shining Puni				[11, 15]
-4	Loiky Lava Cave	Silver Puni					[11, 15]
-4	Loiky Lava Cave	Gold Puni					[11, 15]
-4	Loiky Lava Cave	Silver Puni	Gold Puni				[11, 15]
-4	Loiky Lava Cave	Precious Puni					[11, 15]
-4	Loiky Lava Cave	Shining Puni					[11, 15]
-4	Loiky Lava Cave	Precious Puni	Shining Puni				[11, 15]
-5	Darklit Tundra	Big Puni	Fairystone Puppet	Scarf Bunny	Platinum Flower	Desert Turtle	[1, 6]
-5	Darklit Tundra	Big Puni	Elder Fang	Frost Bat	Deep Phantom	Magical Parasol	[1, 6]
-5	Darklit Tundra	Big Green Puni	Elder Fang	Scarf Bunny	Platinum Flower	Prism Shell	[7, 12]
-5	Darklit Tundra	Magical Parasol	Metal Golem	Frost Bat	Deep Phantom		[7, 12]
-5	Darklit Tundra	Elder Fang	Metal Golem	Scarf Bunny	Eternal Guardian	Prism Shell	[13, 18]
-5	Darklit Tundra	Scarf Bunny	Elder Fang	Blade Fang	Deep Phantom	Magical Parasol	[13, 18]
-5	Darklit Tundra	Big Red Puni	Elder Fang	Magical Parasol			[13, 18]
-5	Darklit Tundra	Covetous Devil					[1, 6]
-5	Darklit Tundra	Ghastly Grin					[1, 6]
-5	Darklit Tundra	Covetous Devil					[7, 12]
-5	Darklit Tundra	Ghastly Grin					[7, 12]
-5	Darklit Tundra	Frenzied Predator					[7, 12]
-5	Darklit Tundra	Ghastly Grin					[13, 18]
-5	Darklit Tundra	Frenzied Predator					[13, 18]
-5	Darklit Tundra	Silver Puni					[1, 6]
-5	Darklit Tundra	Gold Puni					[1, 6]
-5	Darklit Tundra	Silver Puni	Gold Puni				[1, 6]
-5	Darklit Tundra	Silver Puni					[1, 6]
-5	Darklit Tundra	Gold Puni					[1, 6]
-5	Darklit Tundra	Silver Puni	Gold Puni				[1, 6]
-5	Darklit Tundra	Silver Puni					[7, 12]
-5	Darklit Tundra	Gold Puni					[7, 12]
-5	Darklit Tundra	Silver Puni	Gold Puni				[7, 12]
-5	Darklit Tundra	Silver Puni					[7, 12]
-5	Darklit Tundra	Gold Puni					[7, 12]
-5	Darklit Tundra	Silver Puni	Gold Puni				[7, 12]
-5	Darklit Tundra	Silver Puni					[13, 18]
-5	Darklit Tundra	Gold Puni					[13, 18]
-5	Darklit Tundra	Silver Puni	Gold Puni				[13, 18]
-5	Darklit Tundra	Precious Puni					[13, 18]
-5	Darklit Tundra	Shining Puni					[13, 18]
-5	Darklit Tundra	Precious Puni	Shining Puni				[13, 18]
-5	Darklit Tundra	Silver Puni					[13, 18]
-5	Darklit Tundra	Gold Puni					[13, 18]
-5	Darklit Tundra	Silver Puni	Gold Puni				[13, 18]
-5	Darklit Tundra	Precious Puni					[13, 18]
-5	Darklit Tundra	Shining Puni					[13, 18]
-5	Darklit Tundra	Precious Puni	Shining Puni				[13, 18]
-6	Ancient Capital Corridors	Fairystone Puppet	Jagd Wolf	Red Puppet	Tricker	Great Guardian	[1, 3]
-6	Ancient Capital Corridors	Fairystone Puppet	Man o' War	Thoth	Great Guardian	Carrier	[1, 3]
-6	Ancient Capital Corridors	Jagd Wolf	Red Puppet	Tricker	Thoth	Carrier	[4, 6]
-6	Ancient Capital Corridors	Jagd Wolf	Fairystone Puppet	Man o' War	Thoth		[4, 6]
-6	Ancient Capital Corridors	Fairystone Puppet	Red Puppet	Tricker	Thoth		[7, 9]
-6	Ancient Capital Corridors	Jagd Wolf	Man o' War	Thoth			[7, 9]
-6	Ancient Capital Corridors	Noble Archwolf					[1, 3]
-6	Ancient Capital Corridors	Big Muscular Bird					[1, 3]
-6	Ancient Capital Corridors	Noble Archwolf					[4, 6]
-6	Ancient Capital Corridors	Big Muscular Bird					[4, 6]
-6	Ancient Capital Corridors	Colossal Crag					[4, 6]
-6	Ancient Capital Corridors	Big Muscular Bird					[7, 9]
-6	Ancient Capital Corridors	Colossal Crag					[7, 9]
-6	Ancient Capital Corridors	Silver Puni					[1, 6]
-6	Ancient Capital Corridors	Gold Puni					[1, 6]
-6	Ancient Capital Corridors	Silver Puni	Gold Puni				[1, 6]
-6	Ancient Capital Corridors	Silver Puni					[1, 6]
-6	Ancient Capital Corridors	Gold Puni					[1, 6]
-6	Ancient Capital Corridors	Silver Puni	Gold Puni				[1, 6]
-6	Ancient Capital Corridors	Silver Puni					[7, 9]
-6	Ancient Capital Corridors	Gold Puni					[7, 9]
-6	Ancient Capital Corridors	Silver Puni	Gold Puni				[7, 9]
-6	Ancient Capital Corridors	Precious Puni					[7, 9]
-6	Ancient Capital Corridors	Shining Puni					[7, 9]
-6	Ancient Capital Corridors	Precious Puni	Shining Puni				[7, 9]
-6	Ancient Capital Corridors	Silver Puni					[7, 9]
-6	Ancient Capital Corridors	Gold Puni					[7, 9]
-6	Ancient Capital Corridors	Silver Puni	Gold Puni				[7, 9]
-6	Ancient Capital Corridors	Precious Puni					[7, 9]
-6	Ancient Capital Corridors	Shining Puni					[7, 9]
-6	Ancient Capital Corridors	Precious Puni	Shining Puni				[7, 9]
-7	Evermaze Forest: Peculiar	Puni	Spore Dog	Flower Pixie	Dryad	Giant Weasel	[1, 5]
-7	Evermaze Forest: Peculiar	Puni	Horned Sheep	Haunt	Ghost	Forest Jellyfish	[1, 5]
-7	Evermaze Forest: Peculiar	Green Puni	Magician's Hat	Zephyr Pixie	Ice Flower Spirit	Bluefin	[6, 10]
-7	Evermaze Forest: Peculiar	Green Puni	Ashen Wool	Funny Face	Scare Phantom	Forest Jellyfish	[6, 10]
-7	Evermaze Forest: Peculiar	Dreamcatcher	Magician's Hat	Flower Puni	Flower Gardener	Hide Stalker	[11, 15]
-7	Evermaze Forest: Peculiar	Flower Puni	Dreamcatcher	Funny Face	Scare Phantom	Man o' War	[11, 15]
-7	Evermaze Forest: Peculiar	Chaos Blossom	Dreamcatcher	Funny Face	Flower Gardener	Man o' War	[11, 15]
-7	Evermaze Forest: Peculiar	Wandering Pariah					[1, 5]
-7	Evermaze Forest: Peculiar	Elder Fairy					[1, 5]
-7	Evermaze Forest: Peculiar	Wandering Pariah					[6, 10]
-7	Evermaze Forest: Peculiar	Elder Fairy					[6, 10]
-7	Evermaze Forest: Peculiar	Moonlight Pixie					[6, 10]
-7	Evermaze Forest: Peculiar	Elder Fairy					[11, 15]
-7	Evermaze Forest: Peculiar	Moonlight Pixie					[11, 15]
-7	Evermaze Forest: Peculiar	Silver Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Gold Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Silver Puni	Gold Puni				[1, 15]
-7	Evermaze Forest: Peculiar	Precious Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Shining Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Precious Puni	Shining Puni				[1, 15]
-7	Evermaze Forest: Peculiar	Silver Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Gold Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Silver Puni	Gold Puni				[1, 15]
-7	Evermaze Forest: Peculiar	Precious Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Shining Puni					[1, 15]
-7	Evermaze Forest: Peculiar	Precious Puni	Shining Puni				[1, 15]
-8	Dripcrystal Cave: Peculiar	Green Puni	Stone Golem	Fanged Bat	Lickshroom	Hexagon Turtle	[1, 5]
-8	Dripcrystal Cave: Peculiar	Green Puni	Purple Puppet	Fanged Bat	Forest Jellyfish	Gargoyle	[1, 5]
-8	Dripcrystal Cave: Peculiar	Stone Golem	Meteorite Doll	Bleed, Wings of Calamity	Lickshroom	Black Shell	[6, 10]
-8	Dripcrystal Cave: Peculiar	Stone Golem	Blue Puppet	Bleed, Wings of Calamity	Man o' War	Tricker	[6, 10]
-8	Dripcrystal Cave: Peculiar	Meteorite Doll	Rock Puppet	Large Fang	Magician's Hat	Desert Turtle	[11, 15]
-8	Dripcrystal Cave: Peculiar	Meteorite Doll	Green Puppet	Large Fang	Man o' War	Tricker	[11, 15]
-8	Dripcrystal Cave: Peculiar	Failed Mixture					[1, 5]
-8	Dripcrystal Cave: Peculiar	Rock Golem					[1, 5]
-8	Dripcrystal Cave: Peculiar	Failed Mixture					[6, 10]
-8	Dripcrystal Cave: Peculiar	Rock Golem					[6, 10]
-8	Dripcrystal Cave: Peculiar	Scion of the Sands					[6, 10]
-8	Dripcrystal Cave: Peculiar	Rock Golem					[11, 15]
-8	Dripcrystal Cave: Peculiar	Scion of the Sands					[11, 15]
-8	Dripcrystal Cave: Peculiar	Silver Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Gold Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Silver Puni	Gold Puni				[1, 15]
-8	Dripcrystal Cave: Peculiar	Precious Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Shining Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Precious Puni	Shining Puni				[1, 15]
-8	Dripcrystal Cave: Peculiar	Silver Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Gold Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Silver Puni	Gold Puni				[1, 15]
-8	Dripcrystal Cave: Peculiar	Precious Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Shining Puni					[1, 15]
-8	Dripcrystal Cave: Peculiar	Precious Puni	Shining Puni				[1, 15]
-9	Mt. Bone-Eater: Peculiar	Green Puni	Wolf	Lickshroom	Blue Puppet	Sprinting Bird	[1, 5]
-9	Mt. Bone-Eater: Peculiar	Green Puni	Mini Wyvern	Fanged Bat	Living Armor	Gargoyle	[1, 5]
-9	Mt. Bone-Eater: Peculiar	Flower Puni	Jagd Wolf	Wild Crest	Green Puppet	Zephyr Feather	[6, 10]
-9	Mt. Bone-Eater: Peculiar	Flower Puni	Large Fang	Immortal Knight	Tricker	Spore Dog	[6, 10]
-9	Mt. Bone-Eater: Peculiar	Red Puni	Magician's Hat	Yellow Puppet	Elder Fang		[11, 15]
-9	Mt. Bone-Eater: Peculiar	Red Puni	Blade Fang	Devil Horn	Elder Fang		[11, 15]
-9	Mt. Bone-Eater: Peculiar	Giant Sheep	Blade Fang	Devil Horn	Stout Drake	Massive Beak	[11, 15]
-9	Mt. Bone-Eater: Peculiar	Demon of Betrayal					[1, 5]
-9	Mt. Bone-Eater: Peculiar	Moldruff					[1, 5]
-9	Mt. Bone-Eater: Peculiar	Demon of Betrayal					[6, 10]
-9	Mt. Bone-Eater: Peculiar	Moldruff					[6, 10]
-9	Mt. Bone-Eater: Peculiar	Greedy Drake					[6, 10]
-9	Mt. Bone-Eater: Peculiar	Moldruff					[11, 15]
-9	Mt. Bone-Eater: Peculiar	Greedy Drake					[11, 15]
-9	Mt. Bone-Eater: Peculiar	Silver Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Gold Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Silver Puni	Gold Puni				[1, 15]
-9	Mt. Bone-Eater: Peculiar	Precious Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Shining Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Precious Puni	Shining Puni				[1, 15]
-9	Mt. Bone-Eater: Peculiar	Silver Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Gold Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Silver Puni	Gold Puni				[1, 15]
-9	Mt. Bone-Eater: Peculiar	Precious Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Shining Puni					[1, 15]
-9	Mt. Bone-Eater: Peculiar	Precious Puni	Shining Puni				[1, 15]
-10	Loiky Lava Cave: Peculiar	Red Puppet	Rock Puppet	Desert Turtle	Carrier	Chaos Blossom	[1, 5]
-10	Loiky Lava Cave: Peculiar	Red Puppet	Tricker	Apostle	Immortal Knight	Zephyr Feather	[1, 5]
-10	Loiky Lava Cave: Peculiar	Zephyr Feather	Fairystone Puppet	Desert Turtle	Carrier	Chaos Blossom	[6, 10]
-10	Loiky Lava Cave: Peculiar	Red Puppet	Devil Horn	Apostle	Immortal Knight	Fairystone Puppet	[6, 10]
-10	Loiky Lava Cave: Peculiar	Yellow Puppet	Metal Golem	Prism Shell	Burning Rose	Thoth	[11, 15]
-10	Loiky Lava Cave: Peculiar	Yellow Puppet	Devil Horn	Thoth	Metal Golem		[11, 15]
-10	Loiky Lava Cave: Peculiar	Dinosaur	Giant Sheep	Draconic Lord	Burning Rose		[11, 15]
-10	Loiky Lava Cave: Peculiar	Mighty Hauler					[1, 5]
-10	Loiky Lava Cave: Peculiar	Jewel Walker					[1, 5]
-10	Loiky Lava Cave: Peculiar	Mighty Hauler					[6, 10]
-10	Loiky Lava Cave: Peculiar	Jewel Walker					[6, 10]
-10	Loiky Lava Cave: Peculiar	Titanic Puppet					[6, 10]
-10	Loiky Lava Cave: Peculiar	Jewel Walker					[11, 15]
-10	Loiky Lava Cave: Peculiar	Titanic Puppet					[11, 15]
-10	Loiky Lava Cave: Peculiar	Silver Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Gold Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Silver Puni	Gold Puni				[1, 15]
-10	Loiky Lava Cave: Peculiar	Precious Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Shining Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Precious Puni	Shining Puni				[1, 15]
-10	Loiky Lava Cave: Peculiar	Silver Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Gold Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Silver Puni	Gold Puni				[1, 15]
-10	Loiky Lava Cave: Peculiar	Precious Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Shining Puni					[1, 15]
-10	Loiky Lava Cave: Peculiar	Precious Puni	Shining Puni				[1, 15]
-11	Darklit Tundra: Peculiar	Big Puni	Fairystone Puppet	Scarf Bunny	Elder Fang	Platinum Flower	[1, 5]
-11	Darklit Tundra: Peculiar	Big Puni	Frost Bat	Deep Phantom	Desert Turtle	Magical Parasol	[1, 5]
-11	Darklit Tundra: Peculiar	Big Green Puni	Scarf Bunny	Platinum Flower	Elder Fang	Prism Shell	[6, 10]
-11	Darklit Tundra: Peculiar	Magical Parasol	Metal Golem	Frost Bat	Deep Phantom		[6, 10]
-11	Darklit Tundra: Peculiar	Prism Shell	Metal Golem	Scarf Bunny	Deep Phantom	Blade Fang	[11, 15]
-11	Darklit Tundra: Peculiar	Elder Fang	Blade Fang	Deep Phantom	Eternal Guardian	Magical Parasol	[11, 15]
-11	Darklit Tundra: Peculiar	Big Red Puni	Blade Fang	Deep Phantom	Eternal Guardian	Magical Parasol	[11, 15]
-11	Darklit Tundra: Peculiar	Covetous Devil					[1, 5]
-11	Darklit Tundra: Peculiar	Ghastly Grin					[1, 5]
-11	Darklit Tundra: Peculiar	Covetous Devil					[6, 10]
-11	Darklit Tundra: Peculiar	Ghastly Grin					[6, 10]
-11	Darklit Tundra: Peculiar	Frenzied Predator					[6, 10]
-11	Darklit Tundra: Peculiar	Ghastly Grin					[11, 15]
-11	Darklit Tundra: Peculiar	Frenzied Predator					[11, 15]
-11	Darklit Tundra: Peculiar	Silver Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Gold Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Silver Puni	Gold Puni				[1, 15]
-11	Darklit Tundra: Peculiar	Precious Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Shining Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Precious Puni	Shining Puni				[1, 15]
-11	Darklit Tundra: Peculiar	Silver Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Gold Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Silver Puni	Gold Puni				[1, 15]
-11	Darklit Tundra: Peculiar	Precious Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Shining Puni					[1, 15]
-11	Darklit Tundra: Peculiar	Precious Puni	Shining Puni				[1, 15]
