SkillId	text_ENG	desc_ENG	Unknown1	Numbers1	Unknown2	Power1	Values1	Power2	Values2	Number	Flag	Index	Unknown3	text_JPN	desc_JPN	text_CHS	desc_CHS	text_CHT	desc_CHT	text_KOR	desc_KOR
262412911	Double Impact	Deals magic damage to all enemies. Boosts TP gained if target is stunned. Boosts all allies' ATK by {3}% during Multi-Actions while in the back row.	[0, 0, 0, 355072781]	[40, 0, 40, 350]	[539278608, 488251407, 0, 0, 0, 0, 0, 0]	180	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[753455847, 979779043, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 821671486, 1964438039, 0, 0, 0, 0]	ダブルインパクト	敵全体に魔法ダメージを与える。対象がブレイク中、獲得するＴＰが上昇する。後衛時、マルチアクションでの使用で味方全体の攻撃力を{3}％上昇させる	双重击打	对敌方全体造成魔法伤害。目标处于破防时，获得的TP提升。处于后卫时，使用多重行动可使我方全体攻击力提升{3}%。	雙重打擊	對敵方全體造成魔法傷害。目標破防時，獲得TP上升。處於後衛時，可使用多重行動使我方全體的攻擊力上升{3}%。	더블 임팩트	모든 적에게 마법 대미지를 준다. 대상이 브레이크 중이면 획득하는 TP가 상승한다. 후열 시, 멀티 액션으로 사용하면 모든 아군의 공격력을 {3}% 상승시킨다
943932783	Double Impact	Deals magic damage to all enemies. Boosts TP gained if target is stunned. Boosts all allies' ATK by {3}% during Multi-Actions while in the back row.	[0, 0, 0, 355072781]	[40, 0, 40, 350]	[539278608, 488251407, 0, 0, 0, 0, 0, 0]	190	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[753455847, 979779043, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1443829884, 1738759673, 0, 0, 0, 0]	ダブルインパクト	敵全体に魔法ダメージを与える。対象がブレイク中、獲得するＴＰが上昇する。後衛時、マルチアクションでの使用で味方全体の攻撃力を{3}％上昇させる	双重击打	对敌方全体造成魔法伤害。目标处于破防时，获得的TP提升。处于后卫时，使用多重行动可使我方全体攻击力提升{3}%。	雙重打擊	對敵方全體造成魔法傷害。目標破防時，獲得TP上升。處於後衛時，可使用多重行動使我方全體的攻擊力上升{3}%。	더블 임팩트	모든 적에게 마법 대미지를 준다. 대상이 브레이크 중이면 획득하는 TP가 상승한다. 후열 시, 멀티 액션으로 사용하면 모든 아군의 공격력을 {3}% 상승시킨다
1329886713	Double Impact	Deals magic damage to all enemies. Boosts TP gained if target is stunned. Boosts all allies' ATK by {3}% during Multi-Actions while in the back row.	[0, 0, 0, 355072781]	[40, 0, 40, 350]	[539278608, 488251407, 0, 0, 0, 0, 0, 0]	200	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[753455847, 979779043, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 554182894, 551601508, 0, 0, 0, 0]	ダブルインパクト	敵全体に魔法ダメージを与える。対象がブレイク中、獲得するＴＰが上昇する。後衛時、マルチアクションでの使用で味方全体の攻撃力を{3}％上昇させる	双重击打	对敌方全体造成魔法伤害。目标处于破防时，获得的TP提升。处于后卫时，使用多重行动可使我方全体攻击力提升{3}%。	雙重打擊	對敵方全體造成魔法傷害。目標破防時，獲得TP上升。處於後衛時，可使用多重行動使我方全體的攻擊力上升{3}%。	더블 임팩트	모든 적에게 마법 대미지를 준다. 대상이 브레이크 중이면 획득하는 TP가 상승한다. 후열 시, 멀티 액션으로 사용하면 모든 아군의 공격력을 {3}% 상승시킨다
786374564	Double Impact	Deals magic damage to all enemies. Boosts TP gained if target is stunned. Boosts all allies' ATK by {3}% during Multi-Actions while in the back row.	[0, 0, 0, 355072781]	[40, 0, 40, 350]	[539278608, 488251407, 0, 0, 0, 0, 0, 0]	210	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[753455847, 979779043, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1083392689, 1120404005, 0, 0, 0, 0]	ダブルインパクト	敵全体に魔法ダメージを与える。対象がブレイク中、獲得するＴＰが上昇する。後衛時、マルチアクションでの使用で味方全体の攻撃力を{3}％上昇させる	双重击打	对敌方全体造成魔法伤害。目标处于破防时，获得的TP提升。处于后卫时，使用多重行动可使我方全体攻击力提升{3}%。	雙重打擊	對敵方全體造成魔法傷害。目標破防時，獲得TP上升。處於後衛時，可使用多重行動使我方全體的攻擊力上升{3}%。	더블 임팩트	모든 적에게 마법 대미지를 준다. 대상이 브레이크 중이면 획득하는 TP가 상승한다. 후열 시, 멀티 액션으로 사용하면 모든 아군의 공격력을 {3}% 상승시킨다
1507340082	Double Impact	Deals magic damage to all enemies. Boosts TP gained if target is stunned. Boosts all allies' ATK by {3}% during Multi-Actions while in the back row.	[0, 0, 0, 355072781]	[40, 0, 40, 350]	[539278608, 488251407, 0, 0, 0, 0, 0, 0]	220	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[753455847, 979779043, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 932475431, 93035200, 0, 0, 0, 0]	ダブルインパクト	敵全体に魔法ダメージを与える。対象がブレイク中、獲得するＴＰが上昇する。後衛時、マルチアクションでの使用で味方全体の攻撃力を{3}％上昇させる	双重击打	对敌方全体造成魔法伤害。目标处于破防时，获得的TP提升。处于后卫时，使用多重行动可使我方全体攻击力提升{3}%。	雙重打擊	對敵方全體造成魔法傷害。目標破防時，獲得TP上升。處於後衛時，可使用多重行動使我方全體的攻擊力上升{3}%。	더블 임팩트	모든 적에게 마법 대미지를 준다. 대상이 브레이크 중이면 획득하는 TP가 상승한다. 후열 시, 멀티 액션으로 사용하면 모든 아군의 공격력을 {3}% 상승시킨다
1767027755	Charge Strike	Deals physical damage to an enemy. Has a {10}% chance to inflict Paralysis. Gain additional TP when you stun an enemy.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[1178150129, 1635452374, 0, 0, 0, 0, 0, 0]	50	[101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3734550374, 1127125923, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 73796108, 48827670, 0, 0, 0, 0]	チャージストライク	敵単体に物理ダメージを与え、{10}％の確率で麻痺を付与する。敵をブレイク時、TPを追加で獲得する	充填强袭	对敌方单体造成物理伤害，并有{10}%的概率赋予麻痹。敌人破防时，额外获得TP。	蓄積強襲	對敵方單體造成物理傷害，並以{10}%的機率賦予麻痺。使敵人破防時，可額外獲得TP。	차지 스트라이크	단일 적에게 물리 대미지를 주고 {10}%의 확률로 마비를 부여한다. 적 브레이크 시 추가로 TP를 획득한다
2145599423	Charge Strike	Deals physical damage to an enemy. Has a {10}% chance to inflict Paralysis. Gain additional TP when you stun an enemy.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[1178150129, 1635452374, 0, 0, 0, 0, 0, 0]	60	[101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3734550374, 1127125923, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 73796108, 48827670, 0, 0, 0, 0]	チャージストライク	敵単体に物理ダメージを与え、{10}％の確率で麻痺を付与する。敵をブレイク時、TPを追加で獲得する	充填强袭	对敌方单体造成物理伤害，并有{10}%的概率赋予麻痹。敌人破防时，额外获得TP。	蓄積強襲	對敵方單體造成物理傷害，並以{10}%的機率賦予麻痺。使敵人破防時，可額外獲得TP。	차지 스트라이크	단일 적에게 물리 대미지를 주고 {10}%의 확률로 마비를 부여한다. 적 브레이크 시 추가로 TP를 획득한다
149163817	Charge Strike	Deals physical damage to an enemy. Has a {10}% chance to inflict Paralysis. Gain additional TP when you stun an enemy.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[1178150129, 1635452374, 0, 0, 0, 0, 0, 0]	70	[101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3734550374, 1127125923, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 73796108, 48827670, 0, 0, 0, 0]	チャージストライク	敵単体に物理ダメージを与え、{10}％の確率で麻痺を付与する。敵をブレイク時、TPを追加で獲得する	充填强袭	对敌方单体造成物理伤害，并有{10}%的概率赋予麻痹。敌人破防时，额外获得TP。	蓄積強襲	對敵方單體造成物理傷害，並以{10}%的機率賦予麻痺。使敵人破防時，可額外獲得TP。	차지 스트라이크	단일 적에게 물리 대미지를 주고 {10}%의 확률로 마비를 부여한다. 적 브레이크 시 추가로 TP를 획득한다
1769956724	Charge Strike	Deals physical damage to an enemy. Has a {10}% chance to inflict Paralysis. Gain additional TP when you stun an enemy.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[1178150129, 1635452374, 0, 0, 0, 0, 0, 0]	80	[101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3734550374, 1127125923, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 73796108, 48827670, 0, 0, 0, 0]	チャージストライク	敵単体に物理ダメージを与え、{10}％の確率で麻痺を付与する。敵をブレイク時、TPを追加で獲得する	充填强袭	对敌方单体造成物理伤害，并有{10}%的概率赋予麻痹。敌人破防时，额外获得TP。	蓄積強襲	對敵方單體造成物理傷害，並以{10}%的機率賦予麻痺。使敵人破防時，可額外獲得TP。	차지 스트라이크	단일 적에게 물리 대미지를 주고 {10}%의 확률로 마비를 부여한다. 적 브레이크 시 추가로 TP를 획득한다
511202786	Charge Strike	Deals physical damage to an enemy. Has a {10}% chance to inflict Paralysis. Gain additional TP when you stun an enemy.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[1178150129, 1635452374, 0, 0, 0, 0, 0, 0]	90	[101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3734550374, 1127125923, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 73796108, 48827670, 0, 0, 0, 0]	チャージストライク	敵単体に物理ダメージを与え、{10}％の確率で麻痺を付与する。敵をブレイク時、TPを追加で獲得する	充填强袭	对敌方单体造成物理伤害，并有{10}%的概率赋予麻痹。敌人破防时，额外获得TP。	蓄積強襲	對敵方單體造成物理傷害，並以{10}%的機率賦予麻痺。使敵人破防時，可額外獲得TP。	차지 스트라이크	단일 적에게 물리 대미지를 주고 {10}%의 확률로 마비를 부여한다. 적 브레이크 시 추가로 TP를 획득한다
508921021	Shooting Star	Deals magic damage to an enemy and has a chance to delay its turn order by {7}. Boosts TP gained if target is stunned.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[2017985743, 59448156, 0, 0, 0, 0, 0, 0]	90	[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3860648788, 281613051, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 926152042, 616279824, 0, 0, 0, 0]	シューティングスター	敵単体に魔法ダメージを与え、行動順を確率で{7}ターン遅らせる。対象がブレイク中、獲得するＴＰが上昇する	流星击	对敌方单体造成魔法伤害，并使目标的行动顺序延后{7}回合。目标处于破防时，获得TP提升。	流星之擊	對敵方單體造成魔法傷害，並使行動順序有機率延後{7}回合。目標破防時，獲得TP上升。	슈팅 스타	단일 적에게 마법 대미지를 주고 행동순서를 일정 확률로 {7}턴 늦춘다. 대상이 브레이크 중이면 획득하는 TP가 상승한다
1115887119	Shooting Star	Deals magic damage to an enemy and has a chance to delay its turn order by {7}. Boosts TP gained if target is stunned.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[2017985743, 59448156, 0, 0, 0, 0, 0, 0]	100	[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3860648788, 281613051, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 926152042, 616279824, 0, 0, 0, 0]	シューティングスター	敵単体に魔法ダメージを与え、行動順を確率で{7}ターン遅らせる。対象がブレイク中、獲得するＴＰが上昇する	流星击	对敌方单体造成魔法伤害，并使目标的行动顺序延后{7}回合。目标处于破防时，获得TP提升。	流星之擊	對敵方單體造成魔法傷害，並使行動順序有機率延後{7}回合。目標破防時，獲得TP上升。	슈팅 스타	단일 적에게 마법 대미지를 주고 행동순서를 일정 확률로 {7}턴 늦춘다. 대상이 브레이크 중이면 획득하는 TP가 상승한다
897853081	Shooting Star	Deals magic damage to an enemy and has a chance to delay its turn order by {7}. Boosts TP gained if target is stunned.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[2017985743, 59448156, 0, 0, 0, 0, 0, 0]	110	[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3860648788, 281613051, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 926152042, 616279824, 0, 0, 0, 0]	シューティングスター	敵単体に魔法ダメージを与え、行動順を確率で{7}ターン遅らせる。対象がブレイク中、獲得するＴＰが上昇する	流星击	对敌方单体造成魔法伤害，并使目标的行动顺序延后{7}回合。目标处于破防时，获得TP提升。	流星之擊	對敵方單體造成魔法傷害，並使行動順序有機率延後{7}回合。目標破防時，獲得TP上升。	슈팅 스타	단일 적에게 마법 대미지를 주고 행동순서를 일정 확률로 {7}턴 늦춘다. 대상이 브레이크 중이면 획득하는 TP가 상승한다
1411337412	Shooting Star	Deals magic damage to an enemy and has a chance to delay its turn order by {7}. Boosts TP gained if target is stunned.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[2017985743, 59448156, 0, 0, 0, 0, 0, 0]	120	[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3860648788, 281613051, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 926152042, 616279824, 0, 0, 0, 0]	シューティングスター	敵単体に魔法ダメージを与え、行動順を確率で{7}ターン遅らせる。対象がブレイク中、獲得するＴＰが上昇する	流星击	对敌方单体造成魔法伤害，并使目标的行动顺序延后{7}回合。目标处于破防时，获得TP提升。	流星之擊	對敵方單體造成魔法傷害，並使行動順序有機率延後{7}回合。目標破防時，獲得TP上升。	슈팅 스타	단일 적에게 마법 대미지를 주고 행동순서를 일정 확률로 {7}턴 늦춘다. 대상이 브레이크 중이면 획득하는 TP가 상승한다
588807250	Shooting Star	Deals magic damage to an enemy and has a chance to delay its turn order by {7}. Boosts TP gained if target is stunned.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[2017985743, 59448156, 0, 0, 0, 0, 0, 0]	130	[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3860648788, 281613051, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 926152042, 616279824, 0, 0, 0, 0]	シューティングスター	敵単体に魔法ダメージを与え、行動順を確率で{7}ターン遅らせる。対象がブレイク中、獲得するＴＰが上昇する	流星击	对敌方单体造成魔法伤害，并使目标的行动顺序延后{7}回合。目标处于破防时，获得TP提升。	流星之擊	對敵方單體造成魔法傷害，並使行動順序有機率延後{7}回合。目標破防時，獲得TP上升。	슈팅 스타	단일 적에게 마법 대미지를 주고 행동순서를 일정 확률로 {7}턴 늦춘다. 대상이 브레이크 중이면 획득하는 TP가 상승한다
1897227986	Law of Profusion	Deals magic damage to an enemy and stuns them.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[340725751, 1428139946, 0, 0, 0, 0, 0, 0]	310	[78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	8	0	0	[429625631, 1569521881, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1449433918, 0, 0, 0, 0, 0]	百科繚乱の法	敵単体に魔法ダメージを与え、ブレイク状態にする	百花缭乱之术	对敌方单体造成魔法伤害，并使其陷入破防状态。	百科繚亂之法	對敵方單體造成魔法傷害，並使其陷入破防狀態。	백과요란의 법	단일 적에게 마법 대미지를 주고 브레이크 상태로 만든다
1059880480	Law of Profusion	Deals magic damage to an enemy and stuns them.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[340725751, 1428139946, 0, 0, 0, 0, 0, 0]	330	[78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	8	0	0	[429625631, 1569521881, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1449433918, 0, 0, 0, 0, 0]	百科繚乱の法	敵単体に魔法ダメージを与え、ブレイク状態にする	百花缭乱之术	对敌方单体造成魔法伤害，并使其陷入破防状态。	百科繚亂之法	對敵方單體造成魔法傷害，並使其陷入破防狀態。	백과요란의 법	단일 적에게 마법 대미지를 주고 브레이크 상태로 만든다
1210797750	Law of Profusion	Deals magic damage to an enemy and stuns them.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[340725751, 1428139946, 0, 0, 0, 0, 0, 0]	340	[78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	8	0	0	[429625631, 1569521881, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1449433918, 0, 0, 0, 0, 0]	百科繚乱の法	敵単体に魔法ダメージを与え、ブレイク状態にする	百花缭乱之术	对敌方单体造成魔法伤害，并使其陷入破防状态。	百科繚亂之法	對敵方單體造成魔法傷害，並使其陷入破防狀態。	백과요란의 법	단일 적에게 마법 대미지를 주고 브레이크 상태로 만든다
699409643	Law of Profusion	Deals magic damage to an enemy and stuns them.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[340725751, 1428139946, 0, 0, 0, 0, 0, 0]	350	[78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	8	0	0	[429625631, 1569521881, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1449433918, 0, 0, 0, 0, 0]	百科繚乱の法	敵単体に魔法ダメージを与え、ブレイク状態にする	百花缭乱之术	对敌方单体造成魔法伤害，并使其陷入破防状态。	百科繚亂之法	對敵方單體造成魔法傷害，並使其陷入破防狀態。	백과요란의 법	단일 적에게 마법 대미지를 주고 브레이크 상태로 만든다
1589056637	Law of Profusion	Deals magic damage to an enemy and stuns them.	[0, 0, 0, 1415384097]	[0, 0, 0, 0]	[340725751, 1428139946, 0, 0, 0, 0, 0, 0]	370	[78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	8	0	0	[429625631, 1569521881, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1449433918, 0, 0, 0, 0, 0]	百科繚乱の法	敵単体に魔法ダメージを与え、ブレイク状態にする	百花缭乱之术	对敌方单体造成魔法伤害，并使其陷入破防状态。	百科繚亂之法	對敵方單體造成魔法傷害，並使其陷入破防狀態。	백과요란의 법	단일 적에게 마법 대미지를 주고 브레이크 상태로 만든다
1032272262	Normal Attack	Deals magic damage to an enemy. Gain AP when attacking.	[0, 0, 0, 1415384097]	[0, 7, 5, 130]	[269952873, 1702933192, 0, 0, 0, 0, 0, 0]	70	[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3211447761, 15579564, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 0, 0, 0, 0, 0, 0]	通常攻撃	敵単体に魔法ダメージを与える。攻撃時、ＡＰを獲得する	普通攻击	对敌方单体造成魔法伤害。攻击时，获得AP。	普通攻擊	對敵方單體造成魔法傷害。攻擊時，獲得AP。	통상공격	단일 적에게 마법 대미지를 준다.공격 시 AP를 획득한다
1534171072	Normal Attack	Deals magic damage to an enemy. Gain AP when attacking.	[0, 0, 0, 1415384097]	[0, 10, 5, 130]	[1980415640, 434214685, 0, 0, 0, 0, 0, 0]	80	[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[2280565223, 1393178868, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 0, 0, 0, 0, 0, 0]	通常攻撃	敵単体に魔法ダメージを与える。攻撃時、ＡＰを獲得する	普通攻击	对敌方单体造成魔法伤害。攻击时，获得AP。	普通攻擊	對敵方單體造成魔法傷害。攻擊時，獲得AP。	통상공격	단일 적에게 마법 대미지를 준다.공격 시 AP를 획득한다
745973590	Normal Attack	Deals magic damage to an enemy. Gain AP when attacking.	[0, 0, 0, 1415384097]	[0, 14, 5, 130]	[1216061096, 2064746901, 0, 0, 0, 0, 0, 0]	90	[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[832436803, 1490896099, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 0, 0, 0, 0, 0, 0]	通常攻撃	敵単体に魔法ダメージを与える。攻撃時、ＡＰを獲得する	普通攻击	对敌方单体造成魔法伤害。攻击时，获得AP。	普通攻擊	對敵方單體造成魔法傷害。攻擊時，獲得AP。	통상공격	단일 적에게 마법 대미지를 준다.공격 시 AP를 획득한다
1631849312	Flame Shot	Deals fire damage to an enemy. Has a {6}% chance to inflict Burns.	[0, 0, 0, 1415384097]	[10, 0, 10, 180]	[1220481962, 1790033236, 0, 0, 0, 0, 0, 0]	100	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[4157157976, 496120256, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 134670200, 0, 0, 0, 0, 0]	フレイムシュート	"敵単体に火ダメージを与える。
{6}％の確率で火傷を付与する"	烈焰射击	对敌方单体造成火伤害，并有{6}%的概率赋予火伤。	烈焰射擊	對敵方單體造成火傷害，並以{6}%的機率賦予燒傷。	프레임 슛	"단일 적에게 화속성 대미지를 준다.
{6}％의 확률로 화상을 부여한다"
12325927	Flame Shot	Deals fire damage to an enemy. Has a {6}% chance to inflict Burns.	[0, 0, 0, 1415384097]	[10, 0, 10, 180]	[1220481962, 1790033236, 0, 0, 0, 0, 0, 0]	110	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[4157157976, 496120256, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1861241138, 0, 0, 0, 0, 0]	フレイムシュート	"敵単体に火ダメージを与える。
{6}％の確率で火傷を付与する"	烈焰射击	对敌方单体造成火伤害，并有{6}%的概率赋予火伤。	烈焰射擊	對敵方單體造成火傷害，並以{6}%的機率賦予燒傷。	프레임 슛	"단일 적에게 화속성 대미지를 준다.
{6}％의 확률로 화상을 부여한다"
2008753329	Flame Shot	Deals fire damage to an enemy. Has a {6}% chance to inflict Burns.	[0, 0, 0, 1415384097]	[10, 0, 10, 180]	[1220481962, 1790033236, 0, 0, 0, 0, 0, 0]	120	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[4157157976, 496120256, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 435648932, 0, 0, 0, 0, 0]	フレイムシュート	"敵単体に火ダメージを与える。
{6}％の確率で火傷を付与する"	烈焰射击	对敌方单体造成火伤害，并有{6}%的概率赋予火伤。	烈焰射擊	對敵方單體造成火傷害，並以{6}%的機率賦予燒傷。	프레임 슛	"단일 적에게 화속성 대미지를 준다.
{6}％의 확률로 화상을 부여한다"
371216110	Flame Shot	Deals fire damage to an enemy. Has a {6}% chance to inflict Burns.	[0, 0, 0, 1415384097]	[10, 0, 10, 180]	[1220481962, 1790033236, 0, 0, 0, 0, 0, 0]	130	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[4157157976, 496120256, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 2020348921, 0, 0, 0, 0, 0]	フレイムシュート	"敵単体に火ダメージを与える。
{6}％の確率で火傷を付与する"	烈焰射击	对敌方单体造成火伤害，并有{6}%的概率赋予火伤。	烈焰射擊	對敵方單體造成火傷害，並以{6}%的機率賦予燒傷。	프레임 슛	"단일 적에게 화속성 대미지를 준다.
{6}％의 확률로 화상을 부여한다"
1629978236	Flame Shot	Deals fire damage to an enemy. Has a {6}% chance to inflict Burns.	[0, 0, 0, 1415384097]	[10, 0, 10, 180]	[1220481962, 1790033236, 0, 0, 0, 0, 0, 0]	140	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[4157157976, 496120256, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 258679663, 0, 0, 0, 0, 0]	フレイムシュート	"敵単体に火ダメージを与える。
{6}％の確率で火傷を付与する"	烈焰射击	对敌方单体造成火伤害，并有{6}%的概率赋予火伤。	烈焰射擊	對敵方單體造成火傷害，並以{6}%的機率賦予燒傷。	프레임 슛	"단일 적에게 화속성 대미지를 준다.
{6}％의 확률로 화상을 부여한다"
