ItemId	Item	Name1	Name2	Name3	Name4	Name5	SkillId1	SkillId2	SkillId3	SkillId4	SkillId5	EffectId1	EffectId2	EffectId3	EffectId4	EffectId5	DlcId
671270763	Woodsprite Raiment	Air Resistance Up S	Air Resistance Up M	Air Resistance Up L	Soothing Breeze	Soothing Breeze						1875697709	154816105	2117959423	530977956	1755391030	0
1324640559	Scale Armor	Phys. Resistance Up S	Phys. Resistance Up M	Phys. Resistance Up L	Unyielding Protection	Unyielding Protection						1837784694	192737328	2088485030	501263099	1793563245	0
972249529	Verdant Dress	Ambush Tactics S	Ambush Tactics M	Ambush Tactics L	Elegant Breeze	Elegant Breeze						1816671299	180263431	2109319825	472039630	1797648476	0
1454619606	Commander's Plate	Commander's Shield S	Commander's Shield M	Commander's Shield L	Sturdy Strike	Sturdy Strike						1729393536	31644986	1994780076	394168305	1618589543	0
565480256	Maiden's Jacket	DEF Boost S	DEF Boost M	DEF Boost L	Magnificent Defense	Magnificent Defense						1725307209	2144013	1999079323	381480392	1639701842	0
1098056357	Warrior's Attire	Bolt Resistance Up S	Bolt Resistance Up M	Bolt Resistance Up L	Warrior's Might	Warrior's Might						776256093	1219630105	1068835983	1580093138	690585156	0
913584691	Resurrection Wear	Self-Repair S	Self-Repair M	Self-Repair L	Training Elixir	Training Elixir						797364330	1232109104	1048006330	1609311461	686494835	0
1350737015	White Order	Ice Resistance Up S	Ice Resistance Up M	Ice Resistance Up L	Magic Rampage	Magic Rampage						767585843	1261879415	1009905889	1571461820	716024362	0
663071969	Griffon Plate	Beast Leather S	Beast Leather M	Beast Leather L	Majestic Beast Leather	Majestic Beast Leather						738329604	1257548354	1039375064	1550381195	728743965	0
1671594403	Celestial Dress	Critical Finesse S	Critical Finesse M	Critical Finesse L	Guidance of the Stars	Guidance of the Stars						692916865	1337703621	951880787	1495787022	773904024	1274983891
89403367	Black Dragon Coat	Midnight Black Attire S	Midnight Black Attire M	Midnight Black Attire L	Shadow Slicer	Shadow Slicer						680491190	1316607732	964617830	1491438649	803388591	1274983891
1918050161	Golden Mail	A Leader's Power S	A Leader's Power M	A Leader's Power L	A Ruler's Power	A Ruler's Power						717866735	1279223979	993548349	1520644704	765723382	1274983891
331904300	Stark Cologne	Warrior's Wisdom S	Warrior's Wisdom M	Warrior's Wisdom L	Everlasting Darkness's Might	Everlasting Darkness's Might						722185432	1308426910	989475340	1533106263	744908993	1274983891
912505511	Lanterna Earrings	Reduce Skill WT S	Reduce Skill WT M	Reduce Skill WT L	Flame Blessing	Flame Blessing						1219526572	776393194	1497489792	953846563	1339931573	0
1351947491	Hallfein Pendant	DEF+Crit Up S	DEF+Crit Up M	DEF+Crit Up L	Critical Magic	Critical Magic						1110332070	618200292	1407175798	843359785	1162057407	0
663889013	Bunny Tail	HP+SPD Up S	HP+SPD Up M	HP+SPD Up L	Luring Target	Luring Target						1279066910	717991260	1573690830	1012397969	1263585031	0
1175014954	Monochrome Glasses	HP+Crit Up S	HP+Crit Up M	HP+Crit Up L	Know-it-all Glasses	Know-it-all Glasses						1316732231	680334083	1602888597	1041320392	1226209630	0
823033536	Angel Ribbon	HP Critical Charge S	HP Critical Charge M	HP Critical Charge L	Critical Blaze	Critical Blaze						1337579376	693074230	1581795748	1070801919	1221858153	0
1475924218	Godspeed Boots	AP Recovery S	AP Recovery M	AP Recovery L	Sublime Speed	Sublime Speed						1257685493	738226097	1527209767	983315834	1302005228	0
553640044	Feather Pin	Evade Boost S	Evade Boost M	Evade Boost L	Weak Pt Attack Charge	Weak Pt Attack Charge						1139554449	622499541	1377674819	864472094	1149369480	0
1337917955	Blue Puni Charm	HP Regeneration S	HP Regeneration M	HP Regeneration L	Airy Force	Airy Force						1261743042	767690120	1522873618	996040525	1280929755	0
951595669	Snow Boots	Stun Damage Up S	Stun Damage Up M	Stun Damage Up L	Frost Barrier	Frost Barrier						1232213403	797227999	1485015881	957931796	1310708098	0
1484766066	Spirit Beast's Tail	SPD Critical Charge S	SPD Critical Charge M	SPD Critical Charge L	Skill Gleam	Skill Gleam						180154804	1816813558	458059616	2060846397	231814571	0
796429288	Spirit Belt	HP+ATK Up S	HP+ATK Up M	HP+ATK Up L	Enduring Power	Enduring Power						192846725	1837643201	445580631	2064936716	202596254	0
1234052514	Phantom Scarf	Stun Boost S	Stun Boost M	Stun Boost L	Fierce Link Attack	Fierce Link Attack						154674654	1875807128	415873806	2035470675	240509381	0
1953605806	Decoy Doll	Prayer for Safety S	Prayer for Safety M	Prayer for Safety L								150622187	1846337967	420204857			1274983891
310839016	Dragon Scale Necklace	Crest of Resilience S	Crest of Resilience M	Crest of Resilience L	Dragon Scale's Blessing	Dragon Scale's Blessing						229988720	1799616298	474269628	2111811041	181968247	1274983891
1702901374	Old Dragon's Claw	The Price of Strength S	The Price of Strength M	The Price of Strength L	The Price of Greed	The Price of Greed						209138521	1786879261	495365515	2082326488	186316610	1274983891
378208873	Woodcutter's Axe	Tree Cutter										1130542851					0
1636578047	Gold Axe	Superb Tree Cutter										630462791					0
125476027	Starlight Axe	Expert Tree Cutter										1385376209					0
34332151	Bug Net	Insect Catcher										1025415649					0
1963781473	Gold Bug Net	Superb Insect Catcher										1541945253					0
335168293	Moonlight Bug Net	Expert Insect Catcher										753862451					0
832175709	Grass Sickle​	Grass Trimmer										217340013					0
1184812747	Golden Sickle	Superb Grass Trimmer										1778578985					0
543711375	Luminous Sickle	Expert Grass Trimmer										486917823					0
1492091826	Traveler's Shoes	Sprint Speed Boost S	Sprint Speed Boost M	Sprint Speed Boost L								1358596381	906766169	1091246031			0
248530281	Victor's Charm	SP Gain Boost S	SP Gain Boost M	SP Gain Boost L								54637149	1706499097	313535631			0
125944558	Training Charm	EXP Gain S	EXP Gain M	EXP Gain L								1896449025	402598469	1626872531			0
1982084540	Vitality Charm	AP Gain S	AP Gain M	AP Gain L								425817791	2140657915	143714413			0
512280888	Assault Bangle	Advantageous Encounter S	Advantageous Encounter M	Advantageous Encounter L								1098524253	663521305	1351334031			0
1363239453	Dark Virid Pearl	Link Power Boost S	Link Power Boost M	Link Power Boost L	Link Power Boost X	Link Power Boost X						1529109174	1037235440	1255523430	726576699	1548328621	0
642142859	Crimson Virid Pearl	Link Stats Boost S	Link Stats Boost M	Link Stats Boost L	Link Stats Boost X	Link Stats Boost X						1499653357	1066683049	1217624639	688394340	1578049782	0
1085340879	Azure Virid Pearl	Link Stun Boost S	Link Stun Boost M	Link Stun Boost L	Link Stun Boost X	Link Stun Boost X						1486917340	1045831838	1230049288	684358229	1607289539	0
1356895242	Dark Abyss Pearl	Mix Power Charge S	Mix Power Charge M	Mix Power Charge L	Mix Power Charge X	Mix Power Charge X						683896727	1312145875	959639877	1487510298	799976336	0
669492384	Crimson Abyss Pearl	Drop Rate Boost S	Drop Rate Boost M	Drop Rate Boost L	Drop Rate Boost X	Drop Rate Boost X						713413072	1282637706	997478172	1525622081	770184663	0
1091635930	Azure Abyss Pearl	AP Gain on Turn S	AP Gain on Turn M	AP Gain on Turn L	AP Gain on Turn X	AP Gain on Turn X						726121465	1303451069	985015595	1529696120	740982754	0
2122643954	Dark Bone Pearl	Power Boost on Block S	Power Boost on Block M	Power Boost on Block L	Power Boost on Block X	Power Boost on Block X						1777434604	252170670	2013323576	429624165	1855765491	0
159631720	Crimson Bone Pearl	Stun on Block S	Stun on Block M	Stun on Block L	Stun on Block X	Stun on Block X						1807204787	222392311	2051432289	467481918	1826227628	0
1869965090	Azure Bone Pearl	Reuse on Block S	Reuse on Block M	Reuse on Block L	Reuse on Block X	Reuse on Block X						1786096518	209913280	2072261974	438263563	1830317981	0
869563684	Dark Fyr Pearl	Interrupt Power Charge S	Interrupt Power Charge M	Interrupt Power Charge L	Interrupt Power Charge X	Interrupt Power Charge X						29163402	1732923856	273506650	1909852933	114375571	0
1154698674	Crimson Fyr Pearl	Interrupt Stun Charge S	Interrupt Stun Charge M	Interrupt Stun Charge L	Interrupt Stun Charge X	Interrupt Stun Charge X						66732499	1695346583	302767873	1938863452	77039050	0
572908536	Azure Fyr Pearl	Switch - Inst. Action S	Switch - Inst. Action M	Switch - Inst. Action L	Switch - Inst. Action X	Switch - Inst. Action X						37235684	1691256226	331986232	1918033771	89518077	0
1745456233	Dark Frost Pearl	Unite Power Charge S	Unite Power Charge M	Unite Power Charge L	Unite Power Charge X	Unite Power Charge X						620458828	1108204814	889908632	1418823621	597079891	0
521059583	Crimson Frost Pearl	Burst Skill S	Burst Skill M	Burst Skill L	Burst Skill X	Burst Skill X						649973011	1078682455	927749057	1456945566	567281932	0
2046300859	Azure Frost Pearl	Unite - All Stats Boost S	Unite - All Stats Boost M	Unite - All Stats Boost L	Unite - All Stats Boost X	Unite - All Stats Boost X						662677286	1099499872	915290614	1461015467	538075965	0
263688471	Dark Shine Pearl	Panel Effect Immunity S	Panel Effect Immunity M	Panel Effect Immunity L	Panel Effect Immunity X	Panel Effect Immunity X						276631984	1988870122	25988988	1612178721	386979255	0
2024841601	Crimson Shine Pearl	Weak Pt Stun Charge S	Weak Pt Stun Charge M	Weak Pt Stun Charge L	Weak Pt Stun Charge X	Weak Pt Stun Charge X						305901559	1959592371	63582501	1649499002	357985264	0
507908037	Azure Shine Pearl	Weak Pt Power Charge S	Weak Pt Power Charge M	Weak Pt Power Charge L	Weak Pt Power Charge X	Weak Pt Power Charge X						335136194	1963944836	34102034	1670590799	345244121	0
934792281	Silver Virid Pearl	Select Few S	Select Few M	Select Few L	Select Few XL	Select Few XL						1575983199	991507995	1277036173	763718866	1518492744	0
1445766660	Gold Virid Pearl	Best and Brightest S	Best and Brightest M	Best and Brightest L	Best and Brightest XL	Best and Brightest XL						1546515050	987454508	1306291386	742852327	1530934897	0
907426380	Silver Abyss Pearl	Item Power Boost S	Item Power Boost M	Item Power Boost L	Item Power Boost XL	Item Power Boost XL						772320638	1224606520	1073296302	1583503859	694511973	0
1468878865	Gold Abyss Pearl	Item Master S	Item Master M	Item Master L	Item Master XL	Item Master XL						801818443	1228695823	1044076953	1604334534	682034004	0
410146740	Silver Bone Pearl	Normal Attack Boost S	Normal Attack Boost M	Normal Attack Boost L	Normal Attack Boost XL	Normal Attack Boost XL						1866120449	164369221	2127242195	525355408	1750563098	0
2045328873	Gold Bone Pearl	Normal Attack Master S	Normal Attack Master M	Normal Attack Master L	Normal Attack Master XL	Normal Attack Master XL						1861801784	135166322	2131315172	512893881	1771377455	0
1428345698	Silver Fyr Pearl	TP Up on Block S	TP Up on Block M	TP Up on Block L	TP Up on Block XL	TP Up on Block XL						125255009	1635881765	377922483	1998440942	1767800	0
884586813	Gold Fyr Pearl	Precision Guard Enhancement S	Precision Guard Enhancement M	Precision Guard Enhancement L	Precision Guard Enhancement XL	Precision Guard Enhancement XL						112547670	1615067412	390384006	1994367961	30970703	0
251601453	Silver Frost Pearl	Unite Gain S	Unite Gain M	Unite Gain L	Unite Gain XL	Unite Gain XL						573616545	1153834981	868298611	1381647664	626881978	0
1868843120	Gold Frost Pearl	Unite Burst Enhancement S	Unite Burst Enhancement M	Unite Burst Enhancement L	Unite Burst Enhancement XL	Unite Burst Enhancement XL						603118488	1157920210	839075140	1402482457	614408079	0
1765883731	Silver Shine Pearl	Debuff Panel Immunity S	Debuff Panel Immunity M	Debuff Panel Immunity L	Debuff Panel Immunity XL	Debuff Panel Immunity XL						381080389	1883274497	122113431	1725704140	299571038	0
148526350	Golden Shine Pearl	Secrets of Panel Use S	Secrets of Panel Use M	Secrets of Panel Use L	Secrets of Panel Use XL	Secrets of Panel Use XL						393525620	1904351030	109389728	1730039293	270105963	0
1645185789	Intro to Alchemy, Vol. 1	Learn Recipe										31726779					0
83436729	Intro to Alchemy, Vol. 2	Learn Recipe										1729278719					0
1946031151	Intro to Bombs, Vol. 1	Learn Recipe										269845097					0
308641396	Intro to Bombs, Vol. 2	Learn Recipe										1905190964					0
1700941542	Ingot Bulletin	Learn Recipe										109697186					0
60088480	The Weekly Gatherer, Vol. 1	Learn Recipe										1618966248					0
1955844150	Weapons Monthly, Vol. 1	Learn Recipe										393758322					0
466825817	Weapons Monthly, Vol. 2	Learn Recipe										2016977951					0
1825833679	Weapons Monthly, Vol. 3	Learn Recipe										255825033					0
202607404	The Weekly Gatherer, Vol. 2	Learn Recipe										1878531436					0
2064956350	D.I.Y. for Pros, an Anthology	Learn Recipe										419376634					0
501356024	The Weekly Gatherer, Vol. 3	Learn Recipe										2114552768					0
1793402222	Medicine Set	Learn Recipe										151958314					0
192827187	Memento Set	Learn Recipe										1754650997					0
2088337317	Set of Household Belongings	Learn Recipe										529721827					0
445632993	D.I.Y. for Pros, an Anthology+	Learn Recipe										2036615079					0
1837687159	The Weekly Gatherer, Vol. 4	Learn Recipe										241399601					0
46662426	Weapon Creation Guide	Learn Recipe										1629721950					0
1976513424	Recommended Supplements	Learn Recipe										371500488					0
658430185	Armor Creation Guide	Learn Recipe										1154829999					0
1345972351	Wire Master, Vol. 1	Learn Recipe										869432889					0
919553595	How to Make Clean Water	Learn Recipe										1428476029					0
1103656621	Handling Precautions	Learn Recipe										572776683					0
542317810	Traveling Clothes for Alchemists	Learn Recipe										1136167606					0
1465134184	How to Make Your Own Leather Shoes	Learn Recipe										884980256					0
832733730	Expedition Prep for Alchemists	Learn Recipe										1380521062					0
1185264308	Wire Master, Vol. 2	Learn Recipe										625878260					0
702894299	Dressmaking for Beginners	Learn Recipe										1242482333					0
1591894093	The Basics of Jackets	Learn Recipe										1024062987					0
1042672042	Forests & Starpearls, Vol 1	Learn Recipe										1573814254					0
1227020608	Forests & Starpearls, Vol 2	Learn Recipe										717836152					0
802453370	Forests & Starpearls, Vol 3	Learn Recipe										1279254846					0
1490241516	Wire Master, Vol. 3	Learn Recipe										993579436					0
961031601	First Step to Becoming a Master Tailor	Learn Recipe										1520679927					0
1313807655	Caves & Starpearls, Vol 1	Learn Recipe										765758305					0
683258723	Caves & Starpearls, Vol 2	Learn Recipe										1263674661					0
1606321141	Caves & Starpearls, Vol 3	Learn Recipe										1012209075					0
821977500	Plateaus & Starpearls, Vol 1	Learn Recipe										1393948636					0
1207521550	Plateaus & Starpearls, Vol 2	Learn Recipe										605210442					0
1902411631	Plateaus & Starpearls, Vol 3	Learn Recipe										311421225					0
107171833	Volcanoes & Starpearls, Vol 1	Learn Recipe										1703467455					0
1620435389	Volcanoes & Starpearls, Vol 2	Learn Recipe										58619899					0
395497771	Volcanoes & Starpearls, Vol 3	Learn Recipe										1954105197					0
1980349304	Antique Decorating Techniques	Learn Recipe										367144240					0
17730530	Bolt Techniques of the Past	Learn Recipe										1659182502					0
1744315812	Ancient Starpearls, Vol 1	Learn Recipe										68400100					0
285152562	Ancient Starpearls, Vol 2	Learn Recipe										1930724214					0
2143287133	Ancient Starpearls, Vol 3	Learn Recipe										475291931					0
146327499	Ice Crystals & Starpearls, Vol 1	Learn Recipe										1800622477					0
1753173552	Ice Crystals & Starpearls, Vol 2	Learn Recipe										194304104					0
527990458	Ice Crystals & Starpearls, Vol 3	Learn Recipe										2090068222					0
2039402748	The Weekly Gatherer, Vol. 5	Learn Recipe										442844860					0
243916906	Neutralizer Set	Learn Recipe										1835169326					0
1863486007	Secrets of the Fleet-Footed	Learn Recipe										217652337					0
404077217	Synthesis Reference: Secret Remedy	Learn Recipe										2080255207					1274983891
2128811237	Safe-Travels Charm Set	Learn Recipe										487096995					1274983891
165946483	Synthesis Treatise: Introduction	Learn Recipe										1779413557					1274983891
1722074654	Synthesis Treatise: Advanced	Learn Recipe										89083994					1274983891
295958156	Adventure Prep for Alchemists	Learn Recipe										1917345996					1274983891
1129455085	Convenient Goods Catalog	Learn Recipe										549030827					1274983891
877997435	Armor Creation Guide: Advanced	Learn Recipe										1472117565					1274983891
1386447679	Synthesis Treatise: Challenge Edition	Learn Recipe										826807673					1274983891
631550889	Silver Starpearls, Vol 1	Learn Recipe										1179592175					1274983891
1145035254	Silver Starpearls, Vol 2	Learn Recipe										668225458					1274983891
859367780	Silver Starpearls, Vol 3	Learn Recipe										1356037924					1274983891
1439581990	Gold Starpearls, Vol 1	Learn Recipe										908448098					1274983891
583628720	Gold Starpearls, Vol 2	Learn Recipe										1092805112					1274983891
1300862431		Learn Recipe										778175385					1274983891
982426953		Learn Recipe										1499804431					1274983891
1514745006		Learn Recipe										966965994					1274983891
