ItemId	Index	text_ENG	Category1	Category2	Category3	Category4	Color1	Color2	Color3	Color4	Color5	Color6	Color7	Color8	Color9	Color10	Color11	Color12	PossiblyBasePrice	Flag4	FlavorText
1019624928	90	Trois Mineral	(Ore)	(Sand)	(Magical)		Yellow	Purple	Red	Blue	Blue	Green	Green	Purple	Yellow	Green	Purple	Yellow	40	1	"{'flavor1': {'text_ENG': 'This rock has a mysterious glow.', 'text_JPN': '「不思議な光り方をしている石だな」', 'text_CHT': '「這石頭發光的方式好奇特喔。」', 'text_CHS': '“这种石头上的光彩让人觉挺特别的。”', 'text_KOR': '「신비로운 빛을 내는 돌이군」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""We can't get much of it, either. It's a really rare ore."", 'text_JPN': '「採れる数も本当に少ないし、\n\u3000すっごく珍しい鉱石なんだ」', 'text_CHT': '「而且能採到的量少之又少，\n\u3000是種非常稀有的礦石。」', 'text_CHS': '“而且它的开采量少之又少，\n\u3000是一种非常稀有的矿石。”', 'text_KOR': '「구할 수 있는 양도 굉장히 적어서\n 무척 희귀한 광석이야」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""We're lucky to have seen it in our lifetimes."", 'text_JPN': '「生きているうちに見れるなんてラッキーだ」', 'text_CHT': '「能在有生之年見到它本尊，真是太幸運了。」', 'text_CHS': '“能在有生之年亲眼见到它，我感觉自己实在是太幸运了。”', 'text_KOR': '「살아있을 때 보게 되다니 운이 좋네」'}, 'char3': 'Slade'}"
1970930026	93	Celestial Silver Stone	(Ore)	(Metal)			Purple	Blue	Red	Blue	Blue	Purple	Green	Purple	Yellow	Green	Purple	Blue	58	1	"{'flavor1': {'text_ENG': ""It's said to keep bad things away. You should put some in your house's entryway."", 'text_JPN': '「悪いものを寄せ付けない性質があると言われて\n\u3000るんだ。\u3000家の玄関にでも置いておくといい」', 'text_CHT': '「聽說它有驅邪避凶的特性，\n\u3000可以放在房子的玄關。」', 'text_CHS': '“这种石头据说有驱邪避凶的效果，\n\u3000你可以把它放在玄关。”', 'text_KOR': '「악한 것을 접근하지 못하게 하는 성질이\n 있어서 집 현관에 두는 게 좋다더군」'}, 'char1': 'Heiter', 'flavor2': {'text_ENG': ""It'd just get in the way any time I leave the house."", 'text_JPN': '「こんなの玄関にあったら\n\u3000毎日家から出るときに邪魔で仕方ないよ」', 'text_CHT': '「這東西要是放在玄關，\n\u3000每天要出門都得先跨過它耶。」', 'text_CHS': '“这东西要是放在玄关，\n\u3000每天出门都会被它挡住。”', 'text_KOR': '「이런 게 현관에 있으면\n 매일 집에서 나갈 때 걸리적거린다고」'}, 'char2': 'Rias'}"
174236913	89	Goldinite	(Ore)	(Gemstones)			Green	Red	Red	Purple	Blue	Purple	Green	Blue	Yellow	Green	Purple	Green	65	1	"{'flavor1': {'text_ENG': ""It's golden, but not gold. Maybe we can trick someone into buying it as gold?"", 'text_JPN': '「金色の鉱石だけど金ではないんだね。\n\u3000ごまかせば金として高く売れるんじゃない？」', 'text_CHT': '「這礦石雖然是金色的，卻不是黃金。\n\u3000要是當成黃金蒙混過去，應該能大賺一筆吧？」', 'text_CHS': '“这矿石虽然是金色的，却不是黄金。\n\u3000要是当成黄金蒙混过去，应该能大赚一笔吧？”', 'text_KOR': '「황금빛으로 빛나는 광석인데 황금이 아니구\n 나. 얼버무리면 비싸게 팔리지 않을까?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Oh, merchants know better. We won't be fooled so easily."", 'text_JPN': '「商人の目利きを舐めないでください。\n\u3000そう簡単には騙されたりしませんよ」', 'text_CHT': '「商人才沒那麼容易上當，\n\u3000別低估我們的眼光了。」', 'text_CHS': '“商人才没那么容易上当，\n\u3000你可别小瞧我们的眼力。”', 'text_KOR': '「상인의 눈을 얕보지 말아주세요.\n 그렇게 쉽게 안 속는다고요」'}, 'char2': 'Corneria'}"
2105727464	92	Eternal Crystal	(Ore)	(Water)	(Magical)		Blue	Green	Red	Yellow	Blue	Yellow	Green	Red	Yellow	Purple	Purple	Yellow	52	1	"{'flavor1': {'text_ENG': 'You can only work this with alchemy.', 'text_JPN': '「これは錬金術でしか加工できないんだよ」', 'text_CHT': '「這東西只有鍊金術才有辦法加工喔。」', 'text_CHS': '“只有炼金术才能加工这东西。”', 'text_KOR': '「이건 연금술로만 가공할 수 있어」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Alchemy is amazing, this is so sturdy ...', 'text_JPN': '「こんなに頑丈なのに、すごいな錬金術……」', 'text_CHT': '「它這麼堅固耶，鍊金術真是太厲害了……」', 'text_CHS': '“这么硬都行，炼金术可真太厉害……”', 'text_KOR': '「이렇게나 튼튼한데 연금술은 대단하네…」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': ""That's right, praise me more!"", 'text_JPN': '「もっと褒めてもいいんだよ！\u3000あたしを！」', 'text_CHT': '「可以再多誇我幾句喔！」', 'text_CHS': '“你可以再多夸我几句哦！”', 'text_KOR': '「좀 더 칭찬해도 되잖아! 나를!」'}, 'char3': 'Rias', 'flavor4': {'text_ENG': 'Yes, yes, you and alchemy are both amazing.', 'text_JPN': '「はいはい、錬金術もおまえもすごいよ」', 'text_CHT': '「好好好，妳跟鍊金術都好厲害。」', 'text_CHS': '“好好好，炼金术和你都很厉害。”', 'text_KOR': '「그래그래, 연금술도 너도 대단해」'}, 'char4': 'Slade'}"
758740077	96	Black Volcanic Ore	(Ore)	(Gemstones)	(Gunpowder)	(Fuel)	Green	Yellow	Red	Yellow	Blue	Green	Green	Purple	Yellow	Purple	Purple	Red	96	1	"{'flavor1': {'text_ENG': ""What's this, some liquid?"", 'text_JPN': '「なんだこれ、液体なのか？」', 'text_CHT': '「這是什麼？是液體嗎？」', 'text_CHS': '“这东西难道是液态的吗？”', 'text_KOR': '「뭐야, 이거. 액체야?」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""No, it's ore solidified in this shape. It's really hard, so it makes good armor."", 'text_JPN': '「ううん、この状態で固まってる鉱石だよ。\u3000\n\u3000すっごく硬いから丈夫な防具も作れるんだ」', 'text_CHT': '「不是的，它是在這種狀態下凝固的礦石喔。\n\u3000非常堅硬，所以還能做成堅固的防具。」', 'text_CHS': '“不是的，它只不过是凝固成了这种形态而已。\n\u3000它非常坚硬，所以还能做成坚固的防具。”', 'text_KOR': '「아니, 이 상태로 굳어진 광석이야. 무척\n 단단해서 튼튼한 방어구를 만들 수 있어」'}, 'char2': 'Rias'}"
1889313019	95	Everlasting Saft	(Ore)	(Plants)			Blue	Purple	Red	Purple	Blue	Red	Green	Blue	Yellow	Red	Purple	Green	81	1	"{'flavor1': {'text_ENG': ""Ah! It's leaking?!"", 'text_JPN': '「うわぁ！\u3000なんか漏れてますよ！？」', 'text_CHT': '「哇啊！好像流出什麼東西了！？」', 'text_CHS': '“哇！什么东西？！”', 'text_KOR': '「으악! 뭔가가 새고 있는데요?!」'}, 'char1': 'Firis', 'flavor2': {'text_ENG': 'The sap inside is coming out.', 'text_JPN': '「中身の樹液が漏れ出してるんだな」', 'text_CHT': '「是裡面的樹液流出來了吧。」', 'text_CHS': '“应该是里面的树液流出来了。”', 'text_KOR': '「안에 있는 수액이 새어 나오고 있구나」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'Sap? Is it sweet?', 'text_JPN': '「樹液？\u3000てことは甘いのかな……？」', 'text_CHT': '「樹液？那應該很甜吧……？」', 'text_CHS': '“树液？所以它是甜的吗……？”', 'text_KOR': '「수액? 그렇다는 건 달콤하려나…?」'}, 'char3': 'Firis', 'flavor4': {'text_ENG': ""Don't lick it, okay? Just don't."", 'text_JPN': '「絶対に舐めたりしないでくれよ？」', 'text_CHT': '「拜託妳千萬不要舔喔？」', 'text_CHS': '“你可千万别舔啊！”', 'text_KOR': '「절대로 핥거나 하지 말라고?」'}, 'char4': 'Slade'}"
1777659865	97	Red Hot Crystal	(Ore)	(Fuel)			Blue	Red	Red	Blue	Blue	Yellow	Green	Yellow	Yellow	Green	Purple	Blue	89	1	"{'flavor1': {'text_ENG': ""Oh? It's not hot to the touch."", 'text_JPN': '「あれ？\u3000見た目よりは触っても熱くないね」', 'text_CHT': '「咦？它看起來溫度很高，摸起來卻不燙耶。」', 'text_CHS': '“咦？这东西看起来温度很高，摸起来却一点都不烫。”', 'text_KOR': '「어라? 보기보다 만져도 안 뜨겁네」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""The heat is sealed in, so the surface isn't hot. The inside's lava, so don't break it."", 'text_JPN': '「熱が閉じ込められてて表面は熱くないんだ。\n\u3000中身は溶岩だから割ったりしたら大変だぞ」', 'text_CHT': '「它的熱度都鎖在裡面了，所以表面不會燙。\n\u3000但裡頭是熔岩，要是裂開可就大事不妙了。」', 'text_CHS': '“它的热量都锁在里面了，所以表面不烫的。\n\u3000这里面可是装满了岩浆，要是裂开可就糟了。”', 'text_KOR': '「열이 갇혀 있어 표면은 뜨겁지 않지만\n 속은 용암이니 깨지면 큰일 날 거야」'}, 'char2': 'Slade'}"
2108786168	98	Dream Stone	(Ore)				Yellow	Red	Red	Green	Blue	Yellow	Green	Red	Yellow	Purple	Purple	Blue	114	0	{'flavor1': {'text_ENG': 'Just like the name, it feels like an ore right out of a dream.', 'text_JPN': '「名前通り夢の中でしかありえないだろっていう\n\u3000見た目の鉱石だね」', 'text_CHT': '「顧名思義，\n\u3000這是只會出現在夢裡的礦石。」', 'text_CHS': '“顾名思义，这种矿石的外表\n\u3000像是从梦里走出来的一样。”', 'text_KOR': '「이름 그대로, 생김새가 꿈속에서만\n 있을 것 같은 광석이구나」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'More like a fever nightmare with these colors.', 'text_JPN': '「風邪のときに見る悪夢みたいな\n\u3000色合いだけどな」', 'text_CHT': '「但這配色很像感冒時會做的惡夢。」', 'text_CHS': '“这配色可不就是感冒时做的恶梦里才会出现的嘛……”', 'text_KOR': '「감기에 걸렸을 때 꾸는 악몽과 같은\n 색깔이지만 말이야」'}, 'char2': 'Slade'}
1482100967	94	Hainelight	(Ore)	(Gunpowder)			Green	Purple	Red	Yellow	Blue	Purple	Green	Blue	Yellow	Green	Purple	Red	84	1	"{'flavor1': {'text_ENG': 'Like the name implies, it can be found all over Haine.', 'text_JPN': '「名前の通りハイネ州でよく採れる鉱石だよ」', 'text_CHT': '「看名字就知道，這是海涅州常見的礦石。」', 'text_CHS': '“看名字就知道，这是海涅州常见的矿石。”', 'text_KOR': '「하이네주에서 많이 나는 광석이야」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Do accomplished alchemists get to name ingredients, too?', 'text_JPN': '「錬金術士も何か功績を残せば、\n\u3000素材に名前がついたりするんだろうか？」', 'text_CHT': '「鍊金術士要是留下什麼豐功偉業，\n\u3000是不是就能用自己的名字替素材命名？」', 'text_CHS': '“炼金术士要是留下什么丰功伟业，\n\u3000是不是就能用自己的名字替素材命名？”', 'text_KOR': '「연금술사도 뭔가 공적을 남기면\n 소재에 이름을 붙이거나 하는 걸까?」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': ""I'll get something named Riasite one day!"", 'text_JPN': '「目指せ『リアスライト』だね！」', 'text_CHT': '「那我要把素材命名為『莉雅絲之光』！」', 'text_CHS': '“那我要把素材命名为‘莉雅丝之光’！”', 'text_KOR': '「『리아스 라이트』라고 붙이고 싶네!」'}, 'char3': 'Rias'}"
1571003278	100	Blue Gemstone	(Gemstones)				Red	Blue	Red	Purple	Blue	Green	Green	Purple	Yellow	Blue	Purple	Blue	6	1	"{'flavor1': {'text_ENG': 'Ohh, this stuff ...', 'text_JPN': '「あぁ～これかぁ……」', 'text_CHT': '「唉～是這個啊……」', 'text_CHS': '“唉～怎么是这玩意啊……”', 'text_KOR': '「아~ 이거인가…」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Hm? Is there a problem with this stone?', 'text_JPN': '「この石に何かあるの？」', 'text_CHT': '「這石頭怎麼了嗎？」', 'text_CHS': '“这石头怎么了吗？”', 'text_KOR': '「이 돌에 뭐 있어?」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""There's loads of it but it's not worth much. It's a pain to deal with ..."", 'text_JPN': '「たいして高く売れないのに、\n\u3000大量に採れるから扱いに困るんだよな……」', 'text_CHT': '「這種石頭賣不到什麼好價錢，\n\u3000卻能採到很多，所以不太好處理……」', 'text_CHS': '“这种石头遍地都是，所以卖不到什么好价钱，\n\u3000真的不太好处理……”', 'text_KOR': '「딱히 비싸게 팔리지 않는데 대량으로\n 들어오니까 취급에 곤란하거든…」'}, 'char3': 'Slade'}"
1673446482	99	Rouge Gemstone	(Gemstones)				Yellow	Red	Red	Blue	Blue	Yellow	Green	Red	Yellow	Purple	Purple	Blue	6	1	"{'flavor1': {'text_ENG': ""You can cut it into pretty red gems. It's cheap for a gem, so it's popular with young people."", 'text_JPN': '「加工すれば紅くて綺麗な宝石になるんだ。\n\u3000宝石の割には安いから若者にも人気だな」', 'text_CHT': '「這種石頭加工後就會是漂亮的紅色寶石，\n\u3000在寶石中相對便宜，所以也很受年輕人喜愛。」', 'text_CHS': '“这种石头能加工成很漂亮的红色宝石，\n\u3000而且价格也相对便宜，所以也很受年轻人喜爱。”', 'text_KOR': '「가공하면 빨갛고 예쁜 보석이 돼. 보석\n 치고는 저렴해서 젊은 사람들이 좋아하지」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Sis used to wear them too when she was young.', 'text_JPN': '「姉さんも若い時はつけてたよね」', 'text_CHT': '「姐姐年輕時也戴過對吧？」', 'text_CHS': '“姐姐，我记得你年轻的时候也戴过这种宝石吧？”', 'text_KOR': '「언니도 젊었을 때 많이 달고 다녔던가」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""I'm still young now!"", 'text_JPN': '「わたしは”今も”若いけどね！！」', 'text_CHT': '「我現在也很『年輕』好嗎！！」', 'text_CHS': '“我现在也很年轻好吗！！”', 'text_KOR': '「나는 지금도 젊거든!!」'}, 'char3': 'Camilla'}"
1256813448	101	Unknown Gemstone	(Gemstones)	(Magical)			Blue	Green	Red	Green	Blue	Red	Green	Blue	Yellow	Red	Purple	Yellow	24	1	"{'flavor1': {'text_ENG': 'Ooh, what could it be ...?', 'text_JPN': '「何が出るかな～\u3000ワクワク……」', 'text_CHT': '「不知道會出現什麼～真讓人期待……」', 'text_CHS': '“也不知道里面藏着哪种矿石……好紧张……”', 'text_KOR': '「뭐가 나오려나~ 두근두근…」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""It's like peering inside a treasure chest."", 'text_JPN': '「まるで宝箱を開けてるみたいだな」', 'text_CHT': '「好像在開寶箱喔。」', 'text_CHS': '“你这样子，看上去就像在开宝箱似的。”', 'text_KOR': '「마치 보물상자를 여는 것 같네」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'It could be full of rare ingredients! A natural treasure chest!', 'text_JPN': '「珍しい素材が入ってるかもしれないしね！\u3000\n\u3000天然の宝箱みたいなもんだよ！」', 'text_CHT': '「說不定裡頭會有什麼稀有素材！\n\u3000畢竟它就像天然的寶箱一樣！」', 'text_CHS': '“它本身就是一种天然宝箱啊！\n\u3000说不定能开出什稀有素材来呢！”', 'text_KOR': '「희귀한 소재가 들어 있을지도 몰라!\n 천연 보물상자 같은 거야!」'}, 'char3': 'Rias'}"
1708153702	105	Ruin Stone	(Gemstones)	(Ore)			Yellow	Blue	Red	Blue	Blue	Purple	Green	Blue	Yellow	Red	Purple	Yellow	47	1	"{'flavor1': {'text_ENG': ""It's a stubborn stone. No matter what you do, it only breaks in one direction."", 'text_JPN': '「どんなふうに力をいれても決まった方向に\n\u3000割れる頑固者だからちょっと扱いにくいの」', 'text_CHT': '「不管使出多大力氣，這石頭就是很頑固，\n\u3000只會朝固定方向裂開，實在有點難辦啊。」', 'text_CHS': '“这种石头真的很顽固，不管朝哪里使劲，\n\u3000它永远都只会向固定方向裂开。”', 'text_KOR': '「아무리 힘을 줘도 정해진 방향으로 갈라\n 지는 고집불통이라 취급하기 좀 힘들어」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Oh, stubborn, just like ... N-never mind!', 'text_JPN': '「意志が固いと……いや、なんでもない！」', 'text_CHT': '「果然是『頑石』……沒有，沒什麼！」', 'text_CHS': '“顽固，所以是‘顽石’……啊，我什么都没说！”', 'text_KOR': '「의지가 강하면… 아니, 아무것도 아니야!」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'Ahaha, I heard that!', 'text_JPN': '「あはは、聞いちゃったよー！」', 'text_CHT': '「哈哈哈，我都聽到囉～！」', 'text_CHS': '“哈哈哈，我都听到啦～！”', 'text_KOR': '「아하하, 이미 들었거든~!」'}, 'char3': 'Rias'}"
1326849943	103	Fortima Ore	(Gemstones)				Yellow	Green	Red	Purple	Blue	Red	Green	Red	Yellow	Red	Purple	Yellow	45	1	"{'flavor1': {'text_ENG': 'Apparently when you process it, it begins to shine in a bunch of different colors.', 'text_JPN': '「加工してると色んな色に光りだすらしいな」', 'text_CHT': '「它加工後，好像會散發各種不同的光芒耶。」', 'text_CHS': '“这种石头在加工后会发出五颜六色的光芒。”', 'text_KOR': '「가공하면 여러 색으로 빛을 낸다더군」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Yeah, and it gets really bright sometimes. Better not stare at it too long.', 'text_JPN': '「うん、すっごく眩しくなる時もあるから、\n\u3000肉眼でじっくり見ない方がいいよ」', 'text_CHT': '「嗯，有時候光芒會很刺眼，\n\u3000所以最好不要用肉眼一直盯著看喔。」', 'text_CHS': '“嗯，有时候它发出来的光芒会特别刺眼，\n\u3000所以最好不要用肉眼一直盯着它看。”', 'text_KOR': '「응, 너무 눈이 부실 때도 있으니까\n 육안으로 너무 안 보는 편이 좋아」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""If you hadn't told me, I probably would have ended up doing just that ..."", 'text_JPN': '「知らないと覗き込みそうだ……」', 'text_CHT': '「不知道的話，會忍不住想觀察它耶……」', 'text_CHS': '“要是不知道这个的话，或许真的会看入迷……”', 'text_KOR': '「잘 모르면 들여다볼 것 같네…」'}, 'char3': 'Slade'}"
740285902	106	Unknown Augite	(Gemstones)	(Magical)			Green	Yellow	Red	Green	Blue	Green	Green	Yellow	Yellow	Blue	Purple	Yellow	50	1	"{'flavor1': {'text_ENG': 'Crack it open, look inside, and ...', 'text_JPN': '「これを割って中身を見てみると……」', 'text_CHT': '「把它弄裂，看看裡面吧……」', 'text_CHS': '“我们把它凿开看一看……”', 'text_KOR': '「이걸 깨고 속을 살펴보면…」'}, 'char1': 'Firis', 'flavor2': {'text_ENG': ""Oh, that's beautiful ... Is this some kind of crystal?"", 'text_JPN': '「おおっ、すごく綺麗な色だな……\n\u3000これって何かの結晶か？」', 'text_CHT': '「哦哦，顏色好漂亮……\n\u3000這是什麼結晶嗎？」', 'text_CHS': '“哇，好漂亮……\n\u3000这是哪种结晶吗？”', 'text_KOR': '「오오, 색이 엄청나게 예쁜데…\n 이거, 뭔가의 결정인가?」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'It grows inside the rock!', 'text_JPN': '「石の中だと綺麗に育つんです！」', 'text_CHT': '「原來在石頭裡面長得這麼好啊！」', 'text_CHS': '“就是因为它被包在石头里面，所以才长得这么好！”', 'text_KOR': '「돌 속이면 예쁘게 자라요!」'}, 'char3': 'Firis'}"
638721037	108	Diamant Gemstone	(Gemstones)	(Metal)			Blue	Red	Red	Yellow	Blue	Yellow	Green	Red	Yellow	Blue	Purple	Red	52	1	"{'flavor1': {'text_ENG': 'This stone stops electricity.', 'text_JPN': '「この石は電気を通さないらしいよ」', 'text_CHT': '「這種石頭好像不會導電喔。」', 'text_CHS': '“这种矿石据说是绝缘的。”', 'text_KOR': '「이 돌은 전기가 통하지 않는다고 해」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'So we can make a shield from this ore to guard against electric monsters.', 'text_JPN': '「じゃあ電気を使う魔物には\n\u3000この鉱石で作った盾を使えばいいな」', 'text_CHT': '「那面對會用雷電攻擊的魔物，\n\u3000拿這種礦石做成的盾就所向無敵了吧。」', 'text_CHS': '“也就是说，只要把它做成盾牌，\n\u3000我们就再也不用怕那些用雷电攻击的魔物了是吧。”', 'text_KOR': '「그럼, 전기를 사용하는 몬스터한테는\n 이 광석으로 만든 방패를 쓰면 되겠네」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': ""We'll never find enough to do that."", 'text_JPN': '「貴重だから盾になるほど集められないよ」', 'text_CHT': '「這很珍貴，湊不到做盾所需的數量啦。」', 'text_CHS': '“这种矿石稀奇得很，哪有那么多给你当盾牌啊。”', 'text_KOR': '「귀해서 그걸 만들 정도로는 못 모아」'}, 'char3': 'Rias'}"
893217111	104	Diopside	(Gemstones)				Purple	Blue	Red	Blue	Blue	Purple	Green	Blue	Yellow	Red	Purple	Red	51	1	"{'flavor1': {'text_ENG': ""It's like glass."", 'text_JPN': '「まるでガラスみたいね」', 'text_CHT': '「它看起來好像玻璃喔。」', 'text_CHS': '“这东西看起来好像玻璃哦。”', 'text_KOR': '「마치 유리 같네」'}, 'char1': 'Camilla', 'flavor2': {'text_ENG': 'You stepped on your glasses and broke them not too long ago, right? Want a new pair using this?', 'text_JPN': '「この前メガネ踏んで割っちゃってたよね？\n\u3000これで丈夫なの作ってあげようか？」', 'text_CHT': '「妳上次不是把眼鏡踩碎了嗎？\n\u3000我用這個幫妳做一副堅固耐用的眼鏡吧？」', 'text_CHS': '“你之前不是把眼镜踩碎了吗？\n\u3000我用它来帮你做一副更结实的吧？”', 'text_KOR': '「저번에 안경을 밟아서 깨졌지?\n 이걸로 튼튼한 거 만들어줄까?」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""I'm not so sure. Stepping on this would hurt."", 'text_JPN': '「踏んだら痛そうだから、少し考えるわ」', 'text_CHT': '「踩到好像會很痛，讓我考慮一下。」', 'text_CHS': '“我先考虑考虑吧，毕竟万一踩到它应该会很痛吧……”', 'text_KOR': '「밟으면 아플 것 같으니 생각해 볼게」'}, 'char3': 'Camilla'}"
522572005	107	Hygea Ore	(Gemstones)	(Ore)			Red	Purple	Red	Yellow	Blue	Yellow	Green	Purple	Yellow	Blue	Purple	Red	55	1	"{'flavor1': {'text_ENG': 'A lightning mark?', 'text_JPN': '「何この石、雷の彫刻？」', 'text_CHT': '「這石頭怎麼回事？上面刻了雷電？」', 'text_CHS': '“这个石头表面是刻着雷电吗？”', 'text_KOR': '「이 돌은 뭐지? 번개 조각인가?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""No, it cracked from high temperature. Look, there's fire in the crack."", 'text_JPN': '「いや、高温すぎてひびが入ってるみたいだな。\n\u3000よく見るとひびの中がメラメラ燃えてる」', 'text_CHT': '「不對，好像是溫度太高才產生了裂痕。\n\u3000仔細看的話，會發現裂痕裡面有火在燒喔。」', 'text_CHS': '“不是的，应该是温度过高产生的裂痕。\n\u3000仔细看的话，还会发现裂痕里在燃烧着呢。”', 'text_KOR': '「온도가 너무 높아 금이 간 것 같아.\n 자세히 보니 이글이글 불타고 있네」'}, 'char2': 'Slade'}"
202769447	102	Muddied Crystal	(Gemstones)	(Fuel)			Yellow	Red	Red	Purple	Blue	Green	Green	Blue	Yellow	Red	Purple	Yellow	34	1	"{'flavor1': {'text_ENG': ""This is also known as griffon's waste.\u3000"", 'text_JPN': '「グリフォンの老廃物とも言われてる結晶だな」\u3000', 'text_CHT': '「這種結晶又叫獅鷲的代謝廢物對吧。」\u3000', 'text_CHS': '“人们都说这种结晶其实是狮鹰的代谢物。”\u3000', 'text_KOR': '「그리폰의 노폐물이라고도 하는 결정이야」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'The bad stuff comes out as crystals, so griffons never get sick.', 'text_JPN': '「悪いものは結晶になって出てくるから、\n\u3000グリフォンは病気にならないんだって」', 'text_CHT': '「聽說獅鷲會把不好的東西變成結晶\n\u3000排出體外，所以牠們不會生病喔。」', 'text_CHS': '“听说狮鹰会把身体里的废物\n\u3000变成结晶之后排出体外，所以它们才不会生病。”', 'text_KOR': '「좋지 않은 건 결정으로써 나오기\n 때문에 그리폰은 병들거나 하지 않는대」'}, 'char2': 'Rias'}"
2135732137	111	Brenn Ore	(Gemstones)	(Gunpowder)			Purple	Green	Red	Purple	Blue	Green	Green	Blue	Yellow	Purple	Purple	Green	60	1	"{'flavor1': {'text_ENG': ""There's no air in a stone, right? How's the fire burning?"", 'text_JPN': '「石の中って空気はほとんどないはずだよね？\n\u3000なんで炎が燃え続けてるんだろう？」', 'text_CHT': '「石頭裡面不是沒有什麼空氣嗎？\n\u3000為什麼它的火一直在燒呢？」', 'text_CHS': '“石头里面不是应该没有多少空气吗？\n\u3000为什么它里面的火不会灭呢？”', 'text_KOR': '「돌 속에는 공기가 거의 없을 텐데\n 왜 불꽃이 계속 타는 걸까?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'The stone is full of little holes. So the air on the inside never runs out.', 'text_JPN': '「この石には小さい穴が無数に空いててな。\n\u3000だから中の空気は無くならないんだ」', 'text_CHT': '「這種石頭有無數的小孔隙，\n\u3000所以裡面一直都有空氣喔。」', 'text_CHS': '“这种石头上其实有着无数个小孔，\n\u3000所以里面一直都是有空气的。”', 'text_KOR': '「이 돌에는 작은 구멍이 많이 뚫려\n 있어서 내부의 공기가 사라지지 않아」'}, 'char2': 'Slade'}"
1439191365	110	Haine Fire Stone	(Gemstones)	(Gunpowder)			Red	Purple	Red	Blue	Blue	Green	Green	Blue	Yellow	Green	Purple	Green	65	1	"{'flavor1': {'text_ENG': ""It's filled with enough volcanic nutrients to single-handedly fix a poor harvest."", 'text_JPN': '「作物の不作を解決できるぐらい\n\u3000溶岩の栄養が詰まった結晶なんだよ」', 'text_CHT': '「這種結晶有滿滿的熔岩養分，\n\u3000甚至能解決農作物歉收的問題喔。」', 'text_CHS': '“这种结晶里面锁着大量含有养分的岩浆，\n\u3000用好了甚至能够解决农作物的歉收问题。”', 'text_KOR': '「작물의 흉작을 해결할 정도로\n 용암의 양분이 담긴 결정이야」'}, 'char1': 'Resna', 'flavor2': {'text_ENG': 'We went to a volcano to get it, after all. It was so hot ...', 'text_JPN': '「みんなで火山まで取りに行ったもんね。\n\u3000あそこは暑かったなぁ……」', 'text_CHT': '「大家還一起跑到火山採呢，\n\u3000那地方真的好熱……」', 'text_CHS': '“怪不得大家还专门跑到火山那边采集这种矿石呢。\n\u3000那地方真的好热啊……”', 'text_KOR': '「다 같이 화산까지 가지러 갔으니까\n 말이야. 거기는 참 더웠지…」'}, 'char2': 'Izana'}"
